,t0 health,t1 supplement,t2 advice,t3 thanks,t4 period,t5 period,t6 level,t7 weight,t8 like,t9 sex,t10 cyst,t11 doctor,t12 diet,t13 control,t14 feel,t15 amp,t16 hair,t17 metformin,t18 nt,t19 symptom,dominant_topic
4x7qbn,0.0,0.0,0.0,0.0,0.0,0.43,0.0,0.05,0.0,0.0,0.0,0.0,0.09,0.0,0.09,0.0,0.0,0.0,0.0,0.31,5
4x7s2q,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.11,0.0,0.0,0.17,0.25,0.15,0.0,0.0,0.0,0.1,0.0,0.0,0.0,11
4x9998,0.0,0.0,0.03,0.0,0.0,0.08,0.0,0.19,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.53,0.0,0.04,0.07,16
4x9j0x,0.0,0.0,0.18,0.0,0.0,0.11,0.0,0.12,0.0,0.0,0.0,0.0,0.21,0.0,0.04,0.0,0.12,0.22,0.0,0.0,17
4xa6hi,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.11,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
4xdgon,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.0,0.0,0.0,14
4xe4om,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.55,0.0,0.0,0.05,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.14,8
4xehsg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.3,0.0,0.0,0.09,0.0,0.43,0.0,0.0,0.0,16
4xergp,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,8
4xf1n2,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.05,0.0,0.0,0.77,0.0,0.0,0.09,0.0,0.0,0.0,0.0,12
4xhf47,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.45,0.0,0.15,0.0,0.0,0.0,0.0,0.06,0.05,0.0,10
4xifq8,0.0,0.1,0.0,0.0,0.06,0.24,0.0,0.01,0.0,0.03,0.0,0.16,0.0,0.0,0.08,0.02,0.0,0.09,0.11,0.1,5
4xjd1o,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.69,19
4xl1kk,0.07,0.0,0.0,0.0,0.14,0.17,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.1,0.13,0.0,0.0,0.0,0.0,0.06,8
4xlmxy,0.0,0.03,0.07,0.02,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.24,0.14,0.0,0.0,0.02,0.0,0.3,0.0,0.08,17
4xlvye,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.86,0.01,0.01,0.01,0.01,0.01,0.01,0.01,12
4xm45b,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.23,0.16,0.0,0.0,0.12,0.13,0.0,0.0,0.02,0.0,0.14,0.14,0.0,7
4xmi4j,0.07,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.54,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,8
4xn5gj,0.0,0.0,0.0,0.0,0.0,0.21,0.12,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.0,0.0,16
4xo095,0.0,0.07,0.07,0.06,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12
4xssqy,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.33,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.38,0.0,0.0,17
4xt0yq,0.0,0.0,0.0,0.0,0.27,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,5
4xt9bj,0.0,0.0,0.0,0.0,0.14,0.34,0.0,0.0,0.2,0.03,0.0,0.15,0.0,0.0,0.08,0.04,0.0,0.0,0.0,0.0,5
4xu7vm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.48,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,10
4xuy5o,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.25,11
4xvkp2,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.33,0.0,0.0,0.0,0.0,0.19,0.15,0.0,0.0,0.19,0.0,0.0,8
4xvwlp,0.0,0.0,0.17,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.0,0.09,0.09,0.0,0.0,13
4xwchf,0.0,0.25,0.0,0.03,0.0,0.0,0.0,0.0,0.49,0.05,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,8
4xwggw,0.02,0.0,0.0,0.0,0.0,0.16,0.11,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.01,0.48,0.03,0.02,0.0,16
4xy7gg,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.33,0.0,0.38,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4xyfc5,0.0,0.0,0.06,0.0,0.0,0.12,0.0,0.0,0.1,0.11,0.0,0.24,0.01,0.04,0.11,0.0,0.16,0.0,0.05,0.0,11
4y11cq,0.18,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.2,0.0,15
4y21lj,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.15,0.1,17
4y2ki9,0.0,0.0,0.0,0.06,0.0,0.39,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.39,0.0,0.0,0.0,5
4y3wdv,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.2,0.0,0.24,0.24,0.0,0.0,0.0,0.0,0.02,0.0,0.12,0.0,10
4y4bku,0.0,0.06,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.37,0.04,0.3,0.09,0.0,0.0,14
4y5ry4,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.37,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.16,8
4y5yyo,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.52,0.03,0.03,0.03,0.03,15
4y6uav,0.0,0.0,0.0,0.0,0.07,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.24,5
4y7fkg,0.0,0.08,0.13,0.03,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.0,0.0,0.0,16
4y7h8s,0.08,0.0,0.0,0.0,0.17,0.0,0.0,0.06,0.43,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
4y7ll7,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.11,0.42,0.0,0.14,0.0,0.0,0.0,0.0,0.14,12
4y8oim,0.12,0.0,0.06,0.0,0.0,0.0,0.67,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.03,0.05,0.0,0.0,0.0,6
4y984n,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54,0.08,0.0,0.3,16
4y9f4o,0.04,0.0,0.0,0.0,0.04,0.0,0.1,0.14,0.0,0.0,0.0,0.33,0.0,0.11,0.0,0.0,0.21,0.02,0.0,0.0,11
4yd2wi,0.01,0.01,0.0,0.0,0.04,0.0,0.03,0.03,0.06,0.01,0.02,0.31,0.07,0.02,0.13,0.0,0.11,0.06,0.04,0.03,11
4yd7vj,0.0,0.0,0.09,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.06,0.0,0.25,0.04,0.26,0.0,0.0,0.0,11
4ydju2,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,11
4yeyjp,0.0,0.17,0.0,0.0,0.0,0.0,0.04,0.07,0.0,0.0,0.0,0.0,0.06,0.13,0.1,0.0,0.05,0.02,0.0,0.35,19
4yfoww,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.04,0.37,0.0,0.0,0.0,0.0,0.0,0.07,0.25,0.09,0.0,0.05,0.0,8
4ygse3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.67,0.0,0.03,0.0,0.0,0.0,0.0,0.07,0.0,11
4yhmjr,0.02,0.01,0.0,0.0,0.0,0.17,0.08,0.17,0.0,0.0,0.08,0.23,0.11,0.0,0.07,0.0,0.03,0.0,0.03,0.0,11
4yho4k,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.16,0.0,0.18,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.13,11
4yjvbr,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.05,0.28,0.0,0.0,0.14,0.0,0.08,0.0,0.0,0.13,0.0,0.04,0.11,8
4yk0qq,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.37,0.03,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,11
4yk1nr,0.05,0.0,0.0,0.02,0.1,0.0,0.08,0.06,0.0,0.0,0.09,0.3,0.0,0.12,0.0,0.0,0.0,0.17,0.0,0.0,11
4ym2dc,0.18,0.0,0.0,0.0,0.0,0.14,0.03,0.0,0.0,0.03,0.0,0.08,0.0,0.0,0.0,0.0,0.47,0.0,0.07,0.0,16
4ymp5c,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.12,0.33,0.0,0.0,0.0,0.13,0.0,0.1,0.0,0.0,0.14,0.02,0.07,8
4ymzto,0.06,0.27,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.19,0.0,6
4yqysx,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.45,0.37,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,10
4yriyz,0.15,0.0,0.0,0.0,0.0,0.15,0.0,0.07,0.22,0.0,0.07,0.22,0.0,0.05,0.0,0.0,0.0,0.02,0.05,0.0,8
4yt4sx,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.35,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.52,19
4yva5w,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.86,19
4yvax6,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.03,0.26,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.36,0.0,0.0,17
4yvk3j,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.12,0.4,0.0,0.0,0.13,16
4yvwmx,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.05,0.0,0.02,0.0,0.58,0.0,0.1,0.0,0.0,0.04,0.0,0.02,0.12,11
4ywpu9,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.61,0.0,0.06,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,8
4yy3fs,0.0,0.0,0.0,0.0,0.0,0.11,0.06,0.14,0.13,0.0,0.0,0.2,0.09,0.01,0.1,0.0,0.0,0.03,0.0,0.12,11
4z063d,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.25,0.06,0.0,0.0,0.0,0.36,19
4z0ziu,0.0,0.06,0.0,0.0,0.0,0.2,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.03,0.18,0.0,0.0,0.23,0.06,0.0,17
4z2go0,0.02,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.05,0.37,0.0,0.1,0.0,0.0,0.0,0.13,0.02,0.08,11
4z2lbe,0.0,0.0,0.07,0.0,0.0,0.06,0.09,0.23,0.1,0.01,0.0,0.15,0.0,0.07,0.02,0.0,0.09,0.0,0.0,0.09,7
4z2xu9,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.34,0.0,0.18,17
4z3f4d,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.17,0.0,0.07,0.2,0.0,0.02,0.0,0.0,0.46,0.0,0.01,0.0,16
4z3kh6,0.0,0.0,0.0,0.0,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.0,0.0,0.18,0.0,0.0,4
4z6znp,0.04,0.02,0.09,0.04,0.0,0.0,0.0,0.0,0.07,0.03,0.0,0.0,0.0,0.05,0.06,0.0,0.6,0.0,0.0,0.0,16
4z7rpj,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.1,0.11,0.1,0.27,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,14
4z82fw,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.62,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,11
4z89v2,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.27,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
4z8byo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,11
4z8gxh,0.0,0.0,0.07,0.0,0.0,0.13,0.1,0.0,0.0,0.0,0.0,0.42,0.04,0.15,0.0,0.0,0.0,0.0,0.1,0.0,11
4z8wvs,0.02,0.02,0.07,0.0,0.0,0.23,0.0,0.0,0.18,0.0,0.0,0.2,0.0,0.06,0.0,0.0,0.1,0.0,0.13,0.0,5
4za64i,0.0,0.01,0.0,0.0,0.0,0.04,0.14,0.05,0.0,0.0,0.0,0.41,0.06,0.0,0.0,0.0,0.24,0.06,0.0,0.0,11
4za9x0,0.0,0.0,0.13,0.0,0.0,0.23,0.0,0.08,0.12,0.0,0.0,0.33,0.08,0.0,0.0,0.0,0.0,0.0,0.03,0.0,11
4zfazt,0.0,0.0,0.0,0.03,0.0,0.0,0.06,0.2,0.27,0.09,0.09,0.13,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,8
4zgqz4,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.07,0.0,0.0,0.29,0.0,0.0,0.15,0.0,0.0,0.0,0.25,0.07,11
4zgtic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.21,0.0,0.0,0.0,0.0,0.23,12
4zims7,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.13,0.0,0.23,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6
4zk9t4,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.28,0.0,0.0,0.0,0.0,0.07,0.0,11
4zns1v,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.07,0.0,0.0,0.12,0.22,0.06,0.14,0.0,0.0,0.21,0.0,0.0,0.0,11
4zntq0,0.0,0.0,0.09,0.07,0.0,0.0,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6
4zr05w,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.11,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
4zsa52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.9,0.0,0.0,0.0,16
4zsoqp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.05,0.63,0.04,0.06,0.0,0.05,0.02,0.0,0.0,12
4ztonx,0.11,0.0,0.0,0.0,0.15,0.11,0.0,0.0,0.1,0.04,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.17,0.0,0.19,19
4zw4b8,0.0,0.0,0.0,0.04,0.0,0.33,0.0,0.01,0.23,0.0,0.0,0.06,0.0,0.06,0.0,0.0,0.0,0.0,0.25,0.0,5
4zwwbw,0.08,0.0,0.06,0.0,0.0,0.0,0.28,0.09,0.19,0.09,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,6
4zymba,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.6,0.0,0.04,0.0,0.02,0.0,0.0,0.0,0.0,11
500mog,0.0,0.0,0.16,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.35,0.23,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,10
501qdn,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.81,0.0,0.03,0.0,0.03,0.0,0.0,0.1,0.0,11
503du1,0.0,0.0,0.0,0.0,0.09,0.43,0.22,0.0,0.0,0.0,0.04,0.11,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.05,5
505y5m,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.09,0.23,0.0,0.0,0.22,0.0,0.0,0.3,0.0,0.07,0.0,0.03,0.0,14
507527,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.05,0.0,0.0,0.0,0.0,0.48,0.02,0.0,0.0,0.0,0.28,14
507qdy,0.0,0.0,0.08,0.0,0.11,0.39,0.0,0.03,0.1,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.16,0.0,0.02,0.07,5
5087rm,0.0,0.0,0.0,0.0,0.05,0.42,0.0,0.0,0.18,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.05,0.0,0.16,0.0,5
508tbv,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.12,0.06,0.06,0.0,0.0,0.34,0.02,0.0,0.0,0.0,0.0,0.0,0.15,12
508tld,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.0,0.0,0.04,0.44,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,11
50a6aa,0.0,0.0,0.0,0.05,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.18,13
50d4ya,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.37,0.15,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
50er8u,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.37,0.14,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,8
50ow7a,0.01,0.0,0.07,0.0,0.0,0.11,0.0,0.2,0.06,0.0,0.0,0.28,0.23,0.0,0.0,0.03,0.0,0.0,0.0,0.0,11
50oxhm,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.49,19
50p2d1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.03,0.04,0.0,0.74,0.0,0.0,0.0,16
50r4fi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.64,0.0,0.0,0.0,0.1,0.0,14
50s14l,0.07,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.03,0.0,0.35,0.0,0.06,0.0,0.0,0.2,0.0,0.0,0.16,11
50s56d,0.0,0.0,0.1,0.0,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.13,0.27,0.0,0.0,5
50tc2y,0.01,0.01,0.01,0.01,0.01,0.01,0.48,0.01,0.01,0.2,0.21,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,6
50u71m,0.0,0.0,0.05,0.0,0.0,0.28,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.1,0.03,0.0,0.0,0.04,0.0,0.37,19
50ua3z,0.12,0.01,0.36,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.4,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,11
50wldb,0.08,0.0,0.0,0.0,0.04,0.34,0.04,0.09,0.17,0.0,0.0,0.14,0.0,0.0,0.04,0.04,0.0,0.02,0.0,0.0,5
50yrop,0.01,0.0,0.0,0.03,0.03,0.0,0.0,0.09,0.06,0.04,0.05,0.22,0.0,0.0,0.17,0.03,0.08,0.0,0.0,0.17,11
510aic,0.0,0.0,0.0,0.16,0.29,0.39,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
510wbf,0.0,0.16,0.0,0.0,0.0,0.44,0.0,0.06,0.0,0.0,0.03,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,5
5111mp,0.1,0.0,0.1,0.0,0.0,0.17,0.0,0.0,0.1,0.03,0.23,0.21,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
511860,0.0,0.03,0.0,0.0,0.03,0.23,0.07,0.1,0.0,0.0,0.04,0.08,0.09,0.15,0.03,0.03,0.13,0.0,0.0,0.0,5
512hjw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.36,0.0,0.16,17
5134cd,0.0,0.0,0.0,0.0,0.0,0.25,0.15,0.09,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.13,0.25,5
513q1f,0.0,0.09,0.06,0.0,0.0,0.14,0.14,0.05,0.03,0.02,0.0,0.22,0.0,0.12,0.0,0.0,0.07,0.0,0.06,0.0,11
516rak,0.0,0.12,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.47,19
51b0ub,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.13,0.0,0.0,0.15,0.0,0.14,0.08,0.0,0.03,0.26,0.0,0.09,17
51cti3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.53,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.07,8
51eyi6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.25,0.0,0.0,0.13,0.0,0.0,0.2,0.0,0.36,19
51g0tu,0.0,0.0,0.0,0.0,0.0,0.09,0.41,0.05,0.0,0.06,0.14,0.11,0.0,0.09,0.0,0.0,0.0,0.05,0.0,0.0,6
51g2zb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.28,0.39,0.0,0.0,0.0,0.24,15
51g36k,0.0,0.0,0.0,0.03,0.03,0.1,0.16,0.02,0.0,0.0,0.03,0.34,0.05,0.15,0.11,0.0,0.0,0.0,0.0,0.0,11
51gguu,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.23,0.0,0.12,0.0,0.0,0.3,0.07,0.0,0.1,16
51hfas,0.05,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.18,0.45,0.0,0.21,0.0,0.0,0.0,0.08,0.0,12
51j0gh,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.17,0.31,0.0,18
51jep7,0.06,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.5,0.0,0.21,0.0,0.0,0.15,0.0,0.04,12
51jnge,0.01,0.01,0.01,0.21,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.44,0.01,0.25,0.01,0.01,15
51l9bl,0.0,0.0,0.07,0.0,0.0,0.25,0.06,0.0,0.0,0.0,0.0,0.16,0.06,0.0,0.0,0.0,0.0,0.15,0.24,0.0,5
51l9o9,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.04,0.0,0.0,0.01,0.42,0.13,0.06,0.05,0.0,0.0,0.23,0.0,0.0,11
51litm,0.0,0.0,0.08,0.03,0.0,0.0,0.08,0.11,0.0,0.0,0.19,0.32,0.09,0.07,0.0,0.02,0.0,0.0,0.0,0.0,11
51p605,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.68,0.02,0.02,0.02,0.02,0.02,0.02,0.02,12
51qpsm,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64,0.0,0.0,0.0,0.0,0.0,14
51qzhl,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.0,16
51r6dh,0.0,0.16,0.0,0.1,0.0,0.49,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
51skq5,0.0,0.0,0.06,0.04,0.03,0.15,0.29,0.03,0.0,0.0,0.1,0.17,0.08,0.0,0.0,0.0,0.0,0.05,0.0,0.0,6
51so4d,0.02,0.0,0.04,0.0,0.0,0.14,0.07,0.05,0.0,0.0,0.0,0.37,0.0,0.11,0.0,0.02,0.05,0.02,0.11,0.0,11
51tgnb,0.03,0.0,0.0,0.0,0.0,0.0,0.71,0.0,0.0,0.0,0.08,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6
51u1nw,0.0,0.0,0.0,0.1,0.0,0.34,0.3,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
51vfdv,0.0,0.0,0.13,0.0,0.0,0.14,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.27,19
51vnz4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,8
51x83m,0.0,0.0,0.0,0.0,0.02,0.05,0.1,0.12,0.12,0.0,0.0,0.04,0.19,0.03,0.07,0.01,0.0,0.15,0.1,0.0,12
51z8qk,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
52bwqy,0.16,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.0,17
52ch8u,0.03,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.08,0.0,0.54,0.0,0.0,0.14,16
