,t0 taking,t1 feel,t2 pain,t3 hair,t4 hair,t5 doctor,t6 diet,t7 doctor,t8 day,t9 weight,t10 control,t11 pregnant,t12 level,t13 metformin,t14 help,dominant_topic
6008b9,0.0,0.0,0.0,0.04,0.0,0.0,0.19,0.0,0.0,0.0,0.1,0.0,0.28,0.0,0.36,14
600n8c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.08,0.0,0.0,0.76,14
600srd,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.61,0.0,0.0,0.08,11
601dh5,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.36,0.0,13
605i7d,0.0,0.33,0.0,0.0,0.0,0.14,0.12,0.0,0.0,0.14,0.1,0.07,0.0,0.0,0.09,1
6091tc,0.01,0.01,0.5,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.41,2
609424,0.07,0.16,0.0,0.0,0.36,0.0,0.04,0.0,0.19,0.12,0.0,0.0,0.0,0.0,0.06,4
60ak2y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.48,0.0,0.0,0.0,0.0,0.31,9
60cglr,0.04,0.25,0.0,0.02,0.0,0.22,0.0,0.0,0.18,0.02,0.0,0.0,0.08,0.0,0.19,1
60cpg5,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,3
60cyj3,0.02,0.02,0.32,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.39,14
60czt2,0.0,0.0,0.0,0.0,0.17,0.24,0.0,0.03,0.0,0.0,0.02,0.0,0.18,0.26,0.08,13
60drzo,0.19,0.17,0.0,0.19,0.0,0.0,0.0,0.0,0.19,0.11,0.12,0.0,0.02,0.0,0.0,0
60eevv,0.0,0.0,0.37,0.0,0.0,0.26,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
60g0t2,0.03,0.11,0.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
60gs54,0.0,0.08,0.0,0.0,0.43,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,4
60jay2,0.0,0.11,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.07,0.05,0.33,0.0,0.25,0.0,11
60ki98,0.0,0.13,0.0,0.0,0.0,0.08,0.0,0.41,0.0,0.0,0.1,0.27,0.0,0.0,0.0,7
60mryy,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.28,0.0,0.5,14
60n9zh,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.29,6
60o7xl,0.02,0.02,0.02,0.02,0.02,0.36,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.36,5
60pis2,0.0,0.46,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,1
60pjfl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.18,0.03,0.0,0.43,14
60qaow,0.0,0.0,0.0,0.16,0.0,0.0,0.52,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.2,6
60qcad,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.69,0.01,0.01,0.01,0.24,0.01,0.01,0.01,7
60rhbs,0.0,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,5
60t53c,0.0,0.0,0.07,0.11,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,4
60tom1,0.01,0.01,0.01,0.01,0.01,0.11,0.01,0.01,0.01,0.01,0.01,0.34,0.01,0.01,0.48,14
60wkt4,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46,0.13,0.1,0.18,0.0,10
60wp16,0.01,0.01,0.01,0.01,0.01,0.01,0.61,0.01,0.01,0.21,0.01,0.01,0.01,0.01,0.01,6
60wrtz,0.06,0.0,0.0,0.13,0.09,0.0,0.21,0.2,0.0,0.07,0.0,0.0,0.0,0.0,0.24,14
60wwgd,0.0,0.17,0.0,0.0,0.04,0.0,0.18,0.22,0.0,0.2,0.09,0.0,0.0,0.1,0.0,7
60y3du,0.0,0.77,0.0,0.0,0.0,0.12,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.04,0.0,1
60y6cg,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.67,0.0,0.0,0.0,0.05,0.03,0.0,8
60zbjl,0.0,0.15,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.1,0.02,0.02,0.24,0.0,0.02,5
6109kq,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.18,0.09,0.0,0.0,0.0,0.0,0.55,0.0,13
611jsh,0.04,0.1,0.0,0.07,0.0,0.24,0.0,0.0,0.32,0.0,0.07,0.0,0.0,0.0,0.14,8
612ke0,0.0,0.0,0.0,0.12,0.0,0.0,0.2,0.0,0.0,0.37,0.0,0.0,0.07,0.14,0.08,9
612ybx,0.0,0.47,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.16,1
613iia,0.0,0.19,0.0,0.0,0.0,0.53,0.12,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,5
613kfj,0.0,0.0,0.0,0.0,0.0,0.11,0.08,0.29,0.31,0.08,0.0,0.0,0.0,0.0,0.11,8
614v0g,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.27,0.64,14
615sus,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.0,6
615xrd,0.0,0.63,0.0,0.0,0.07,0.2,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.06,0.0,1
616ail,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.32,0.0,0.0,0.22,0.11,10
61b0xu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.09,0.0,0.3,0.0,0.45,14
61df1r,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.18,0.0,0.0,0.22,0.0,0.0,0.1,0.22,5
61dxba,0.2,0.0,0.08,0.23,0.0,0.0,0.28,0.09,0.0,0.0,0.02,0.0,0.0,0.08,0.0,6
61gocf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.13,0.17,0.35,0.0,0.0,0.06,0.0,10
61hobp,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.25,0.2,0.12,0.12,0.0,0.15,9
61hujc,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.84,14
61ielf,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.22,6
61jmkz,0.0,0.22,0.0,0.0,0.23,0.0,0.0,0.31,0.14,0.0,0.0,0.08,0.0,0.0,0.0,7
61jxkc,0.0,0.0,0.0,0.05,0.0,0.54,0.0,0.0,0.0,0.06,0.14,0.18,0.0,0.0,0.0,5
61kv8m,0.0,0.17,0.0,0.21,0.0,0.48,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,5
61l5za,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.37,0.0,0.23,0.08,0.17,10
61m8gr,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.47,0.0,0.16,0.0,0.1,0.0,0.0,0.0,7
61mtgi,0.0,0.15,0.0,0.12,0.24,0.0,0.0,0.0,0.14,0.26,0.08,0.0,0.0,0.0,0.0,9
61mtyl,0.0,0.21,0.04,0.0,0.0,0.0,0.69,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,6
61pjw9,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.22,0.0,0.2,0.0,0.0,7
61ru3m,0.08,0.0,0.0,0.0,0.0,0.39,0.0,0.0,0.19,0.16,0.0,0.1,0.0,0.07,0.0,5
61rve5,0.0,0.0,0.0,0.0,0.11,0.0,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46,14
61sxzz,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.11,0.6,0.0,0.19,0.0,0.0,0.0,0.0,8
61tfy1,0.0,0.12,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,14
61tu1x,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.11,0.07,0.0,0.0,0.0,0.04,0.0,0.0,2
61u658,0.0,0.1,0.0,0.09,0.0,0.28,0.0,0.0,0.0,0.05,0.0,0.11,0.37,0.0,0.0,12
61umm6,0.04,0.09,0.0,0.14,0.19,0.0,0.36,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6
61w409,0.1,0.22,0.22,0.0,0.0,0.0,0.0,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0.0,8
61wt9m,0.0,0.0,0.0,0.0,0.66,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.21,4
61xm5n,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.16,2
61zapy,0.0,0.0,0.0,0.0,0.05,0.41,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.47,14
61zesm,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.8,0.01,0.01,0.14,0.01,10
620axb,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,4
621726,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.6,0.0,0.0,0.0,0.0,10
6218bc,0.0,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.13,2
621xq2,0.0,0.0,0.0,0.0,0.0,0.79,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.06,0.0,5
623fx7,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.09,0.09,0.39,0.03,0.0,0.05,0.21,10
623jnh,0.0,0.0,0.0,0.0,0.15,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,6
623l7x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.2,0.46,0.06,0.12,0.04,0.06,10
6267gy,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.0,0.32,0.0,0.0,0.0,8
627kak,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.56,0.15,13
627lpn,0.07,0.14,0.0,0.05,0.0,0.0,0.17,0.0,0.0,0.06,0.0,0.0,0.04,0.2,0.27,14
627m9m,0.0,0.0,0.07,0.02,0.0,0.56,0.0,0.29,0.0,0.03,0.02,0.0,0.0,0.0,0.0,5
6297bh,0.0,0.44,0.06,0.27,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
62ahwe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69,0.0,0.27,12
62ai6h,0.01,0.58,0.01,0.01,0.01,0.01,0.16,0.01,0.01,0.01,0.01,0.16,0.01,0.01,0.01,1
62anef,0.04,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.06,0.0,0.0,0.25,0.32,0.1,13
62aony,0.04,0.0,0.0,0.0,0.47,0.0,0.1,0.0,0.0,0.08,0.0,0.11,0.11,0.03,0.05,4
62e881,0.0,0.0,0.0,0.0,0.0,0.0,0.53,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.28,6
62ezir,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.08,0.83,0.0,0.0,0.0,0.0,0.0,0.0,8
62fala,0.0,0.0,0.0,0.05,0.22,0.0,0.0,0.21,0.0,0.0,0.33,0.0,0.0,0.18,0.0,10
62fd6a,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.19,0.31,0.0,0.0,0.17,0.0,10
62fj7q,0.08,0.38,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.24,0.05,0.0,0.0,0.0,0.07,1
62fv8m,0.01,0.01,0.01,0.01,0.01,0.52,0.01,0.01,0.01,0.01,0.33,0.01,0.01,0.01,0.01,5
62fws5,0.01,0.44,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.45,14
62gp17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.0,0.28,0.0,0.0,0.0,8
62h5a5,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.52,0.0,0.12,0.1,0.0,0.08,0.0,8
62h85r,0.0,0.0,0.0,0.0,0.0,0.12,0.33,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.29,6
62t6fo,0.0,0.0,0.0,0.17,0.11,0.0,0.02,0.11,0.0,0.0,0.15,0.0,0.14,0.23,0.06,13
62t92n,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0,2
62v086,0.0,0.36,0.24,0.0,0.12,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.04,0.0,0.14,1
62vtob,0.0,0.0,0.0,0.0,0.15,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.0,12
62vvp5,0.09,0.0,0.0,0.0,0.0,0.14,0.17,0.2,0.0,0.22,0.0,0.16,0.0,0.0,0.0,9
62xhhd,0.0,0.07,0.0,0.39,0.0,0.13,0.0,0.0,0.0,0.0,0.18,0.0,0.11,0.07,0.05,3
62ya99,0.0,0.17,0.0,0.0,0.03,0.0,0.36,0.0,0.0,0.06,0.34,0.0,0.03,0.0,0.0,6
62ybne,0.06,0.14,0.0,0.09,0.12,0.0,0.34,0.0,0.0,0.05,0.09,0.12,0.0,0.0,0.0,6
62yv6l,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.27,0.05,0.05,0.14,7
62znz6,0.0,0.0,0.0,0.22,0.25,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,8
630avn,0.04,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.2,0.18,0.0,0.0,0.0,0.2,0.0,6
630r3n,0.0,0.0,0.0,0.46,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
631iz6,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.91,0.01,13
631nco,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.7,14
6328t3,0.05,0.0,0.0,0.0,0.0,0.37,0.11,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.03,12
632wg9,0.03,0.0,0.21,0.07,0.0,0.48,0.13,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,5
635xds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.46,0.0,0.0,0.0,0.0,8
636vcp,0.07,0.08,0.0,0.0,0.0,0.0,0.14,0.0,0.12,0.08,0.14,0.0,0.07,0.0,0.28,14
637erq,0.01,0.22,0.1,0.07,0.04,0.11,0.0,0.16,0.0,0.11,0.09,0.06,0.03,0.0,0.0,1
639mly,0.0,0.0,0.47,0.0,0.0,0.4,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,2
63b2pc,0.02,0.19,0.0,0.04,0.0,0.24,0.04,0.06,0.0,0.07,0.15,0.03,0.08,0.0,0.08,5
63cq7e,0.03,0.09,0.35,0.0,0.0,0.06,0.0,0.31,0.0,0.0,0.16,0.0,0.0,0.0,0.0,2
63d0vg,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.28,0.0,0.0,0.0,0.0,1
63d0zi,0.0,0.41,0.0,0.0,0.0,0.0,0.42,0.0,0.0,0.1,0.0,0.0,0.0,0.05,0.0,6
63e19k,0.03,0.33,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.35,14
63ey64,0.0,0.17,0.59,0.0,0.02,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,2
63f2ll,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.2,0.0,0.51,14
63h4pw,0.0,0.15,0.0,0.31,0.08,0.0,0.0,0.0,0.25,0.0,0.0,0.12,0.0,0.07,0.0,3
63nqhp,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.0,0.2,0.0,0.0,0.4,0.0,0.0,0.0,11
63o0cf,0.0,0.28,0.1,0.0,0.0,0.0,0.12,0.09,0.12,0.0,0.0,0.0,0.06,0.0,0.23,1
63o9yy,0.0,0.11,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.06,0.11,0.0,0.0,0.0,5
63p49q,0.01,0.01,0.01,0.01,0.21,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.36,0.01,0.34,12
63p4sw,0.0,0.0,0.16,0.25,0.0,0.0,0.0,0.0,0.17,0.17,0.0,0.22,0.0,0.0,0.0,3
63pkas,0.26,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.0,8
63pmio,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.25,0.31,0.0,0.05,0.0,0.05,0.12,9
63qc9y,0.1,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.11,0.24,0.0,0.0,0.0,0.0,8
63qgzr,0.06,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.4,0.09,0.0,0.0,0.0,0.0,0.24,8
63rx73,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.23,0.0,0.39,0.0,0.0,0.0,0.17,0.07,9
63samv,0.0,0.34,0.0,0.0,0.03,0.16,0.04,0.0,0.07,0.0,0.1,0.19,0.04,0.03,0.0,1
63tm7u,0.0,0.0,0.5,0.0,0.0,0.22,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
63tnxf,0.0,0.12,0.07,0.02,0.0,0.33,0.0,0.17,0.16,0.02,0.08,0.02,0.0,0.0,0.0,5
63vuqg,0.06,0.09,0.0,0.0,0.0,0.25,0.0,0.11,0.0,0.05,0.4,0.0,0.01,0.03,0.0,10
63w0or,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.27,0.07,0.0,0.26,0.0,0.23,0.0,8
63w8z7,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.6,14
63wvdq,0.0,0.12,0.0,0.13,0.19,0.29,0.0,0.25,0.0,0.01,0.0,0.0,0.0,0.0,0.0,5
63x0n1,0.0,0.0,0.0,0.11,0.31,0.0,0.0,0.0,0.0,0.23,0.0,0.25,0.08,0.0,0.0,4
63xq96,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.38,14
63ycb0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.16,0.0,0.0,0.46,0.0,13
63ywin,0.0,0.08,0.0,0.0,0.0,0.0,0.27,0.0,0.1,0.21,0.11,0.0,0.0,0.08,0.13,6
641b36,0.51,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.41,0.01,0.01,0.01,0.01,0.01,0.01,0
642feb,0.0,0.12,0.0,0.03,0.0,0.0,0.0,0.11,0.05,0.0,0.37,0.12,0.0,0.0,0.2,10
642zdq,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.16,0.0,0.0,0.05,0.22,0.1,0.17,0.0,4
643nop,0.08,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52,0.06,0.2,12
6453lv,0.0,0.14,0.33,0.0,0.0,0.0,0.0,0.42,0.0,0.05,0.0,0.05,0.0,0.0,0.0,7
6466ve,0.0,0.09,0.0,0.0,0.0,0.0,0.08,0.0,0.15,0.16,0.16,0.18,0.1,0.07,0.0,11
648fbm,0.0,0.0,0.0,0.17,0.0,0.54,0.04,0.15,0.09,0.0,0.0,0.0,0.0,0.0,0.0,5
64bgzc,0.13,0.0,0.0,0.48,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.14,3
64bi9g,0.04,0.0,0.39,0.0,0.23,0.1,0.0,0.0,0.0,0.16,0.0,0.07,0.0,0.0,0.0,2
64bqsy,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.18,0.16,10
64dyp7,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.26,2
64fgjc,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.62,0.01,0.01,0.28,0.01,0.01,9
64fnjr,0.08,0.0,0.0,0.0,0.0,0.32,0.05,0.09,0.0,0.03,0.17,0.0,0.03,0.13,0.08,5
64h02w,0.11,0.0,0.0,0.13,0.0,0.0,0.18,0.0,0.0,0.05,0.0,0.06,0.0,0.27,0.19,13
64h0xf,0.05,0.12,0.0,0.27,0.0,0.0,0.27,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.19,3
64hgm2,0.0,0.0,0.08,0.0,0.0,0.07,0.0,0.22,0.46,0.08,0.05,0.03,0.0,0.0,0.0,8
64hwfa,0.01,0.01,0.01,0.01,0.18,0.01,0.2,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.49,14
64i2lx,0.0,0.0,0.49,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,2
64idtw,0.0,0.0,0.0,0.33,0.0,0.0,0.21,0.0,0.0,0.0,0.33,0.0,0.0,0.1,0.0,3
64iiut,0.15,0.0,0.1,0.0,0.04,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.23,0.0,0.12,8
64iuur,0.0,0.0,0.05,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.04,0.12,0.0,0.0,0.28,5
64kh4q,0.0,0.0,0.0,0.14,0.0,0.68,0.0,0.0,0.0,0.0,0.11,0.0,0.04,0.0,0.0,5
64l3n7,0.0,0.04,0.0,0.15,0.0,0.02,0.0,0.49,0.0,0.0,0.02,0.01,0.0,0.22,0.04,7
64mkto,0.0,0.09,0.0,0.1,0.0,0.4,0.0,0.0,0.0,0.02,0.23,0.03,0.12,0.0,0.0,5
64nkvl,0.0,0.42,0.0,0.0,0.04,0.08,0.0,0.21,0.0,0.04,0.0,0.0,0.0,0.0,0.21,1
64o3ca,0.0,0.0,0.0,0.28,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,5
64ofus,0.0,0.0,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
64ohh6,0.0,0.0,0.0,0.51,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.24,3
64opfm,0.3,0.0,0.46,0.0,0.0,0.0,0.0,0.19,0.0,0.03,0.0,0.0,0.0,0.0,0.0,2
64p2lz,0.0,0.0,0.0,0.26,0.12,0.12,0.0,0.28,0.0,0.0,0.16,0.0,0.0,0.05,0.0,7
64q44w,0.3,0.07,0.0,0.0,0.0,0.07,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.25,0
64ryo4,0.0,0.13,0.0,0.14,0.19,0.14,0.0,0.07,0.1,0.04,0.0,0.0,0.0,0.03,0.15,4
64s1w4,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.09,0.75,14
64vomo,0.0,0.19,0.0,0.0,0.07,0.09,0.03,0.12,0.0,0.04,0.34,0.0,0.0,0.0,0.12,10
64wec3,0.05,0.17,0.04,0.0,0.03,0.0,0.0,0.11,0.25,0.03,0.16,0.02,0.0,0.14,0.0,8
64wo2l,0.09,0.0,0.0,0.0,0.04,0.0,0.35,0.11,0.0,0.0,0.0,0.0,0.33,0.0,0.06,6
64ydbz,0.01,0.01,0.01,0.01,0.01,0.01,0.48,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.41,6
64zp46,0.13,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.44,0.25,0.0,0.0,0.0,0.0,0.0,8
650xqi,0.02,0.12,0.0,0.0,0.0,0.07,0.56,0.0,0.0,0.02,0.0,0.0,0.15,0.0,0.06,6
651g2i,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.27,0.09,0.0,0.29,0.0,0.0,0.0,2
653v3b,0.22,0.0,0.0,0.05,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.22,0.28,14
654l01,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,2
655eit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56,0.0,0.0,0.41,11
655wi7,0.0,0.0,0.66,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.05,0.0,2
658gfr,0.0,0.23,0.0,0.0,0.0,0.0,0.46,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.22,6
658jv5,0.0,0.0,0.0,0.42,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,4
658oyl,0.08,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.2,0.0,0.0,0.0,0.21,0.18,6
659doo,0.29,0.0,0.24,0.0,0.05,0.0,0.05,0.3,0.0,0.0,0.0,0.0,0.07,0.0,0.0,7
65f7kx,0.0,0.0,0.06,0.0,0.14,0.0,0.0,0.0,0.25,0.0,0.0,0.42,0.1,0.0,0.0,11
65glau,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.12,0.0,0.03,0.1,0.0,0.0,0.07,0.07,5
65hl6d,0.0,0.04,0.0,0.0,0.06,0.0,0.0,0.29,0.53,0.0,0.0,0.0,0.0,0.07,0.0,8
65j5t5,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.4,1
65j9i7,0.21,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.14,0.01,0.56,14
65jmtv,0.0,0.0,0.0,0.07,0.0,0.15,0.18,0.0,0.0,0.09,0.0,0.0,0.0,0.09,0.41,14
65kud9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.54,0.0,0.0,0.0,0.0,0.0,0.11,8
65olu0,0.0,0.25,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.25,0.21,0.0,0.0,0.0,5
65pcqf,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.18,0.08,0.42,0.0,0.0,0.0,0.27,10
65qkdn,0.0,0.2,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,4
65s4zv,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.15,0.14,0.3,0.13,0.0,0.0,0.0,0.09,9
