,t0 stomach,t1 weight,t2 pain,t3 control,t4 hair,t5 normal,t6 insulin,t7 doctor,t8 day,t9 diet,dominant_topic
zt05u,0.0,0.0,0.0,0.0,0.0,0.31,0.05,0.63,0.0,0.0,7
ztqhd,0.0,0.07,0.27,0.32,0.0,0.0,0.0,0.21,0.11,0.03,3
zz5g4,0.0,0.54,0.07,0.0,0.0,0.06,0.26,0.0,0.0,0.05,1
zzqi1,0.01,0.36,0.0,0.33,0.14,0.15,0.0,0.0,0.0,0.0,1
zzstk,0.01,0.91,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1
102gok,0.0,0.11,0.19,0.2,0.07,0.12,0.0,0.2,0.1,0.0,3
102h1y,0.0,0.11,0.19,0.22,0.07,0.12,0.0,0.2,0.09,0.0,3
103o4t,0.02,0.02,0.17,0.02,0.02,0.02,0.69,0.02,0.02,0.02,6
103sd2,0.0,0.0,0.28,0.14,0.09,0.0,0.0,0.47,0.0,0.0,7
105uv0,0.0,0.0,0.0,0.71,0.0,0.19,0.0,0.0,0.09,0.0,3
107sri,0.0,0.0,0.18,0.06,0.0,0.0,0.21,0.53,0.0,0.0,7
108r91,0.0,0.0,0.36,0.16,0.02,0.02,0.0,0.44,0.0,0.0,7
109adb,0.0,0.16,0.35,0.13,0.0,0.0,0.0,0.35,0.0,0.0,2
109k2e,0.05,0.39,0.06,0.0,0.48,0.0,0.02,0.0,0.0,0.0,4
109vgy,0.01,0.01,0.94,0.01,0.01,0.01,0.01,0.01,0.01,0.01,2
10e7qa,0.0,0.09,0.02,0.11,0.0,0.0,0.0,0.19,0.58,0.0,8
10gfq9,0.0,0.29,0.0,0.19,0.0,0.25,0.0,0.0,0.26,0.0,1
10gi3g,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.2,0.17,0.41,9
10h6t2,0.0,0.23,0.0,0.19,0.0,0.45,0.0,0.12,0.0,0.0,5
10joqu,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.38,0.0,0.0,6
10kys3,0.0,0.0,0.0,0.68,0.0,0.0,0.24,0.0,0.0,0.06,3
10o7gx,0.01,0.35,0.01,0.47,0.01,0.01,0.01,0.01,0.01,0.14,3
10p2ml,0.01,0.26,0.0,0.1,0.0,0.0,0.0,0.52,0.09,0.02,7
10w5z3,0.03,0.0,0.68,0.0,0.0,0.0,0.11,0.16,0.0,0.0,2
10w82q,0.0,0.49,0.0,0.0,0.0,0.2,0.08,0.12,0.07,0.03,1
10xyy3,0.0,0.11,0.08,0.1,0.02,0.06,0.0,0.45,0.19,0.0,7
10ycbk,0.03,0.31,0.0,0.04,0.0,0.21,0.0,0.0,0.0,0.4,9
1101yt,0.0,0.23,0.0,0.0,0.0,0.0,0.3,0.35,0.0,0.11,7
110a23,0.0,0.0,0.0,0.0,0.0,0.25,0.11,0.43,0.0,0.19,7
110rrl,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.84,0.0,8
111dqv,0.03,0.45,0.0,0.0,0.24,0.0,0.11,0.15,0.0,0.0,1
1129na,0.0,0.0,0.04,0.31,0.0,0.0,0.0,0.13,0.51,0.0,8
112jez,0.02,0.02,0.02,0.02,0.85,0.02,0.02,0.02,0.02,0.02,4
112mxa,0.0,0.55,0.0,0.25,0.03,0.0,0.0,0.0,0.16,0.0,1
113ssh,0.01,0.3,0.01,0.42,0.24,0.01,0.01,0.01,0.01,0.01,3
114muf,0.0,0.1,0.0,0.45,0.11,0.0,0.0,0.33,0.0,0.0,3
115o0v,0.0,0.39,0.0,0.0,0.0,0.0,0.08,0.07,0.0,0.44,9
117dn1,0.0,0.0,0.0,0.0,0.0,0.68,0.0,0.13,0.0,0.18,5
117j89,0.09,0.01,0.01,0.01,0.43,0.01,0.43,0.01,0.01,0.01,4
11a2pn,0.05,0.53,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.18,1
11ct8x,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.28,0.42,0.0,8
11dhy5,0.0,0.0,0.13,0.05,0.0,0.0,0.03,0.78,0.0,0.0,7
11foxu,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.83,0.13,0.01,7
11ij6t,0.0,0.0,0.0,0.11,0.0,0.0,0.04,0.0,0.72,0.11,8
11k0xh,0.02,0.02,0.02,0.38,0.02,0.02,0.46,0.02,0.02,0.02,6
11kjtb,0.07,0.0,0.0,0.8,0.05,0.0,0.06,0.0,0.0,0.0,3
11lvu7,0.0,0.06,0.0,0.0,0.0,0.16,0.0,0.76,0.0,0.0,7
11myda,0.0,0.0,0.0,0.0,0.08,0.05,0.24,0.0,0.61,0.0,8
11oz46,0.01,0.14,0.01,0.38,0.01,0.45,0.01,0.01,0.01,0.01,5
11qo5l,0.0,0.0,0.0,0.76,0.0,0.0,0.15,0.08,0.0,0.0,3
11t3yf,0.12,0.45,0.12,0.0,0.21,0.0,0.0,0.09,0.0,0.0,1
11ucv9,0.04,0.0,0.22,0.04,0.0,0.0,0.28,0.17,0.24,0.0,6
11uf4y,0.0,0.0,0.17,0.08,0.63,0.0,0.0,0.0,0.07,0.04,4
11x102,0.01,0.0,0.34,0.09,0.0,0.0,0.0,0.33,0.22,0.0,2
11x1vm,0.01,0.01,0.01,0.01,0.01,0.01,0.65,0.28,0.01,0.01,6
11zmre,0.05,0.0,0.17,0.36,0.0,0.1,0.16,0.0,0.06,0.09,3
11zt2q,0.0,0.22,0.19,0.09,0.03,0.0,0.13,0.19,0.0,0.14,1
121nj0,0.04,0.73,0.01,0.01,0.09,0.01,0.01,0.01,0.01,0.11,1
121s38,0.01,0.01,0.01,0.01,0.4,0.56,0.01,0.01,0.01,0.01,5
122nvn,0.0,0.0,0.0,0.18,0.0,0.0,0.16,0.19,0.0,0.46,9
122rn1,0.0,0.07,0.0,0.0,0.3,0.25,0.0,0.26,0.1,0.0,4
12axkm,0.0,0.0,0.0,0.0,0.17,0.05,0.23,0.51,0.0,0.03,7
12d4wy,0.0,0.0,0.23,0.2,0.0,0.0,0.0,0.55,0.0,0.0,7
12deks,0.0,0.29,0.37,0.14,0.0,0.0,0.0,0.11,0.07,0.0,2
12i9ew,0.0,0.0,0.46,0.0,0.0,0.06,0.0,0.28,0.2,0.0,2
12lbii,0.01,0.01,0.01,0.48,0.01,0.19,0.01,0.01,0.29,0.01,3
12lbta,0.05,0.0,0.0,0.0,0.48,0.1,0.0,0.23,0.12,0.0,4
12mgxq,0.0,0.69,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,1
12mi21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.4,0.48,9
12mveg,0.0,0.35,0.07,0.02,0.0,0.0,0.07,0.24,0.21,0.04,1
12ptei,0.0,0.0,0.53,0.2,0.0,0.0,0.0,0.0,0.25,0.0,2
12qiqw,0.0,0.0,0.53,0.2,0.0,0.0,0.0,0.0,0.25,0.0,2
12rbed,0.06,0.5,0.0,0.09,0.08,0.0,0.0,0.25,0.0,0.0,1
12sc3y,0.0,0.0,0.56,0.17,0.0,0.0,0.0,0.0,0.26,0.0,2
12wi4c,0.0,0.32,0.0,0.0,0.0,0.0,0.12,0.55,0.0,0.0,7
12winh,0.0,0.17,0.0,0.5,0.0,0.05,0.0,0.2,0.08,0.0,3
12xp37,0.08,0.49,0.0,0.0,0.19,0.0,0.08,0.0,0.0,0.15,1
12xr2x,0.0,0.14,0.0,0.03,0.05,0.51,0.0,0.27,0.0,0.0,5
12ye9o,0.0,0.35,0.0,0.47,0.0,0.07,0.0,0.0,0.0,0.1,3
12yl3b,0.02,0.41,0.0,0.21,0.0,0.0,0.0,0.28,0.0,0.08,1
12yqe2,0.01,0.55,0.01,0.01,0.01,0.01,0.14,0.01,0.01,0.27,1
12z3kz,0.07,0.1,0.0,0.0,0.43,0.07,0.0,0.2,0.12,0.0,4
12zaaj,0.02,0.28,0.02,0.11,0.13,0.0,0.01,0.18,0.12,0.14,1
131lxz,0.0,0.04,0.38,0.0,0.12,0.0,0.0,0.45,0.0,0.0,7
134nut,0.01,0.01,0.01,0.01,0.01,0.33,0.61,0.01,0.01,0.01,6
13512d,0.0,0.0,0.0,0.36,0.46,0.0,0.0,0.0,0.16,0.0,4
137d6e,0.0,0.0,0.11,0.19,0.0,0.0,0.0,0.0,0.68,0.0,8
138sae,0.0,0.0,0.56,0.17,0.0,0.0,0.0,0.0,0.26,0.0,2
139l9s,0.0,0.0,0.0,0.13,0.0,0.54,0.0,0.23,0.08,0.0,5
13aw41,0.0,0.71,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,1
13ceaw,0.41,0.33,0.01,0.01,0.01,0.01,0.01,0.01,0.22,0.01,0
13ckab,0.01,0.17,0.79,0.01,0.01,0.01,0.01,0.01,0.01,0.01,2
13cp1a,0.0,0.21,0.04,0.16,0.0,0.0,0.32,0.0,0.0,0.26,6
13d2uv,0.0,0.56,0.0,0.2,0.0,0.22,0.0,0.0,0.0,0.0,1
13dj4c,0.0,0.22,0.0,0.0,0.6,0.07,0.0,0.11,0.0,0.0,4
13frmi,0.0,0.21,0.0,0.0,0.18,0.0,0.0,0.6,0.0,0.0,7
13hmh8,0.0,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.0,0.0,4
13ibyf,0.0,0.46,0.0,0.45,0.0,0.0,0.06,0.0,0.0,0.0,1
13op54,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.39,0.54,0.0,8
13oyw7,0.0,0.3,0.0,0.0,0.14,0.0,0.0,0.19,0.37,0.0,8
13tk7m,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.55,0.21,0.0,7
13uyy9,0.0,0.29,0.0,0.14,0.18,0.0,0.15,0.0,0.25,0.0,1
13y63u,0.0,0.0,0.0,0.18,0.0,0.2,0.0,0.34,0.28,0.0,7
140d4g,0.0,0.15,0.0,0.0,0.0,0.0,0.23,0.6,0.0,0.0,7
140prd,0.0,0.29,0.11,0.17,0.18,0.0,0.13,0.11,0.0,0.0,1
143jw7,0.0,0.38,0.0,0.13,0.0,0.05,0.0,0.14,0.28,0.02,1
144wtx,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.82,0.0,0.0,7
14693i,0.0,0.0,0.26,0.25,0.0,0.0,0.0,0.36,0.09,0.03,7
147sei,0.02,0.0,0.0,0.04,0.0,0.36,0.07,0.14,0.3,0.08,5
148gp5,0.0,0.57,0.0,0.0,0.1,0.0,0.0,0.3,0.0,0.0,1
148msp,0.05,0.05,0.05,0.05,0.05,0.05,0.55,0.05,0.05,0.05,6
148nb1,0.0,0.17,0.0,0.04,0.16,0.26,0.0,0.18,0.2,0.0,5
148p66,0.04,0.0,0.0,0.0,0.0,0.34,0.0,0.61,0.0,0.0,7
14a1dh,0.01,0.6,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.24,1
14ixyj,0.0,0.5,0.05,0.0,0.0,0.09,0.02,0.22,0.12,0.0,1
14lq0g,0.0,0.0,0.22,0.34,0.25,0.0,0.0,0.0,0.18,0.0,3
14m6ku,0.0,0.0,0.73,0.05,0.0,0.0,0.0,0.22,0.0,0.0,2
14maq2,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.55,9
14nvv5,0.01,0.0,0.39,0.0,0.0,0.0,0.14,0.45,0.0,0.0,7
14puqw,0.02,0.13,0.17,0.0,0.3,0.0,0.0,0.1,0.28,0.0,4
14q0ak,0.01,0.01,0.01,0.01,0.45,0.01,0.51,0.01,0.01,0.01,6
14qah7,0.01,0.01,0.01,0.18,0.3,0.01,0.01,0.01,0.01,0.45,9
14qwbx,0.0,0.18,0.28,0.0,0.0,0.0,0.0,0.0,0.5,0.0,8
14skqh,0.0,0.3,0.13,0.0,0.04,0.14,0.02,0.28,0.07,0.02,1
14v0jw,0.03,0.0,0.0,0.47,0.13,0.0,0.0,0.2,0.05,0.12,3
155ohp,0.0,0.46,0.0,0.16,0.0,0.3,0.07,0.0,0.0,0.0,1
157jq9,0.01,0.58,0.0,0.0,0.08,0.18,0.0,0.11,0.0,0.04,1
15e959,0.0,0.25,0.1,0.0,0.0,0.0,0.14,0.5,0.0,0.0,7
15fv0j,0.01,0.37,0.01,0.36,0.01,0.01,0.01,0.01,0.01,0.24,1
15g3qg,0.01,0.13,0.01,0.01,0.01,0.01,0.81,0.01,0.01,0.01,6
15g8vq,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.77,0.19,0.01,7
15h9uh,0.03,0.03,0.03,0.77,0.03,0.03,0.03,0.03,0.03,0.03,3
15hwih,0.0,0.25,0.17,0.13,0.04,0.0,0.0,0.29,0.1,0.0,7
15j6ua,0.0,0.06,0.0,0.34,0.07,0.53,0.0,0.0,0.0,0.0,5
15jhfc,0.01,0.01,0.01,0.33,0.01,0.01,0.01,0.12,0.51,0.01,8
15l491,0.0,0.0,0.0,0.42,0.42,0.0,0.0,0.04,0.11,0.0,3
15l626,0.01,0.01,0.01,0.01,0.01,0.01,0.45,0.01,0.01,0.47,9
15lf4f,0.0,0.05,0.08,0.0,0.26,0.4,0.03,0.17,0.0,0.0,5
15lyjl,0.0,0.0,0.44,0.0,0.0,0.0,0.0,0.12,0.43,0.0,2
15nl89,0.07,0.45,0.16,0.0,0.0,0.0,0.0,0.32,0.0,0.0,1
15ny0c,0.0,0.14,0.0,0.08,0.33,0.07,0.0,0.37,0.0,0.0,7
1u6z6k,0.04,0.0,0.21,0.54,0.0,0.0,0.14,0.07,0.0,0.0,3
1u7tkf,0.0,0.32,0.0,0.05,0.0,0.19,0.07,0.22,0.08,0.07,1
1u9box,0.0,0.1,0.0,0.56,0.0,0.0,0.0,0.15,0.18,0.0,3
1ucx8y,0.0,0.0,0.0,0.18,0.53,0.0,0.16,0.0,0.0,0.13,4
1uf2lg,0.0,0.0,0.0,0.49,0.23,0.0,0.0,0.0,0.0,0.26,3
1ufh44,0.0,0.0,0.0,0.49,0.0,0.0,0.23,0.05,0.21,0.0,3
1ui7cf,0.0,0.14,0.18,0.28,0.0,0.39,0.0,0.0,0.0,0.0,5
1umc5e,0.0,0.0,0.15,0.0,0.01,0.07,0.67,0.09,0.0,0.01,6
1uoyny,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.63,0.0,0.0,7
1uqj7q,0.0,0.0,0.0,0.11,0.08,0.25,0.0,0.53,0.03,0.0,7
1ur44u,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.53,0.33,8
1uxaju,0.0,0.15,0.24,0.12,0.11,0.0,0.0,0.22,0.16,0.0,2
1uygrn,0.01,0.29,0.01,0.01,0.01,0.01,0.67,0.01,0.01,0.01,6
1v0wuc,0.0,0.29,0.13,0.06,0.2,0.09,0.0,0.0,0.16,0.07,1
1v2bee,0.06,0.61,0.0,0.07,0.0,0.0,0.08,0.0,0.0,0.17,1
1v2y1g,0.03,0.05,0.07,0.0,0.34,0.0,0.0,0.51,0.0,0.0,7
1v9mw8,0.02,0.49,0.0,0.31,0.06,0.12,0.0,0.0,0.0,0.0,1
1vcodf,0.02,0.0,0.14,0.0,0.1,0.0,0.09,0.31,0.35,0.0,8
1vf1l6,0.0,0.31,0.08,0.14,0.0,0.0,0.09,0.19,0.0,0.18,1
1vfdst,0.0,0.5,0.0,0.02,0.22,0.14,0.0,0.11,0.0,0.0,1
1vfhbz,0.01,0.14,0.01,0.01,0.01,0.01,0.01,0.17,0.01,0.62,9
1vil64,0.0,0.14,0.52,0.0,0.0,0.03,0.0,0.13,0.15,0.03,2
1vjh7h,0.0,0.21,0.1,0.0,0.0,0.09,0.0,0.0,0.52,0.05,8
1vkm1n,0.02,0.24,0.19,0.0,0.0,0.08,0.11,0.22,0.14,0.0,1
1vkvzd,0.0,0.0,0.0,0.14,0.17,0.21,0.17,0.0,0.0,0.3,9
1vkxsw,0.0,0.0,0.0,0.14,0.17,0.19,0.18,0.0,0.0,0.31,9
1vl1k7,0.0,0.08,0.14,0.23,0.0,0.0,0.0,0.54,0.0,0.0,7
1vo1zr,0.0,0.45,0.0,0.0,0.13,0.09,0.33,0.0,0.0,0.0,1
1vru09,0.01,0.34,0.0,0.0,0.58,0.0,0.06,0.0,0.0,0.0,4
1vt65q,0.01,0.46,0.18,0.01,0.01,0.01,0.33,0.01,0.01,0.01,1
1vtqb2,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.65,0.08,0.0,7
1vtwkr,0.0,0.0,0.0,0.18,0.62,0.0,0.17,0.0,0.0,0.0,4
1vuc6t,0.0,0.0,0.0,0.22,0.0,0.19,0.0,0.58,0.0,0.0,7
1vudjn,0.0,0.09,0.0,0.0,0.3,0.16,0.0,0.4,0.05,0.0,7
1vvsdr,0.01,0.01,0.14,0.63,0.01,0.01,0.01,0.01,0.18,0.01,3
1vvv73,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.82,0.0,0.0,7
1vvvil,0.0,0.0,0.0,0.0,0.0,0.23,0.13,0.61,0.0,0.0,7
1vytpw,0.0,0.0,0.53,0.0,0.0,0.0,0.0,0.44,0.0,0.0,2
1w0b2i,0.0,0.0,0.91,0.06,0.0,0.0,0.0,0.0,0.0,0.0,2
1w2qib,0.0,0.0,0.04,0.0,0.0,0.44,0.08,0.0,0.23,0.2,5
1w4rul,0.01,0.0,0.12,0.0,0.58,0.0,0.16,0.13,0.0,0.0,4
1w61te,0.0,0.0,0.0,0.06,0.46,0.0,0.0,0.46,0.0,0.0,4
1w79zk,0.0,0.0,0.37,0.0,0.0,0.0,0.29,0.0,0.32,0.0,2
1wbbv4,0.01,0.01,0.41,0.01,0.01,0.01,0.01,0.28,0.24,0.01,2
1wd237,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.37,0.0,0.0,2
1wg583,0.0,0.21,0.0,0.31,0.09,0.0,0.0,0.35,0.04,0.0,7
1wh136,0.0,0.38,0.08,0.0,0.0,0.0,0.0,0.45,0.0,0.09,7
1wlsv2,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1wrw9t,0.0,0.0,0.0,0.34,0.05,0.0,0.0,0.25,0.35,0.0,8
1wt2zq,0.0,0.19,0.09,0.1,0.0,0.0,0.0,0.41,0.2,0.0,7
1wtqbe,0.0,0.29,0.0,0.43,0.0,0.0,0.0,0.0,0.25,0.0,3
1wu5g2,0.01,0.18,0.01,0.16,0.01,0.01,0.18,0.45,0.01,0.01,7
1wuwg1,0.0,0.26,0.06,0.15,0.0,0.0,0.02,0.33,0.0,0.17,7
1wuxvz,0.0,0.29,0.05,0.17,0.0,0.0,0.0,0.3,0.0,0.18,7
1wvxgs,0.08,0.51,0.01,0.36,0.01,0.01,0.01,0.01,0.01,0.01,1
1wxx05,0.0,0.12,0.0,0.35,0.51,0.0,0.0,0.0,0.0,0.0,4
1wynih,0.0,0.0,0.0,0.0,0.98,0.0,0.0,0.0,0.0,0.0,4
1x31qy,0.0,0.4,0.32,0.0,0.0,0.0,0.13,0.14,0.0,0.0,1
1x8g9z,0.0,0.51,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.08,1
1x9x2h,0.0,0.55,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.28,1
1xejpn,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0.46,0.05,0.0,2
1xffw6,0.0,0.0,0.39,0.0,0.0,0.0,0.31,0.0,0.27,0.0,2
1xfoxx,0.0,0.89,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,1
1xmgpa,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.94,0.01,0.01,7
1xnr00,0.0,0.13,0.0,0.13,0.0,0.38,0.25,0.0,0.0,0.1,5
1xnygr,0.01,0.0,0.41,0.0,0.0,0.01,0.02,0.45,0.11,0.0,7
1xqqi1,0.0,0.13,0.51,0.12,0.03,0.0,0.0,0.19,0.0,0.02,2
1xrjpr,0.0,0.0,0.64,0.3,0.0,0.0,0.0,0.0,0.0,0.04,2
1xxau0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.38,0.0,7
1xy5mi,0.0,0.0,0.0,0.37,0.4,0.0,0.2,0.0,0.0,0.0,4
1y1h8y,0.0,0.0,0.0,0.05,0.11,0.36,0.0,0.14,0.34,0.0,5
1y3s20,0.0,0.27,0.0,0.58,0.0,0.0,0.13,0.0,0.0,0.0,3
1y52zb,0.0,0.18,0.0,0.0,0.0,0.56,0.0,0.0,0.25,0.0,5
1ya309,0.0,0.39,0.0,0.0,0.07,0.03,0.0,0.23,0.23,0.04,1
1ycnyv,0.0,0.18,0.04,0.0,0.32,0.2,0.0,0.0,0.22,0.03,4
1yd6bz,0.0,0.13,0.11,0.0,0.1,0.3,0.0,0.36,0.0,0.0,7
1ydsd2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.54,0.05,8
1ygo5d,0.04,0.0,0.0,0.54,0.0,0.0,0.0,0.0,0.35,0.05,3
1ygv6h,0.0,0.15,0.21,0.0,0.0,0.19,0.14,0.14,0.09,0.06,2
1yh78h,0.0,0.0,0.0,0.0,0.59,0.0,0.07,0.33,0.0,0.0,4
1yjsa2,0.05,0.0,0.0,0.66,0.0,0.0,0.0,0.0,0.27,0.0,3
1ykg6g,0.05,0.0,0.0,0.66,0.0,0.0,0.0,0.0,0.27,0.0,3
1ymvfk,0.0,0.0,0.0,0.0,0.0,0.71,0.0,0.0,0.0,0.25,5
1ytgoc,0.0,0.21,0.0,0.06,0.0,0.0,0.0,0.0,0.43,0.27,8
1yu645,0.01,0.01,0.01,0.01,0.01,0.01,0.29,0.01,0.01,0.66,9
1yv0q6,0.01,0.21,0.01,0.44,0.01,0.01,0.01,0.32,0.01,0.01,3
1yvedo,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.76,0.19,0.01,7
1z2gld,0.0,0.41,0.0,0.08,0.0,0.31,0.17,0.0,0.0,0.0,1
1z3q1j,0.0,0.31,0.08,0.11,0.15,0.0,0.0,0.0,0.33,0.0,8
1z910w,0.0,0.25,0.0,0.22,0.02,0.11,0.01,0.19,0.2,0.0,1
1zb8ah,0.01,0.01,0.01,0.44,0.01,0.01,0.48,0.01,0.01,0.01,6
1zbj3k,0.01,0.62,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.33,1
1zd1iu,0.0,0.66,0.02,0.0,0.0,0.0,0.05,0.23,0.03,0.0,1
1zehb4,0.01,0.17,0.01,0.45,0.01,0.01,0.28,0.08,0.01,0.01,3
1zh6c0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.58,0.0,8
1zr1fe,0.01,0.01,0.19,0.13,0.01,0.01,0.52,0.11,0.01,0.01,6
203cf7,0.0,0.09,0.0,0.0,0.76,0.0,0.0,0.11,0.04,0.0,4
203xax,0.0,0.18,0.15,0.53,0.07,0.0,0.06,0.0,0.0,0.0,3
204qi2,0.0,0.0,0.0,0.1,0.0,0.0,0.12,0.27,0.5,0.0,8
206r4n,0.01,0.05,0.06,0.62,0.0,0.04,0.07,0.15,0.0,0.0,3
206vvo,0.0,0.57,0.0,0.05,0.02,0.0,0.0,0.27,0.0,0.09,1
207qk5,0.0,0.47,0.29,0.17,0.0,0.0,0.0,0.07,0.0,0.0,1
2091go,0.0,0.33,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
20bm2p,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.45,0.14,0.05,7
20bn5o,0.0,0.13,0.1,0.31,0.23,0.2,0.0,0.0,0.03,0.0,3
20cg9p,0.0,0.41,0.0,0.0,0.05,0.11,0.12,0.14,0.0,0.17,1
20ibvf,0.0,0.46,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.41,1
20kxn2,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.51,0.31,0.0,7
20l30u,0.0,0.0,0.0,0.1,0.01,0.25,0.0,0.58,0.0,0.06,7
20mowh,0.06,0.0,0.0,0.0,0.71,0.0,0.0,0.22,0.0,0.0,4
20nb45,0.0,0.0,0.18,0.47,0.0,0.0,0.0,0.34,0.0,0.0,3
20nlwe,0.02,0.27,0.0,0.15,0.0,0.14,0.07,0.27,0.06,0.02,1
20nug8,0.0,0.14,0.12,0.0,0.0,0.0,0.67,0.0,0.0,0.06,6
20qdkr,0.0,0.0,0.0,0.15,0.0,0.0,0.28,0.0,0.0,0.54,9
20qr8k,0.0,0.3,0.11,0.14,0.0,0.0,0.0,0.07,0.26,0.11,1
20qvha,0.05,0.0,0.69,0.0,0.0,0.0,0.0,0.25,0.0,0.0,2
20sece,0.0,0.31,0.0,0.0,0.46,0.21,0.0,0.0,0.0,0.0,4
20sutp,0.01,0.01,0.28,0.01,0.01,0.01,0.23,0.46,0.01,0.01,7
20tlni,0.0,0.0,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
20ur6u,0.0,0.0,0.0,0.21,0.0,0.0,0.06,0.73,0.0,0.0,7
20xzqe,0.0,0.0,0.0,0.37,0.0,0.0,0.0,0.54,0.0,0.06,7
20yftj,0.0,0.52,0.0,0.0,0.0,0.0,0.39,0.0,0.0,0.08,1
21055f,0.04,0.28,0.11,0.04,0.0,0.0,0.12,0.4,0.0,0.0,7
2109aj,0.0,0.46,0.0,0.0,0.0,0.0,0.23,0.1,0.2,0.0,1
212row,0.0,0.0,0.0,0.0,0.0,0.08,0.59,0.0,0.31,0.0,6
215cim,0.16,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,1
2165ji,0.0,0.0,0.19,0.0,0.0,0.0,0.15,0.21,0.43,0.0,8
216fi4,0.0,0.33,0.18,0.0,0.0,0.47,0.0,0.0,0.0,0.0,5
217aq2,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.23,0.47,0.0,8
2199q0,0.0,0.21,0.0,0.15,0.08,0.0,0.05,0.49,0.0,0.03,7
21h3en,0.02,0.0,0.08,0.3,0.0,0.09,0.16,0.06,0.3,0.0,3
21iewp,0.0,0.0,0.0,0.0,0.0,0.6,0.05,0.14,0.2,0.0,5
21j4n2,0.0,0.63,0.0,0.05,0.0,0.11,0.13,0.0,0.0,0.07,1
21jw0x,0.0,0.1,0.0,0.0,0.0,0.0,0.61,0.28,0.0,0.0,6
21jxmq,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.56,0.0,0.0,7
21lohl,0.0,0.03,0.66,0.0,0.0,0.0,0.0,0.13,0.17,0.0,2
21nddz,0.01,0.13,0.15,0.08,0.0,0.0,0.07,0.16,0.4,0.0,8
21p1z3,0.0,0.0,0.37,0.16,0.0,0.0,0.18,0.21,0.0,0.07,2
21rgba,0.0,0.06,0.14,0.0,0.17,0.5,0.08,0.04,0.0,0.0,5
21wygo,0.01,0.01,0.01,0.01,0.01,0.01,0.53,0.43,0.01,0.01,6
21xd80,0.0,0.22,0.0,0.51,0.08,0.0,0.0,0.18,0.0,0.0,3
21yj02,0.0,0.0,0.0,0.17,0.8,0.0,0.0,0.0,0.0,0.0,4
220u5z,0.08,0.0,0.0,0.41,0.0,0.0,0.0,0.11,0.0,0.37,3
2215r5,0.01,0.01,0.01,0.12,0.8,0.01,0.01,0.01,0.01,0.01,4
223612,0.0,0.0,0.32,0.25,0.0,0.0,0.13,0.28,0.0,0.0,2
225kv7,0.0,0.16,0.0,0.05,0.09,0.26,0.06,0.22,0.13,0.02,5
225qzn,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.4,1
2278g5,0.05,0.0,0.19,0.34,0.0,0.0,0.06,0.0,0.34,0.0,3
227h3o,0.0,0.2,0.04,0.1,0.04,0.16,0.0,0.45,0.0,0.0,7
22e33n,0.0,0.34,0.26,0.0,0.0,0.07,0.0,0.1,0.22,0.0,1
22ey01,0.02,0.02,0.02,0.02,0.02,0.02,0.45,0.39,0.02,0.02,6
