,t0 pain,t1 metformin,t2 cyst,t3 hair,t4 amp,t5 since,t6 insulin,t7 doctor,t8 day,t9 eat,t10 hair,t11 pregnant,t12 level,t13 started,t14 help,t15 weight,t16 control,t17 skin,t18 feel,t19 health,dominant_topic
vfxhr,0.0,0.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,1
vhhn1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.07,0.07,0.0,0.01,0.0,0.0,0.0,0.21,0.47,0.0,0.0,17
vhu74,0.0,0.02,0.06,0.0,0.0,0.0,0.01,0.19,0.41,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.25,0.0,0.0,0.0,8
vhwjj,0.01,0.24,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.14,0.01,0.01,0.01,0.01,0.11,0.01,0.01,0.01,0.41,0.01,18
vjd33,0.0,0.0,0.0,0.1,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.65,0.0,18
vkrf7,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.16,0.0,0.0,0.51,0.0,0.0,0.15,0.0,0.0,0.0,0.0,12
vl77j,0.01,0.31,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.58,0.01,0.01,0.01,16
vl9tv,0.0,0.0,0.0,0.14,0.0,0.31,0.0,0.12,0.0,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.13,0.0,0.0,0.0,5
vland,0.0,0.06,0.0,0.17,0.04,0.03,0.0,0.2,0.0,0.06,0.0,0.0,0.0,0.07,0.0,0.18,0.0,0.19,0.0,0.0,7
vm27a,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.36,0.09,0.0,0.0,0.3,0.0,14
vmlu3,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.13,0.0,0.0,0.08,7
vnosz,0.23,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,1
votop,0.0,0.0,0.01,0.03,0.0,0.0,0.0,0.27,0.1,0.0,0.0,0.0,0.02,0.28,0.0,0.0,0.24,0.03,0.0,0.01,13
vqfhz,0.01,0.0,0.01,0.02,0.0,0.17,0.0,0.22,0.09,0.0,0.0,0.0,0.0,0.21,0.0,0.08,0.09,0.0,0.08,0.0,7
vqh5q,0.0,0.0,0.07,0.16,0.0,0.0,0.0,0.39,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.14,0.16,7
vqhjs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.08,0.45,0.0,0.11,0.2,0.0,15
vqy2y,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.41,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.17,0.0,0.0,0.0,8
vwk3a,0.07,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.14,0.45,0.14,0.0,17
w0puw,0.0,0.21,0.02,0.0,0.0,0.21,0.0,0.0,0.06,0.0,0.05,0.0,0.0,0.24,0.0,0.04,0.04,0.06,0.0,0.07,13
w2jun,0.0,0.0,0.06,0.0,0.0,0.18,0.0,0.04,0.0,0.0,0.12,0.0,0.03,0.03,0.0,0.0,0.04,0.26,0.23,0.0,17
w2yy5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.18,0.33,0.0,0.0,0.0,0.0,0.0,7
w38y8,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.0,0.0,0.0,0.0,0.0,14
w3b6i,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.14,0.31,0.0,0.0,0.07,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.18,8
w4xxm,0.0,0.0,0.0,0.0,0.0,0.03,0.18,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.08,0.0,0.0,0.0,0.0,7
w5iqk,0.04,0.11,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.16,0.05,0.0,0.21,0.0,0.09,0.0,0.0,0.07,0.0,7
w6ue4,0.04,0.0,0.0,0.0,0.0,0.22,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.15,0.09,0.14,0.0,0.0,0.24,0.0,18
wbiqc,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.34,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.2,0.03,7
wbpjq,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.04,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.0,0.0,17
wclcw,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.36,0.28,18
whsk5,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.36,0.0,0.21,0.13,0.0,0.0,0.0,0.0,0.0,11
wjilc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.0,0.3,17
wm8km,0.0,0.0,0.0,0.0,0.02,0.14,0.12,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.34,0.0,0.0,0.0,0.0,15
wmqb6,0.22,0.0,0.38,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.12,0.03,0.0,0.13,0.0,0.0,0.0,2
wnrfa,0.0,0.0,0.04,0.04,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.36,0.0,0.0,0.0,0.0,0.0,0.14,13
wokhx,0.42,0.05,0.0,0.0,0.2,0.0,0.0,0.14,0.0,0.06,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
wp8fn,0.0,0.45,0.0,0.13,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.17,0.0,0.0,0.0,0.0,1
wpr61,0.0,0.0,0.0,0.0,0.0,0.13,0.12,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.18,18
wpvem,0.0,0.0,0.0,0.0,0.1,0.0,0.09,0.38,0.0,0.09,0.04,0.0,0.06,0.06,0.0,0.08,0.02,0.0,0.08,0.0,7
wue4x,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,18
wupwv,0.0,0.06,0.03,0.02,0.0,0.04,0.0,0.2,0.05,0.0,0.0,0.03,0.0,0.06,0.0,0.0,0.22,0.04,0.25,0.0,18
wvdpk,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.38,0.0,18
wxjne,0.0,0.0,0.0,0.06,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.26,0.17,0.06,0.0,0.0,0.0,0.08,13
wyu1f,0.0,0.0,0.2,0.07,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.09,0.0,5
wzdda,0.0,0.0,0.0,0.0,0.04,0.56,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.07,0.0,0.2,0.0,5
x07qt,0.0,0.21,0.0,0.0,0.0,0.34,0.1,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.04,0.09,0.0,0.0,0.11,5
x1ydu,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.25,0.0,0.19,0.18,0.0,0.19,14
x216x,0.03,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.23,0.0,0.04,0.0,0.0,0.0,0.47,19
x4wpr,0.0,0.0,0.03,0.0,0.0,0.15,0.0,0.05,0.13,0.05,0.0,0.02,0.0,0.15,0.0,0.09,0.03,0.0,0.3,0.0,18
x55hx,0.0,0.08,0.02,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.09,0.0,0.13,0.0,0.47,0.0,0.0,0.08,0.06,15
x6heu,0.0,0.0,0.0,0.0,0.34,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,19
x8ovm,0.0,0.08,0.0,0.0,0.0,0.11,0.0,0.04,0.0,0.09,0.0,0.0,0.07,0.0,0.0,0.41,0.07,0.0,0.0,0.12,15
xao5q,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.4,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,8
xaq0z,0.0,0.16,0.02,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.09,0.0,0.0,0.0,0.19,0.0,0.18,0.0,0.18,0.0,14
xbef6,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.08,0.15,0.0,0.0,0.0,0.12,0.0,0.0,0.13,0.13,0.0,0.13,0.22,19
xbqfz,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.06,0.0,0.0,0.0,0.19,0.0,0.14,0.2,0.0,0.05,0.0,0.21,0.06,18
xcsh5,0.0,0.0,0.04,0.0,0.0,0.05,0.0,0.11,0.05,0.08,0.0,0.11,0.0,0.14,0.0,0.11,0.01,0.0,0.12,0.19,19
xd8o8,0.0,0.19,0.06,0.0,0.0,0.0,0.28,0.0,0.0,0.11,0.04,0.0,0.0,0.05,0.06,0.06,0.0,0.0,0.13,0.0,6
xdxmk,0.08,0.0,0.06,0.0,0.0,0.0,0.0,0.26,0.04,0.0,0.13,0.0,0.0,0.0,0.19,0.07,0.16,0.0,0.0,0.0,7
xe8x4,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.03,0.14,0.09,0.0,0.0,0.14,0.0,0.0,7
xeqm1,0.0,0.1,0.0,0.04,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.05,0.02,0.0,0.0,0.22,0.09,0.27,0.17,0.0,17
xfcxr,0.0,0.0,0.0,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.0,5
xhqz2,0.0,0.0,0.07,0.0,0.0,0.09,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.27,0.07,0.0,0.04,0.0,0.38,0.0,18
xi4bz,0.09,0.0,0.34,0.0,0.0,0.28,0.0,0.09,0.0,0.0,0.04,0.0,0.11,0.0,0.06,0.0,0.0,0.0,0.0,0.0,2
xisbr,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.13,0.19,0.0,0.0,0.0,0.0,0.0,0.39,0.0,0.14,0.0,0.0,0.0,14
xky3e,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.0,0.14,0.0,0.0,14
xlre0,0.0,0.04,0.0,0.07,0.0,0.0,0.0,0.08,0.07,0.11,0.0,0.0,0.0,0.0,0.0,0.34,0.11,0.05,0.0,0.11,15
xrrv1,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.09,0.0,0.0,0.08,0.0,0.14,0.3,0.0,0.0,0.16,0.0,15
xtidd,0.0,0.0,0.09,0.0,0.0,0.25,0.0,0.0,0.15,0.0,0.13,0.0,0.15,0.0,0.0,0.0,0.04,0.19,0.0,0.0,5
xtmof,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.2,0.16,0.35,0.0,0.0,0.0,0.0,15
xvz28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.05,0.18,0.24,0.0,0.0,0.13,0.09,9
xw92k,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.19,0.21,0.0,0.05,0.07,0.0,0.0,0.16,0.08,0.0,0.16,0.0,0.0,8
xwdur,0.05,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.12,0.0,0.0,0.21,0.22,13
xx50w,0.0,0.07,0.0,0.0,0.0,0.0,0.29,0.0,0.21,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.06,0.31,0.0,0.0,17
xxsyw,0.12,0.0,0.17,0.03,0.0,0.26,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.08,0.0,0.15,0.0,5
xzwvo,0.0,0.11,0.0,0.0,0.58,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.18,4
y1gu7,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.06,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
y35xp,0.0,0.0,0.0,0.09,0.0,0.0,0.16,0.18,0.0,0.0,0.06,0.02,0.0,0.09,0.26,0.13,0.0,0.0,0.0,0.0,14
y63vu,0.0,0.0,0.03,0.11,0.22,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.14,0.13,17
y7umv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.17,0.0,0.0,0.34,0.0,0.0,0.18,16
y8dhr,0.09,0.06,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.27,0.0,0.0,0.0,0.0,0.22,0.09,0.0,0.0,0.18,0.0,9
y8h2e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.55,0.0,0.13,0.0,0.0,0.0,0.0,0.0,12
y9iyq,0.0,0.31,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.27,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
ycq82,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,16
yd5ti,0.0,0.0,0.06,0.1,0.0,0.18,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.18,0.0,0.0,0.0,7
ydxu4,0.04,0.0,0.18,0.03,0.0,0.17,0.07,0.13,0.0,0.12,0.0,0.0,0.0,0.03,0.0,0.06,0.03,0.11,0.0,0.05,2
yf25i,0.0,0.0,0.0,0.0,0.0,0.12,0.16,0.0,0.06,0.14,0.0,0.07,0.0,0.0,0.29,0.0,0.0,0.0,0.14,0.0,14
yfz5o,0.01,0.81,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1
yh4v9,0.0,0.31,0.0,0.0,0.0,0.0,0.15,0.0,0.22,0.0,0.03,0.0,0.0,0.05,0.0,0.06,0.0,0.0,0.06,0.12,1
yimah,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.0,0.0,0.23,0.0,14
yjxq5,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.06,0.21,0.0,0.0,0.08,0.0,0.33,0.0,0.0,0.3,0.0,0.0,0.0,13
yjylp,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.43,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,7
ym1kp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.18,0.0,0.58,0.0,0.0,0.0,16
yp8o1,0.0,0.02,0.04,0.0,0.0,0.16,0.0,0.21,0.0,0.0,0.18,0.0,0.0,0.0,0.07,0.21,0.1,0.0,0.0,0.0,7
yq150,0.0,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.07,0.29,0.0,0.0,3
yr6ql,0.0,0.29,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,5
ythqs,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.35,0.01,0.01,0.01,0.01,0.01,0.01,0.5,0.01,0.01,0.01,0.01,0.01,14
yu7d9,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.25,0.0,0.0,0.0,0.0,14
yvh0a,0.0,0.0,0.43,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,2
yxiuj,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,18
yy4fo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.2,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,16
yys1u,0.0,0.15,0.09,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.1,0.0,0.0,0.0,0.0,14
z0a3p,0.15,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.11,0.0,0.03,0.0,0.0,0.52,0.0,18
z0wtd,0.12,0.0,0.03,0.0,0.0,0.0,0.02,0.14,0.05,0.0,0.0,0.0,0.0,0.3,0.0,0.21,0.06,0.0,0.0,0.06,13
z102b,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.23,0.17,0.0,0.0,0.06,0.27,0.0,0.07,0.0,0.0,0.0,0.0,0.0,12
z160y,0.0,0.0,0.0,0.21,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.28,0.0,14
z1dgh,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.22,0.19,3
z1eat,0.11,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.18,0.06,0.0,0.0,0.2,0.0,0.0,8
z1ogo,0.0,0.18,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.38,0.0,0.0,0.0,0.0,0.0,14
zaebx,0.09,0.03,0.02,0.07,0.0,0.19,0.01,0.07,0.07,0.0,0.03,0.08,0.0,0.13,0.0,0.14,0.0,0.05,0.0,0.0,5
zbnrk,0.0,0.0,0.0,0.0,0.07,0.0,0.22,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.19,0.0,0.0,7
zbz9e,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.14,0.09,0.0,0.0,0.22,0.0,1
zcouy,0.08,0.15,0.0,0.0,0.03,0.0,0.0,0.2,0.39,0.0,0.0,0.0,0.0,0.0,0.1,0.05,0.0,0.0,0.0,0.0,8
zcrje,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.27,0.0,0.0,0.0,0.4,0.0,0.0,17
zdr0a,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.04,0.0,0.22,0.0,0.0,0.0,0.15,0.07,0.0,0.03,0.05,0.11,0.25,19
ze3b5,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.08,0.0,0.0,0.0,0.05,0.0,0.25,0.0,0.0,0.24,0.06,0.0,0.14,13
zf2v3,0.0,0.0,0.0,0.12,0.0,0.0,0.1,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.12,0.14,0.0,0.15,0.0,7
zfq8x,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.23,0.0,0.0,0.06,0.0,0.0,0.0,0.46,0.0,0.0,0.0,0.0,0.0,14
zg7sp,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
zgz4c,0.03,0.0,0.56,0.0,0.0,0.0,0.06,0.23,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
zj032,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.33,0.17,18
zjajh,0.0,0.0,0.0,0.09,0.0,0.23,0.0,0.0,0.0,0.02,0.0,0.04,0.0,0.0,0.11,0.16,0.03,0.0,0.24,0.06,18
zki98,0.0,0.0,0.0,0.0,0.07,0.0,0.22,0.0,0.0,0.15,0.2,0.0,0.0,0.11,0.07,0.0,0.15,0.0,0.0,0.03,6
zmg33,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.28,0.01,0.01,0.01,0.54,0.01,0.01,0.01,0.01,0.01,0.01,13
zmt5l,0.1,0.57,0.0,0.0,0.0,0.0,0.09,0.19,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
znpka,0.06,0.61,0.0,0.0,0.0,0.0,0.12,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,1
znyb7,0.0,0.07,0.0,0.0,0.0,0.06,0.09,0.0,0.27,0.0,0.0,0.03,0.0,0.21,0.0,0.26,0.0,0.0,0.0,0.0,8
zo8l3,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.56,0.0,0.0,0.0,0.0,15
zo9ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.25,0.0,0.41,0.0,0.0,0.15,16
zojc9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.25,0.0,0.41,0.0,0.0,0.15,16
zok1l,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.51,0.0,0.14,0.0,0.0,0.0,0.0,13
zokht,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.18,0.0,0.0,0.0,0.0,0.2,0.06,0.0,0.0,0.0,0.11,0.0,0
zphwh,0.29,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,1
zqdef,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.36,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,7
zqjyv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
zrxnt,0.0,0.0,0.05,0.12,0.0,0.0,0.0,0.1,0.08,0.0,0.0,0.11,0.08,0.18,0.0,0.0,0.0,0.15,0.13,0.0,13
zsddw,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.31,0.0,0.23,0.0,0.0,0.0,14
zsezh,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.9,0.01,0.01,17
zt05u,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
ztqhd,0.09,0.0,0.08,0.0,0.0,0.0,0.0,0.1,0.1,0.02,0.05,0.1,0.0,0.12,0.05,0.04,0.21,0.0,0.0,0.04,16
zz5g4,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.12,0.44,19
zzqi1,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.02,0.13,0.0,0.07,0.1,0.04,0.13,0.25,0.0,0.19,0.0,16
zzstk,0.01,0.33,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.22,0.01,0.01,0.01,0.37,0.01,0.01,0.01,0.01,0.01,0.01,13
102gok,0.1,0.0,0.03,0.0,0.0,0.23,0.0,0.16,0.0,0.0,0.1,0.0,0.02,0.2,0.0,0.05,0.11,0.0,0.0,0.0,5
102h1y,0.1,0.0,0.03,0.0,0.0,0.21,0.0,0.16,0.0,0.0,0.1,0.0,0.02,0.2,0.0,0.05,0.12,0.0,0.0,0.0,5
103o4t,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.84,0.01,0.01,0.01,0.01,0.01,14
103sd2,0.05,0.1,0.16,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.09,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,5
105uv0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.03,0.15,0.07,0.28,0.0,0.28,0.0,0.0,0.0,14
107sri,0.12,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.24,0.0,0.05,0.0,0.0,0.13,5
108r91,0.12,0.0,0.11,0.0,0.0,0.23,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.11,0.03,0.0,0.0,7
109adb,0.23,0.0,0.04,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.18,0.05,0.0,0.0,0.0,0.0,0.07,0.0,0.19,0.0,7
109k2e,0.0,0.0,0.0,0.25,0.01,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.2,0.0,0.29,0.09,0.06,17
109vgy,0.41,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0
10e7qa,0.0,0.02,0.02,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.37,0.0,0.0,0.06,0.0,0.05,0.0,13
10gfq9,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.08,0.15,0.25,0.0,0.23,0.11,0.0,0.0,0.0,13
10gi3g,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.3,0.13,0.06,0.0,0.0,0.0,0.0,9
10h6t2,0.0,0.05,0.0,0.0,0.0,0.22,0.0,0.16,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.21,0.06,0.0,0.0,0.0,12
10joqu,0.0,0.11,0.0,0.0,0.43,0.34,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
10kys3,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.25,0.0,0.43,0.0,0.0,0.12,16
