,t0 symptom,t1 hair,t2 doctor,t3 help,t4 day,t5 period,t6 level,t7 metformin,t8 year,t9 pregnant,t10 pain,t11 like,t12 weight,t13 control,t14 hair,dominant_topic
x55hx,0.03,0.0,0.03,0.0,0.03,0.0,0.02,0.07,0.0,0.08,0.02,0.0,0.71,0.0,0.0,12
x6heu,0.61,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.31,0
x8ovm,0.09,0.0,0.0,0.0,0.0,0.0,0.04,0.07,0.12,0.06,0.0,0.13,0.42,0.05,0.0,12
xao5q,0.0,0.0,0.11,0.0,0.1,0.48,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.15,0.0,5
xaq0z,0.27,0.0,0.1,0.0,0.09,0.0,0.0,0.15,0.0,0.0,0.02,0.22,0.0,0.16,0.0,0
xbef6,0.1,0.0,0.07,0.0,0.0,0.1,0.11,0.0,0.28,0.0,0.0,0.24,0.0,0.1,0.0,8
xbqfz,0.15,0.0,0.04,0.0,0.07,0.0,0.0,0.0,0.0,0.2,0.0,0.49,0.0,0.04,0.0,11
xcsh5,0.11,0.0,0.06,0.0,0.0,0.09,0.0,0.0,0.18,0.12,0.04,0.19,0.19,0.01,0.0,11
xd8o8,0.0,0.03,0.0,0.06,0.14,0.0,0.08,0.04,0.0,0.0,0.05,0.18,0.43,0.0,0.0,12
xdxmk,0.0,0.0,0.18,0.16,0.0,0.04,0.0,0.0,0.24,0.0,0.09,0.18,0.0,0.1,0.0,8
xe8x4,0.0,0.0,0.55,0.06,0.0,0.0,0.03,0.0,0.0,0.05,0.07,0.15,0.0,0.0,0.07,2
xeqm1,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.05,0.27,0.06,0.0,0.31,0.15,0.09,0.04,11
xfcxr,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.5,0.0,0.0,0.0,11
xhqz2,0.09,0.0,0.0,0.0,0.04,0.22,0.0,0.0,0.0,0.0,0.08,0.51,0.0,0.04,0.0,11
xi4bz,0.27,0.0,0.11,0.0,0.0,0.0,0.14,0.0,0.09,0.0,0.38,0.0,0.0,0.02,0.0,10
xisbr,0.2,0.0,0.06,0.0,0.0,0.06,0.0,0.27,0.0,0.0,0.0,0.39,0.0,0.0,0.0,11
xky3e,0.25,0.0,0.0,0.21,0.0,0.0,0.0,0.19,0.0,0.0,0.18,0.0,0.0,0.0,0.13,0
xlre0,0.07,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.54,0.11,0.03,12
xrrv1,0.13,0.0,0.0,0.05,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.36,0.39,0.0,0.0,12
xtidd,0.13,0.02,0.07,0.0,0.0,0.1,0.17,0.0,0.36,0.0,0.07,0.05,0.0,0.03,0.0,8
xtmof,0.16,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.07,0.0,0.32,0.0,0.0,8
xvz28,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.12,0.7,0.0,0.02,12
xw92k,0.03,0.0,0.12,0.05,0.0,0.32,0.0,0.08,0.07,0.12,0.0,0.08,0.0,0.0,0.13,5
xwdur,0.09,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.38,0.0,0.09,0.22,0.0,0.0,0.0,8
xx50w,0.0,0.0,0.0,0.0,0.17,0.24,0.07,0.0,0.0,0.0,0.0,0.0,0.23,0.08,0.2,5
xxsyw,0.0,0.0,0.0,0.03,0.0,0.11,0.0,0.0,0.14,0.0,0.27,0.36,0.0,0.08,0.0,11
xzwvo,0.29,0.04,0.0,0.0,0.04,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.52,14
y1gu7,0.0,0.0,0.44,0.0,0.0,0.0,0.12,0.0,0.0,0.06,0.36,0.0,0.0,0.0,0.0,2
y35xp,0.06,0.0,0.21,0.07,0.0,0.0,0.0,0.03,0.1,0.04,0.0,0.0,0.39,0.0,0.09,12
y63vu,0.11,0.0,0.03,0.02,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.22,0.0,0.0,0.43,14
y7umv,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.23,0.0,0.23,0.0,9
y8dhr,0.05,0.0,0.04,0.21,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.35,0.0,0.0,12
y8h2e,0.0,0.0,0.32,0.09,0.0,0.0,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6
y9iyq,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.18,0.0,0.0,0.0,0.43,0.24,0.0,0.0,11
ycq82,0.09,0.0,0.19,0.0,0.0,0.0,0.0,0.21,0.28,0.0,0.0,0.0,0.0,0.19,0.0,8
yd5ti,0.0,0.0,0.26,0.17,0.0,0.0,0.0,0.0,0.31,0.0,0.04,0.0,0.0,0.19,0.0,8
ydxu4,0.03,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.25,0.13,0.28,0.03,0.03,12
yf25i,0.18,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.29,0.34,0.0,0.0,12
yfz5o,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.81,0.01,0.01,0.01,0.01,0.01,0.01,0.01,7
yh4v9,0.0,0.0,0.0,0.0,0.31,0.26,0.06,0.05,0.0,0.0,0.0,0.12,0.14,0.05,0.0,4
yimah,0.15,0.0,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.09,3
yjxq5,0.0,0.0,0.04,0.01,0.0,0.57,0.0,0.0,0.0,0.09,0.03,0.0,0.0,0.25,0.0,5
yjylp,0.0,0.0,0.39,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,2
ym1kp,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.39,0.0,13
yp8o1,0.0,0.0,0.22,0.11,0.02,0.0,0.0,0.0,0.47,0.0,0.0,0.0,0.08,0.09,0.0,8
yq150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.08,0.56,14
yr6ql,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.54,0.0,0.0,0.0,0.0,0.0,0.14,8
ythqs,0.01,0.01,0.41,0.45,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,3
yu7d9,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.0,0
yvh0a,0.01,0.01,0.01,0.14,0.01,0.01,0.01,0.01,0.01,0.01,0.57,0.23,0.01,0.01,0.01,10
yxiuj,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.46,0.0,0.0,0.0,11
yy4fo,0.05,0.0,0.12,0.0,0.0,0.42,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.27,0.0,5
yys1u,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.22,0.17,0.0,0.08,0.0,0.23,0.0,0.0,3
z0a3p,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.04,0.13,0.05,0.7,0.0,0.0,0.0,11
z0wtd,0.0,0.0,0.1,0.0,0.0,0.24,0.0,0.02,0.26,0.0,0.09,0.11,0.13,0.06,0.0,8
z102b,0.03,0.0,0.16,0.09,0.0,0.21,0.24,0.03,0.0,0.04,0.18,0.0,0.0,0.0,0.0,6
z160y,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.3,11
z1dgh,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.3,0.0,0.0,0.24,0.0,0.0,0.21,8
z1eat,0.0,0.0,0.0,0.05,0.2,0.18,0.0,0.0,0.26,0.0,0.16,0.13,0.0,0.0,0.0,8
z1ogo,0.0,0.48,0.0,0.24,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
zaebx,0.0,0.0,0.06,0.0,0.0,0.11,0.0,0.06,0.35,0.1,0.07,0.13,0.07,0.0,0.05,8
zbnrk,0.0,0.0,0.26,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.27,0.0,0.24,0.12,11
zbz9e,0.19,0.0,0.0,0.0,0.35,0.0,0.04,0.0,0.0,0.0,0.0,0.3,0.1,0.0,0.0,4
zcouy,0.0,0.0,0.09,0.11,0.04,0.39,0.0,0.17,0.0,0.0,0.08,0.11,0.0,0.0,0.0,5
zcrje,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.09,0.0,0.19,0.0,0.0,0.47,14
zdr0a,0.17,0.0,0.06,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.42,0.02,0.0,12
ze3b5,0.0,0.0,0.13,0.0,0.07,0.0,0.0,0.0,0.25,0.07,0.0,0.0,0.26,0.22,0.0,12
zf2v3,0.0,0.07,0.18,0.05,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.3,0.18,0.12,0.0,11
zfq8x,0.23,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,2
zg7sp,0.13,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.78,0.0,0.0,0.0,0.0,0.0,0.0,8
zgz4c,0.0,0.0,0.22,0.0,0.0,0.05,0.19,0.0,0.0,0.0,0.54,0.0,0.0,0.0,0.0,10
zj032,0.06,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.19,0.0,11
zjajh,0.13,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.14,0.0,0.37,0.13,0.03,0.0,11
zki98,0.1,0.08,0.0,0.0,0.0,0.05,0.0,0.0,0.14,0.0,0.0,0.0,0.47,0.15,0.0,12
zmg33,0.01,0.01,0.01,0.01,0.61,0.25,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,4
zmt5l,0.08,0.0,0.07,0.0,0.45,0.0,0.0,0.15,0.0,0.0,0.0,0.11,0.12,0.0,0.0,4
znpka,0.12,0.0,0.06,0.0,0.37,0.0,0.0,0.22,0.0,0.0,0.0,0.12,0.09,0.0,0.0,4
znyb7,0.0,0.0,0.0,0.0,0.1,0.33,0.0,0.0,0.22,0.03,0.0,0.0,0.3,0.0,0.0,5
zo8l3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.09,0.41,0.33,0.0,0.0,11
zo9ok,0.22,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.4,0.0,13
zojc9,0.22,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.4,0.0,13
zok1l,0.0,0.0,0.0,0.0,0.0,0.39,0.0,0.0,0.27,0.32,0.0,0.0,0.0,0.0,0.0,5
zokht,0.0,0.0,0.0,0.07,0.0,0.36,0.0,0.0,0.0,0.0,0.37,0.2,0.0,0.0,0.0,10
zphwh,0.06,0.0,0.0,0.0,0.35,0.0,0.0,0.17,0.0,0.0,0.0,0.4,0.0,0.0,0.0,11
zqdef,0.0,0.0,0.2,0.0,0.0,0.43,0.0,0.07,0.0,0.0,0.12,0.0,0.0,0.15,0.0,5
zqjyv,0.0,0.0,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
zrxnt,0.0,0.0,0.06,0.05,0.0,0.21,0.07,0.0,0.0,0.11,0.04,0.3,0.0,0.0,0.15,11
zsddw,0.0,0.0,0.09,0.16,0.0,0.0,0.0,0.12,0.22,0.0,0.0,0.17,0.0,0.22,0.0,8
zsezh,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.62,0.01,0.01,0.29,11
zt05u,0.0,0.0,0.69,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
ztqhd,0.06,0.0,0.09,0.01,0.06,0.17,0.0,0.0,0.1,0.1,0.15,0.0,0.05,0.21,0.0,13
zz5g4,0.38,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.27,0.14,0.0,0.0,0
zzqi1,0.14,0.0,0.0,0.0,0.0,0.0,0.03,0.04,0.38,0.03,0.0,0.0,0.11,0.21,0.05,8
zzstk,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.15,0.57,0.01,0.01,0.01,0.21,0.01,0.01,8
102gok,0.03,0.0,0.1,0.0,0.11,0.0,0.02,0.0,0.5,0.02,0.04,0.08,0.0,0.1,0.0,8
102h1y,0.0,0.0,0.1,0.0,0.1,0.0,0.02,0.03,0.5,0.01,0.03,0.1,0.0,0.1,0.0,8
103o4t,0.44,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.44,0.01,0.01,0.01,0
103sd2,0.14,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.19,0.15,0.18,0.23,0.0,0.0,0.0,11
105uv0,0.13,0.05,0.0,0.0,0.08,0.0,0.16,0.17,0.0,0.13,0.0,0.0,0.0,0.28,0.0,13
107sri,0.35,0.0,0.0,0.0,0.0,0.19,0.07,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.0,11
108r91,0.0,0.0,0.29,0.07,0.0,0.0,0.0,0.0,0.12,0.0,0.24,0.17,0.0,0.1,0.0,2
109adb,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.22,0.04,0.15,0.35,0.0,0.08,0.0,11
109k2e,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.21,0.1,0.0,0.36,14
109vgy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,11
10e7qa,0.0,0.0,0.0,0.0,0.0,0.43,0.0,0.0,0.09,0.16,0.02,0.23,0.0,0.06,0.0,5
10gfq9,0.0,0.0,0.14,0.0,0.07,0.03,0.11,0.0,0.48,0.08,0.0,0.0,0.0,0.08,0.0,8
10gi3g,0.08,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.5,0.0,0.0,12
10h6t2,0.0,0.0,0.14,0.06,0.0,0.0,0.27,0.07,0.34,0.0,0.0,0.0,0.05,0.06,0.0,8
10joqu,0.2,0.0,0.18,0.14,0.0,0.0,0.0,0.05,0.0,0.15,0.0,0.16,0.0,0.0,0.1,0
10kys3,0.23,0.0,0.0,0.11,0.07,0.0,0.13,0.17,0.0,0.0,0.0,0.0,0.0,0.26,0.0,13
10o7gx,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.42,0.0,0.0,12
10p2ml,0.03,0.0,0.33,0.0,0.15,0.07,0.0,0.0,0.0,0.06,0.04,0.16,0.15,0.01,0.0,2
10w5z3,0.11,0.0,0.12,0.0,0.18,0.35,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,5
10w82q,0.12,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.12,0.0,0.0,0.41,0.19,0.05,0.0,11
10xyy3,0.01,0.0,0.31,0.0,0.03,0.16,0.02,0.0,0.15,0.02,0.05,0.18,0.0,0.06,0.0,2
10ycbk,0.1,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.09,0.01,0.0,0.0,0.62,0.03,0.0,12
1101yt,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.41,0.1,0.0,0.0,11
110a23,0.0,0.0,0.15,0.0,0.0,0.0,0.34,0.0,0.0,0.29,0.0,0.0,0.2,0.0,0.0,6
110rrl,0.0,0.0,0.0,0.0,0.0,0.56,0.0,0.05,0.0,0.34,0.0,0.0,0.0,0.05,0.0,5
111dqv,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.06,0.0,0.51,0.0,0.0,0.11,11
1129na,0.0,0.0,0.07,0.03,0.0,0.59,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.22,0.0,5
112jez,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.84,14
112mxa,0.03,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.31,0.0,0.0,0.0,0.32,0.18,0.0,12
113ssh,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.32,0.0,8
114muf,0.32,0.08,0.14,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.24,0.0,0
115o0v,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,0.0,0.06,12
117dn1,0.0,0.02,0.07,0.0,0.0,0.0,0.44,0.0,0.12,0.0,0.06,0.12,0.15,0.0,0.0,6
117j89,0.14,0.01,0.01,0.27,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.53,0.01,0.01,0.01,11
11a2pn,0.0,0.0,0.22,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.64,0.0,0.0,12
11ct8x,0.0,0.0,0.22,0.0,0.0,0.71,0.0,0.03,0.0,0.0,0.03,0.0,0.0,0.0,0.0,5
11dhy5,0.0,0.0,0.64,0.0,0.0,0.07,0.03,0.0,0.0,0.02,0.13,0.02,0.0,0.05,0.02,2
11foxu,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46,0.0,0.0,0.0,2
11ij6t,0.04,0.0,0.0,0.0,0.0,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.11,0.0,5
11k0xh,0.22,0.01,0.01,0.34,0.01,0.01,0.01,0.27,0.01,0.01,0.01,0.01,0.01,0.01,0.01,3
11kjtb,0.0,0.0,0.15,0.14,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.04,13
11lvu7,0.0,0.0,0.36,0.0,0.0,0.0,0.08,0.03,0.2,0.16,0.0,0.16,0.0,0.0,0.0,2
11myda,0.1,0.0,0.0,0.0,0.0,0.2,0.1,0.2,0.0,0.31,0.0,0.0,0.0,0.0,0.07,9
11oz46,0.0,0.0,0.0,0.0,0.09,0.0,0.43,0.21,0.0,0.0,0.07,0.15,0.0,0.0,0.0,6
11qo5l,0.21,0.13,0.11,0.08,0.33,0.0,0.0,0.05,0.07,0.0,0.0,0.0,0.0,0.0,0.0,4
11t3yf,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.75,0.0,0.0,0.13,11
11ucv9,0.13,0.0,0.0,0.11,0.19,0.0,0.12,0.0,0.0,0.0,0.05,0.39,0.0,0.0,0.0,11
11uf4y,0.03,0.0,0.0,0.0,0.0,0.06,0.0,0.04,0.26,0.0,0.0,0.21,0.05,0.04,0.28,14
11x102,0.0,0.0,0.12,0.0,0.02,0.31,0.0,0.0,0.0,0.08,0.15,0.21,0.0,0.1,0.0,5
11x1vm,0.01,0.01,0.01,0.27,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.66,14
11zmre,0.0,0.05,0.0,0.0,0.0,0.32,0.07,0.0,0.0,0.0,0.0,0.0,0.18,0.22,0.14,5
11zt2q,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.25,0.1,0.12,0.1,0.22,0.06,0.0,8
121nj0,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.32,0.0,0.0,0.1,0.28,0.0,0.0,8
121s38,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.47,0.0,0.0,0.08,11
122nvn,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.51,0.0,0.0,12
122rn1,0.0,0.12,0.0,0.0,0.0,0.0,0.12,0.0,0.4,0.31,0.03,0.0,0.0,0.0,0.0,8
12axkm,0.34,0.03,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.12,0.0,0.45,0.0,0.0,0.04,11
12d4wy,0.0,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.41,0.04,0.1,0.0,0.0,0.0,0.0,2
12deks,0.0,0.0,0.04,0.0,0.1,0.18,0.0,0.0,0.3,0.0,0.0,0.37,0.0,0.0,0.0,11
12i9ew,0.0,0.0,0.0,0.0,0.0,0.1,0.06,0.0,0.0,0.1,0.0,0.73,0.0,0.0,0.0,11
12lbii,0.0,0.0,0.24,0.0,0.0,0.32,0.0,0.09,0.25,0.07,0.0,0.0,0.0,0.0,0.0,5
12lbta,0.09,0.0,0.13,0.0,0.0,0.09,0.0,0.0,0.44,0.01,0.0,0.1,0.0,0.01,0.13,8
12mgxq,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.26,0.03,0.04,11
12mi21,0.0,0.0,0.0,0.14,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.0,5
12mveg,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.29,0.05,0.18,0.26,0.09,0.0,9
12ptei,0.03,0.0,0.0,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.14,0.0,5
12qiqw,0.03,0.0,0.0,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.14,0.0,5
12rbed,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.68,0.0,0.09,0.0,11
12sc3y,0.03,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.12,0.0,5
12wi4c,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.36,0.0,0.21,0.11,0.0,0.0,9
12winh,0.0,0.0,0.11,0.0,0.33,0.0,0.03,0.0,0.12,0.0,0.0,0.24,0.0,0.17,0.0,4
12xp37,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.24,0.0,0.14,11
12xr2x,0.0,0.0,0.21,0.0,0.0,0.0,0.17,0.0,0.48,0.02,0.03,0.0,0.04,0.03,0.0,8
12ye9o,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.11,0.0,0.0,0.0,0.44,0.27,0.0,12
12yl3b,0.0,0.0,0.19,0.15,0.17,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.28,0.0,0.0,12
12yqe2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,0.0,0.08,12
12z3kz,0.06,0.0,0.13,0.0,0.0,0.07,0.0,0.0,0.47,0.01,0.0,0.13,0.0,0.01,0.12,8
12zaaj,0.0,0.0,0.1,0.0,0.09,0.09,0.0,0.0,0.18,0.02,0.01,0.22,0.21,0.04,0.05,11
131lxz,0.0,0.0,0.26,0.05,0.0,0.0,0.0,0.0,0.09,0.05,0.33,0.14,0.0,0.0,0.07,10
134nut,0.5,0.01,0.3,0.01,0.01,0.01,0.01,0.01,0.13,0.01,0.01,0.01,0.01,0.01,0.01,0
13512d,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.11,0.0,0.0,0.0,0.27,0.18,8
137d6e,0.0,0.0,0.0,0.0,0.07,0.36,0.0,0.29,0.0,0.26,0.0,0.0,0.0,0.0,0.0,5
138sae,0.03,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.12,0.0,5
139l9s,0.0,0.0,0.45,0.0,0.0,0.17,0.06,0.0,0.0,0.0,0.19,0.0,0.0,0.11,0.0,2
13aw41,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.45,0.11,0.0,12
13ceaw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.17,0.0,0.47,0.0,0.0,0.12,11
13ckab,0.0,0.0,0.0,0.0,0.14,0.36,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,11
13cp1a,0.14,0.0,0.07,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.03,0.08,0.36,0.15,0.03,12
13d2uv,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.19,0.28,0.0,0.0,0.0,0.39,0.0,0.0,12
13dj4c,0.07,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.02,0.0,0.32,0.09,0.0,0.16,11
13frmi,0.0,0.04,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.64,0.0,0.0,0.03,11
13hmh8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.0,0.32,11
13ibyf,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.46,0.0,0.0,0.0,0.2,0.24,0.0,8
13op54,0.05,0.0,0.17,0.0,0.2,0.35,0.0,0.0,0.0,0.13,0.0,0.08,0.0,0.0,0.0,5
13oyw7,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.34,0.0,0.0,0.33,0.0,0.0,0.03,8
13tk7m,0.0,0.0,0.31,0.0,0.06,0.13,0.0,0.13,0.0,0.32,0.04,0.0,0.0,0.0,0.0,9
13uyy9,0.08,0.0,0.0,0.04,0.05,0.08,0.0,0.0,0.3,0.08,0.0,0.19,0.04,0.08,0.05,8
13y63u,0.1,0.0,0.17,0.0,0.0,0.38,0.11,0.0,0.08,0.0,0.0,0.05,0.0,0.11,0.0,5
140d4g,0.47,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.28,0.0,0.0,0.0,0
140prd,0.0,0.0,0.07,0.0,0.11,0.0,0.0,0.02,0.09,0.0,0.04,0.35,0.08,0.02,0.2,11
143jw7,0.0,0.0,0.11,0.0,0.07,0.29,0.01,0.0,0.24,0.0,0.0,0.0,0.21,0.07,0.0,5
144wtx,0.0,0.0,0.27,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.08,0.0,11
14693i,0.0,0.0,0.18,0.0,0.29,0.0,0.0,0.08,0.0,0.0,0.04,0.41,0.0,0.0,0.0,11
147sei,0.1,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.34,0.04,0.0,0.12,0.08,0.0,9
148gp5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96,0.0,0.0,0.0,11
148msp,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.69,0.02,13
148nb1,0.0,0.0,0.17,0.0,0.0,0.15,0.08,0.0,0.37,0.07,0.02,0.0,0.0,0.06,0.08,8
148p66,0.0,0.0,0.41,0.0,0.0,0.0,0.21,0.0,0.14,0.09,0.0,0.14,0.0,0.0,0.0,2
14a1dh,0.05,0.0,0.0,0.13,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.38,0.0,0.0,12
14ixyj,0.0,0.0,0.07,0.0,0.03,0.0,0.05,0.0,0.32,0.15,0.03,0.24,0.11,0.0,0.0,8
14lq0g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52,0.0,0.0,0.2,0.0,0.19,0.07,8
14m6ku,0.0,0.0,0.1,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.63,0.18,0.0,0.06,0.0,10
