,t0 help,t1 control,t2 want,t3 symptom,t4 ultrasound,t5 nt,t6 ovary,t7 bleeding,t8 bad,t9 surgery,dominant_topic
j9trfo,0.0,0.0,0.2,0.5,0.0,0.0,0.0,0.27,0.0,0.0,3
j9vmof,0.11,0.0,0.0,0.0,0.18,0.0,0.35,0.0,0.1,0.26,6
j9wz8o,0.08,0.0,0.19,0.09,0.14,0.0,0.0,0.21,0.29,0.0,8
j9x00q,0.01,0.01,0.01,0.01,0.01,0.01,0.24,0.01,0.01,0.7,9
j9x6td,0.01,0.01,0.24,0.01,0.01,0.01,0.54,0.17,0.01,0.01,6
j9z16o,0.1,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.72,0.0,8
ja3zrp,0.01,0.01,0.01,0.13,0.01,0.01,0.01,0.01,0.83,0.01,8
ja62w9,0.0,0.0,0.0,0.36,0.2,0.14,0.0,0.0,0.23,0.07,3
ja8tr5,0.0,0.0,0.13,0.0,0.0,0.72,0.04,0.0,0.0,0.1,5
ja9920,0.0,0.0,0.0,0.06,0.0,0.17,0.0,0.0,0.76,0.0,8
jaess1,0.2,0.0,0.0,0.06,0.0,0.1,0.0,0.0,0.57,0.06,8
jaetcx,0.12,0.0,0.3,0.23,0.33,0.0,0.0,0.0,0.0,0.0,4
jaioqx,0.0,0.0,0.0,0.46,0.51,0.0,0.0,0.0,0.0,0.0,4
jamfvu,0.0,0.06,0.0,0.22,0.0,0.0,0.0,0.06,0.0,0.63,9
jap8kc,0.0,0.0,0.28,0.15,0.07,0.0,0.07,0.0,0.42,0.0,8
japxfr,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.36,8
jaqmhq,0.33,0.0,0.29,0.12,0.0,0.0,0.0,0.0,0.24,0.0,0
java9b,0.54,0.01,0.36,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0
jawoxx,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.14,0.31,0.12,5
jayu7c,0.65,0.01,0.01,0.01,0.01,0.01,0.01,0.29,0.01,0.01,0
jb27u3,0.07,0.0,0.0,0.0,0.0,0.45,0.25,0.0,0.18,0.04,5
jb2fah,0.0,0.0,0.0,0.0,0.26,0.06,0.26,0.14,0.1,0.18,4
jb4lwt,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.3,0.5,0.13,8
jb97fd,0.0,0.07,0.0,0.0,0.08,0.34,0.16,0.34,0.02,0.0,5
jbbzsn,0.01,0.01,0.76,0.01,0.01,0.01,0.01,0.16,0.01,0.01,2
jbd8h4,0.01,0.01,0.01,0.01,0.01,0.01,0.53,0.42,0.01,0.01,6
jbfbge,0.58,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0
jbgpxm,0.34,0.17,0.07,0.0,0.0,0.0,0.0,0.39,0.0,0.0,7
jblpa8,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.45,0.38,0.06,7
jbm6c2,0.61,0.0,0.14,0.07,0.0,0.0,0.17,0.0,0.0,0.0,0
jbxots,0.08,0.06,0.0,0.1,0.32,0.06,0.05,0.27,0.05,0.0,4
jbyglp,0.0,0.0,0.34,0.0,0.19,0.0,0.0,0.0,0.23,0.22,2
jbym7x,0.0,0.0,0.06,0.0,0.0,0.57,0.08,0.0,0.28,0.0,5
jbz2d8,0.0,0.0,0.12,0.38,0.0,0.0,0.15,0.12,0.09,0.14,3
jc0n2h,0.0,0.0,0.05,0.0,0.05,0.36,0.0,0.0,0.27,0.26,5
jc1nyi,0.09,0.0,0.0,0.1,0.48,0.32,0.0,0.0,0.0,0.0,4
jc3b04,0.0,0.39,0.34,0.12,0.0,0.0,0.0,0.0,0.0,0.13,1
jc3g92,0.24,0.03,0.14,0.23,0.0,0.0,0.04,0.0,0.32,0.0,8
jc92q2,0.01,0.01,0.01,0.89,0.01,0.01,0.01,0.01,0.01,0.01,3
jcaodp,0.0,0.03,0.0,0.0,0.36,0.0,0.14,0.38,0.08,0.0,7
jcdy5m,0.0,0.0,0.1,0.0,0.43,0.38,0.0,0.0,0.0,0.07,4
jce8cu,0.24,0.36,0.01,0.34,0.01,0.01,0.01,0.01,0.01,0.01,1
jcfzv5,0.0,0.0,0.0,0.0,0.0,0.84,0.0,0.14,0.0,0.0,5
jchq71,0.0,0.13,0.0,0.08,0.32,0.27,0.0,0.18,0.0,0.02,4
jckglc,0.02,0.02,0.02,0.02,0.85,0.02,0.02,0.02,0.02,0.02,4
jcn5sk,0.16,0.01,0.61,0.01,0.11,0.01,0.01,0.1,0.01,0.01,2
jcq5b2,0.1,0.0,0.0,0.29,0.0,0.2,0.05,0.0,0.35,0.0,8
jcu2at,0.0,0.04,0.06,0.0,0.0,0.49,0.0,0.18,0.23,0.0,5
jd0eqt,0.0,0.0,0.0,0.11,0.12,0.34,0.0,0.33,0.08,0.0,5
jd1x4m,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.88,0.0,0.0,7
jd3an8,0.58,0.01,0.01,0.31,0.01,0.01,0.01,0.01,0.01,0.01,0
jd5o89,0.13,0.0,0.0,0.0,0.25,0.0,0.0,0.6,0.0,0.0,7
jdblic,0.0,0.0,0.0,0.55,0.0,0.0,0.0,0.04,0.39,0.0,3
jdgdni,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.91,0.0,8
jdj0la,0.23,0.0,0.0,0.0,0.05,0.37,0.0,0.34,0.0,0.0,5
jdjefb,0.6,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
jdjyxw,0.0,0.0,0.0,0.12,0.09,0.26,0.04,0.49,0.0,0.0,7
jdl57d,0.31,0.18,0.01,0.01,0.01,0.01,0.01,0.01,0.44,0.01,8
jdlaus,0.24,0.12,0.0,0.0,0.21,0.21,0.0,0.17,0.0,0.04,0
jdm6ac,0.0,0.0,0.0,0.14,0.2,0.18,0.0,0.11,0.37,0.0,8
jdpjm2,0.09,0.0,0.03,0.02,0.0,0.79,0.06,0.0,0.01,0.0,5
jdqja4,0.0,0.05,0.0,0.09,0.0,0.0,0.07,0.26,0.32,0.21,8
jdqysg,0.04,0.0,0.0,0.04,0.0,0.24,0.0,0.19,0.49,0.0,8
jdsqxb,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.83,0.0,8
jdu6pd,0.1,0.01,0.52,0.05,0.0,0.0,0.0,0.17,0.15,0.0,2
jdve09,0.0,0.07,0.0,0.0,0.0,0.0,0.04,0.87,0.0,0.0,7
jdvotk,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.43,0.0,0.42,7
jdw47l,0.0,0.17,0.0,0.32,0.0,0.0,0.0,0.48,0.0,0.0,7
jdxvbv,0.08,0.0,0.0,0.0,0.0,0.24,0.0,0.66,0.0,0.0,7
jdyhgz,0.0,0.0,0.0,0.15,0.67,0.0,0.0,0.0,0.18,0.0,4
je1ex5,0.0,0.07,0.29,0.0,0.0,0.47,0.1,0.0,0.0,0.08,5
jem6nu,0.01,0.13,0.06,0.06,0.27,0.15,0.08,0.12,0.12,0.0,4
jep7v8,0.8,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.16,0.01,0
jerqtg,0.0,0.15,0.33,0.1,0.0,0.0,0.0,0.13,0.0,0.28,2
jerrs6,0.11,0.0,0.06,0.0,0.17,0.26,0.07,0.0,0.0,0.34,9
jes39v,0.01,0.01,0.01,0.01,0.01,0.16,0.78,0.01,0.01,0.01,6
jesety,0.04,0.08,0.12,0.07,0.11,0.13,0.0,0.36,0.0,0.1,7
jeuhlm,0.42,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.51,0.01,8
jez6xx,0.0,0.0,0.11,0.0,0.0,0.86,0.0,0.0,0.0,0.0,5
jezg5g,0.48,0.0,0.0,0.0,0.12,0.22,0.0,0.0,0.18,0.0,0
jezsov,0.21,0.11,0.15,0.0,0.0,0.18,0.04,0.23,0.0,0.08,7
jf2bom,0.29,0.01,0.01,0.01,0.66,0.01,0.01,0.01,0.01,0.01,4
jf2m9c,0.0,0.1,0.0,0.0,0.44,0.21,0.09,0.0,0.0,0.14,4
jf2vd1,0.52,0.01,0.01,0.01,0.01,0.01,0.01,0.4,0.01,0.01,0
jf36g6,0.0,0.02,0.22,0.14,0.21,0.11,0.2,0.06,0.0,0.04,2
jf4l2h,0.12,0.0,0.0,0.3,0.0,0.11,0.0,0.26,0.15,0.05,3
jf5706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.26,0.33,7
jf8k7v,0.0,0.19,0.0,0.11,0.0,0.0,0.0,0.0,0.57,0.11,8
jf8xck,0.0,0.02,0.17,0.0,0.07,0.28,0.05,0.24,0.0,0.17,5
jf8z8b,0.12,0.04,0.06,0.15,0.0,0.0,0.0,0.38,0.24,0.0,7
jfa1tk,0.0,0.11,0.0,0.0,0.0,0.41,0.0,0.19,0.29,0.0,5
jfe2eb,0.01,0.01,0.01,0.01,0.01,0.01,0.14,0.01,0.01,0.8,9
jfebg5,0.0,0.0,0.0,0.0,0.28,0.69,0.03,0.0,0.0,0.0,5
jffhkz,0.0,0.09,0.0,0.0,0.1,0.0,0.0,0.42,0.23,0.16,7
jfl28a,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.37,0.57,0.01,8
jflfub,0.0,0.15,0.0,0.0,0.0,0.3,0.0,0.55,0.0,0.0,7
jflmqc,0.0,0.05,0.0,0.0,0.62,0.0,0.05,0.17,0.1,0.0,4
jfml4l,0.0,0.0,0.3,0.0,0.0,0.46,0.0,0.0,0.23,0.0,5
jfo4ug,0.27,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.43,0.26,8
jfqb3o,0.0,0.18,0.0,0.49,0.0,0.0,0.0,0.19,0.13,0.0,3
jfqlld,0.0,0.0,0.0,0.02,0.28,0.31,0.19,0.2,0.0,0.0,5
jfqudt,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.18,0.01,0.77,9
jfticu,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
jftl9c,0.25,0.0,0.0,0.16,0.27,0.0,0.18,0.0,0.13,0.0,4
jfwh8u,0.01,0.01,0.01,0.01,0.01,0.01,0.95,0.01,0.01,0.01,6
jfxwor,0.0,0.0,0.59,0.0,0.0,0.39,0.0,0.0,0.0,0.0,2
jfzi4h,0.05,0.11,0.0,0.33,0.0,0.12,0.17,0.21,0.0,0.0,3
jg1j4d,0.0,0.0,0.21,0.0,0.0,0.0,0.34,0.34,0.1,0.0,6
jg1wjg,0.15,0.0,0.19,0.0,0.0,0.0,0.07,0.0,0.57,0.0,8
jg234x,0.0,0.06,0.0,0.02,0.19,0.32,0.2,0.12,0.09,0.0,5
jg3xaa,0.26,0.01,0.01,0.01,0.01,0.01,0.12,0.01,0.01,0.58,9
jg8njw,0.09,0.0,0.0,0.0,0.27,0.12,0.0,0.0,0.52,0.0,8
jg8uib,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.95,0.01,8
jg9bqx,0.0,0.0,0.26,0.0,0.0,0.72,0.0,0.0,0.0,0.0,5
jgb1n5,0.01,0.01,0.16,0.01,0.01,0.01,0.47,0.01,0.01,0.33,6
jgbheo,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.38,0.49,0.0,8
jgbu60,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.28,0.25,0.2,7
jgby8b,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.28,0.25,0.2,7
jgdbvl,0.05,0.0,0.16,0.0,0.0,0.52,0.0,0.04,0.22,0.0,5
jgf4cx,0.03,0.03,0.77,0.03,0.03,0.03,0.03,0.03,0.03,0.03,2
jgfrho,0.0,0.27,0.0,0.19,0.0,0.0,0.0,0.28,0.11,0.14,7
jgjwo3,0.0,0.18,0.24,0.03,0.0,0.12,0.04,0.03,0.25,0.11,8
jgmn97,0.03,0.0,0.04,0.22,0.3,0.18,0.1,0.05,0.06,0.0,4
jgpcl1,0.01,0.01,0.01,0.01,0.01,0.37,0.01,0.58,0.01,0.01,7
jgumf3,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.14,0
jh0i8l,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.66,0.23,0.0,7
jh2xlz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.59,0.2,8
jh6j83,0.0,0.02,0.0,0.0,0.17,0.59,0.12,0.0,0.09,0.0,5
jhj1mw,0.0,0.1,0.0,0.0,0.48,0.0,0.0,0.0,0.41,0.0,4
jhk02h,0.11,0.0,0.45,0.05,0.0,0.0,0.0,0.36,0.0,0.0,2
jhkt2t,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.2,0.52,0.0,8
jhl35d,0.0,0.02,0.02,0.0,0.09,0.35,0.0,0.08,0.0,0.44,9
jhmy5z,0.0,0.0,0.0,0.41,0.0,0.0,0.0,0.56,0.0,0.0,7
jhqt7v,0.24,0.0,0.0,0.0,0.0,0.46,0.11,0.0,0.0,0.16,5
jhr6ng,0.0,0.0,0.0,0.0,0.5,0.19,0.06,0.24,0.0,0.0,4
jhs5os,0.21,0.0,0.22,0.0,0.54,0.0,0.0,0.0,0.0,0.0,4
ji050w,0.0,0.03,0.02,0.0,0.13,0.0,0.0,0.38,0.44,0.0,8
ji20mt,0.92,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0
ji2ki6,0.0,0.08,0.14,0.14,0.0,0.0,0.0,0.0,0.53,0.11,8
ji2ywq,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.37,0.29,8
ji3fo5,0.0,0.0,0.48,0.0,0.0,0.17,0.33,0.0,0.0,0.0,2
ji80p3,0.02,0.0,0.15,0.0,0.29,0.0,0.0,0.17,0.21,0.16,4
ji8i9k,0.0,0.14,0.0,0.06,0.0,0.0,0.0,0.42,0.21,0.17,7
jieagg,0.0,0.0,0.0,0.0,0.68,0.16,0.0,0.0,0.15,0.0,4
jij0cr,0.0,0.16,0.0,0.0,0.21,0.3,0.0,0.33,0.0,0.0,7
jijco3,0.1,0.06,0.15,0.0,0.52,0.0,0.0,0.15,0.0,0.0,4
jims1r,0.32,0.5,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,1
jimvp8,0.0,0.0,0.0,0.14,0.0,0.0,0.13,0.0,0.71,0.0,8
jin8lc,0.32,0.13,0.0,0.1,0.0,0.0,0.0,0.15,0.29,0.0,0
jiryy9,0.07,0.05,0.0,0.0,0.0,0.54,0.0,0.0,0.33,0.0,5
jitp5l,0.05,0.41,0.0,0.17,0.0,0.0,0.0,0.36,0.0,0.0,1
jiwswu,0.0,0.13,0.0,0.0,0.16,0.0,0.43,0.0,0.27,0.0,6
jixxgk,0.0,0.0,0.06,0.23,0.13,0.18,0.25,0.05,0.1,0.0,6
jiyj4f,0.0,0.0,0.0,0.0,0.22,0.31,0.14,0.0,0.0,0.32,9
jj1422,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.56,0.25,8
jj4veb,0.83,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0
jj5aac,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.73,0.23,8
jj6j7e,0.0,0.0,0.08,0.05,0.31,0.22,0.07,0.08,0.19,0.0,4
jj6rvs,0.0,0.02,0.12,0.12,0.15,0.08,0.09,0.0,0.09,0.33,9
jj8c89,0.0,0.0,0.0,0.29,0.35,0.0,0.0,0.0,0.0,0.36,9
jj9qe4,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.7,0.0,8
jjar9i,0.0,0.0,0.0,0.59,0.08,0.0,0.05,0.0,0.27,0.0,3
jjb9oh,0.0,0.0,0.16,0.27,0.0,0.0,0.2,0.0,0.0,0.35,9
jjd4j4,0.86,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
jjezxe,0.33,0.0,0.19,0.11,0.0,0.35,0.0,0.0,0.0,0.0,5
jjis2l,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.66,0.0,0.0,7
jjjy7i,0.01,0.01,0.01,0.01,0.01,0.01,0.18,0.01,0.78,0.01,8
jjot68,0.0,0.0,0.07,0.24,0.11,0.14,0.0,0.0,0.31,0.14,8
jjp0re,0.0,0.0,0.0,0.0,0.13,0.43,0.0,0.0,0.0,0.42,5
jjuv1n,0.01,0.01,0.01,0.01,0.01,0.01,0.22,0.01,0.13,0.58,9
jjvd56,0.0,0.01,0.1,0.0,0.32,0.39,0.06,0.12,0.0,0.0,5
jjxknu,0.06,0.0,0.0,0.0,0.5,0.15,0.0,0.0,0.27,0.0,4
jjygcp,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.48,0.0,0.31,7
jk2g2j,0.09,0.09,0.27,0.0,0.0,0.0,0.16,0.2,0.0,0.18,2
jk4up3,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.24,0.48,0.23,8
jk9nfx,0.04,0.02,0.0,0.12,0.42,0.25,0.02,0.07,0.0,0.07,4
jkcepr,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.44,0.0,8
jkcrmn,0.81,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.06,0
jkdk8z,0.0,0.26,0.0,0.0,0.0,0.0,0.16,0.47,0.0,0.09,7
jkdsvd,0.01,0.01,0.01,0.01,0.19,0.01,0.01,0.01,0.01,0.69,9
jke95m,0.15,0.09,0.0,0.0,0.0,0.0,0.05,0.7,0.0,0.0,7
jkfnnu,0.24,0.0,0.06,0.0,0.0,0.32,0.07,0.26,0.0,0.05,5
jkgipt,0.0,0.0,0.31,0.0,0.16,0.39,0.12,0.0,0.0,0.0,5
jkhcsb,0.0,0.05,0.18,0.0,0.0,0.28,0.03,0.21,0.24,0.0,5
jkhd9w,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.33,0.42,0.0,8
jkjj9p,0.01,0.01,0.56,0.01,0.01,0.01,0.01,0.37,0.01,0.01,2
jkl71u,0.0,0.0,0.0,0.0,0.4,0.59,0.0,0.0,0.0,0.0,5
jklfu7,0.0,0.0,0.0,0.0,0.05,0.33,0.09,0.0,0.53,0.0,8
jkm708,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.95,0.01,8
jkn9ey,0.37,0.0,0.16,0.45,0.0,0.0,0.0,0.0,0.0,0.0,3
jko785,0.0,0.0,0.16,0.0,0.0,0.0,0.21,0.22,0.0,0.37,9
jkpwtx,0.0,0.0,0.0,0.0,0.46,0.0,0.0,0.31,0.22,0.0,4
jkq4x7,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.63,0.0,8
jkrvas,0.0,0.0,0.0,0.33,0.0,0.0,0.47,0.0,0.19,0.0,6
jl2bgb,0.01,0.01,0.01,0.01,0.23,0.25,0.01,0.1,0.01,0.38,9
jl49su,0.0,0.0,0.0,0.14,0.0,0.52,0.32,0.0,0.0,0.0,5
jl71y0,0.0,0.0,0.0,0.41,0.0,0.0,0.0,0.0,0.56,0.0,8
jl77k3,0.0,0.0,0.0,0.12,0.49,0.0,0.0,0.0,0.37,0.0,4
jlb2jg,0.01,0.01,0.01,0.01,0.01,0.66,0.26,0.01,0.01,0.01,5
jlz0vf,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.31,0.45,0.0,8
jm5cae,0.06,0.0,0.0,0.13,0.13,0.17,0.28,0.0,0.23,0.0,6
jm982l,0.21,0.0,0.0,0.0,0.0,0.1,0.04,0.0,0.38,0.26,8
jmal90,0.06,0.0,0.0,0.0,0.19,0.0,0.28,0.0,0.47,0.0,8
jmcjha,0.0,0.08,0.0,0.0,0.12,0.37,0.0,0.12,0.29,0.0,5
jmcwum,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.68,0.0,8
jmdz3u,0.0,0.0,0.0,0.06,0.0,0.1,0.0,0.0,0.82,0.0,8
jme97h,0.0,0.0,0.0,0.0,0.85,0.0,0.14,0.0,0.0,0.0,4
jmemsr,0.01,0.01,0.01,0.01,0.01,0.01,0.95,0.01,0.01,0.01,6
jmgehs,0.0,0.0,0.33,0.07,0.09,0.0,0.0,0.47,0.0,0.04,7
jmguuj,0.13,0.0,0.22,0.14,0.32,0.0,0.0,0.0,0.18,0.0,4
jml29n,0.01,0.01,0.01,0.01,0.01,0.42,0.01,0.01,0.27,0.28,5
jmlpap,0.0,0.0,0.12,0.0,0.48,0.0,0.29,0.0,0.0,0.08,4
jmp5gy,0.0,0.0,0.0,0.64,0.0,0.21,0.0,0.0,0.0,0.12,3
jmuka0,0.0,0.0,0.0,0.0,0.2,0.46,0.34,0.0,0.0,0.0,5
jmw0n6,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.28,5
jmxdco,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.31,0.62,0.01,8
jmzuk8,0.04,0.0,0.0,0.26,0.17,0.0,0.21,0.29,0.0,0.0,7
jn1i0e,0.1,0.0,0.0,0.23,0.67,0.0,0.0,0.0,0.0,0.0,4
jn8181,0.0,0.0,0.0,0.23,0.0,0.18,0.0,0.0,0.42,0.14,8
jn8ugw,0.09,0.0,0.1,0.0,0.26,0.28,0.0,0.26,0.0,0.0,5
jn98pr,0.0,0.0,0.0,0.0,0.78,0.0,0.0,0.21,0.0,0.0,4
jnafbi,0.13,0.0,0.32,0.0,0.0,0.0,0.26,0.15,0.0,0.13,2
jndelg,0.01,0.01,0.18,0.01,0.01,0.35,0.01,0.01,0.41,0.01,8
jndfpt,0.03,0.0,0.04,0.12,0.07,0.53,0.0,0.08,0.0,0.13,5
jnet5b,0.0,0.07,0.0,0.0,0.34,0.19,0.09,0.16,0.0,0.14,4
jnfscg,0.01,0.01,0.01,0.01,0.01,0.18,0.01,0.76,0.01,0.01,7
jngr5i,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.28,0.56,9
jnh6x2,0.6,0.0,0.0,0.0,0.08,0.29,0.02,0.0,0.0,0.0,0
jniawg,0.06,0.07,0.18,0.04,0.4,0.0,0.0,0.0,0.0,0.24,4
jnitw9,0.49,0.01,0.46,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0
jnjm2i,0.32,0.01,0.01,0.01,0.01,0.01,0.17,0.01,0.01,0.48,9
jnlp44,0.0,0.0,0.0,0.0,0.0,0.81,0.0,0.0,0.0,0.16,5
jnmgjz,0.23,0.0,0.0,0.0,0.4,0.0,0.0,0.2,0.0,0.14,4
jnozrt,0.0,0.0,0.21,0.0,0.0,0.65,0.11,0.0,0.0,0.0,5
jnutm3,0.03,0.0,0.1,0.09,0.03,0.41,0.26,0.0,0.0,0.08,5
jnvy9n,0.02,0.02,0.02,0.34,0.02,0.02,0.19,0.02,0.35,0.02,8
jnxser,0.01,0.01,0.01,0.24,0.01,0.48,0.23,0.01,0.01,0.01,5
jnxzo9,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.03,0.32,0.43,9
jnyc6e,0.0,0.0,0.0,0.0,0.38,0.24,0.0,0.19,0.19,0.0,4
jo2who,0.12,0.0,0.0,0.0,0.0,0.42,0.0,0.0,0.26,0.18,5
jo4zrt,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.77,0.03,8
jo69rd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96,9
jo72f7,0.0,0.0,0.06,0.34,0.17,0.11,0.0,0.32,0.0,0.0,3
jpau2n,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.49,0.0,8
jpdp74,0.11,0.18,0.13,0.0,0.0,0.18,0.0,0.0,0.13,0.25,9
jpeshg,0.25,0.0,0.0,0.06,0.0,0.0,0.0,0.14,0.0,0.53,9
jpgs5t,0.25,0.01,0.01,0.19,0.01,0.01,0.01,0.2,0.01,0.29,9
jphbr1,0.0,0.02,0.09,0.0,0.02,0.05,0.05,0.35,0.42,0.0,8
jphwbr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97,0.0,8
jpiio3,0.0,0.0,0.0,0.05,0.19,0.64,0.0,0.0,0.0,0.12,5
jpiskw,0.01,0.24,0.01,0.01,0.01,0.37,0.34,0.01,0.01,0.01,5
jpk1pl,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.36,0.0,0.0,6
jplo1y,0.01,0.01,0.01,0.49,0.41,0.01,0.01,0.01,0.01,0.01,3
jpm5cf,0.0,0.03,0.13,0.0,0.0,0.67,0.0,0.16,0.0,0.0,5
jpm80l,0.0,0.0,0.0,0.29,0.47,0.0,0.0,0.0,0.23,0.0,4
jps59l,0.41,0.01,0.01,0.01,0.01,0.21,0.01,0.01,0.34,0.01,0
jpu0ji,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.82,0.1,8
jpuq2n,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.79,0.01,0.14,7
jpz1he,0.15,0.0,0.0,0.0,0.0,0.08,0.0,0.49,0.0,0.26,7
jq3975,0.33,0.0,0.34,0.0,0.18,0.0,0.04,0.0,0.0,0.11,2
jq5fg8,0.07,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.27,8
jq5qe9,0.02,0.05,0.0,0.2,0.16,0.0,0.01,0.36,0.19,0.0,7
jq99qy,0.0,0.0,0.47,0.18,0.0,0.0,0.0,0.0,0.33,0.0,2
jq9kbl,0.02,0.02,0.02,0.02,0.02,0.02,0.85,0.02,0.02,0.02,6
jqcmx8,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.18,0.78,0.01,8
jqdgoy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89,0.09,8
jqez05,0.08,0.21,0.12,0.0,0.02,0.33,0.0,0.11,0.1,0.03,5
jqfe5u,0.0,0.0,0.0,0.0,0.58,0.0,0.0,0.19,0.23,0.0,4
jqffs5,0.0,0.0,0.0,0.22,0.28,0.18,0.0,0.0,0.32,0.0,8
jqfv5r,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.0,0.46,0.0,6
jqhf41,0.1,0.24,0.09,0.0,0.0,0.35,0.0,0.12,0.08,0.02,5
jqkdnf,0.22,0.2,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.26,7
jqnqk3,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.22,0.11,6
jqq2cm,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.85,0.02,0.02,7
jqqx6b,0.0,0.05,0.04,0.05,0.28,0.27,0.09,0.05,0.17,0.0,4
jqsjy4,0.0,0.06,0.05,0.0,0.24,0.0,0.0,0.4,0.17,0.08,7
jqtc4o,0.0,0.08,0.0,0.0,0.06,0.0,0.0,0.01,0.81,0.04,8
jqu815,0.0,0.0,0.69,0.28,0.0,0.0,0.0,0.0,0.0,0.0,2
jquzcu,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.89,0.01,8
jqvxzq,0.13,0.2,0.0,0.0,0.36,0.0,0.0,0.29,0.0,0.0,4
jqxsvt,0.01,0.01,0.01,0.01,0.01,0.01,0.17,0.01,0.01,0.76,9
jqxypc,0.41,0.0,0.0,0.0,0.0,0.1,0.0,0.12,0.0,0.34,0
jqz8is,0.01,0.01,0.01,0.01,0.01,0.89,0.01,0.01,0.01,0.01,5
jr0t7q,0.0,0.0,0.0,0.44,0.0,0.0,0.0,0.18,0.35,0.0,3
jr0yd8,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.9,0.01,0.01,7
jr1qqx,0.0,0.24,0.0,0.0,0.0,0.3,0.0,0.16,0.2,0.09,5
jr1ujk,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.15,0.32,0.14,6
jr2609,0.0,0.0,0.27,0.0,0.13,0.52,0.0,0.03,0.05,0.0,5
