,t0 pregnant,t1 amp,t2 help,t3 weight,t4 symptom,t5 ultrasound,t6 tissue,t7 surgery,t8 nt,t9 surgery,t10 experience,t11 back,t12 nt,t13 pill,t14 control,dominant_topic
i97rfm,0.01,0.01,0.0,0.04,0.14,0.25,0.0,0.0,0.02,0.0,0.0,0.15,0.18,0.05,0.15,5
i97z47,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.11,0.58,14
i99toe,0.02,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.45,14
i9brkw,0.02,0.0,0.05,0.0,0.28,0.1,0.0,0.26,0.0,0.0,0.13,0.0,0.0,0.14,0.0,4
i9bwm7,0.05,0.0,0.0,0.0,0.0,0.51,0.02,0.18,0.0,0.11,0.0,0.12,0.0,0.0,0.0,5
i9chnv,0.0,0.0,0.0,0.0,0.07,0.17,0.0,0.0,0.0,0.07,0.0,0.23,0.0,0.12,0.34,14
i9enm4,0.01,0.01,0.01,0.01,0.34,0.01,0.01,0.01,0.01,0.01,0.01,0.55,0.01,0.01,0.01,11
i9m7te,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.37,0.14,0.0,12
i9mhgl,0.04,0.0,0.07,0.0,0.0,0.12,0.0,0.0,0.0,0.18,0.0,0.0,0.16,0.09,0.33,14
i9ntyo,0.0,0.0,0.0,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.26,0.0,4
i9ph0y,0.0,0.0,0.07,0.0,0.0,0.78,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,5
i9qicu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.28,0.46,0.0,0.0,0.0,0.0,10
i9rxp1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.33,0.0,0.0,0.0,0.0,9
i9z0yd,0.01,0.01,0.01,0.01,0.01,0.32,0.01,0.01,0.59,0.01,0.01,0.01,0.01,0.01,0.01,8
ia0ztx,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.16,0.0,0.0,0.24,0.36,14
ia1aaf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.28,0.0,0.0,11
ia2ag9,0.0,0.0,0.06,0.04,0.14,0.14,0.0,0.04,0.13,0.0,0.0,0.02,0.08,0.12,0.24,14
ia2v0m,0.0,0.0,0.0,0.0,0.19,0.05,0.0,0.0,0.42,0.0,0.0,0.03,0.0,0.0,0.3,8
ia46ne,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83,0.0,0.0,0.0,0.0,10
ia51o1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.46,0.0,0.07,0.0,0.0,0.0,9
ia7i30,0.0,0.0,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.12,0.0,0.21,0.06,0.0,0.0,4
ia89cr,0.0,0.0,0.0,0.0,0.0,0.33,0.02,0.0,0.15,0.0,0.0,0.49,0.0,0.0,0.0,11
ia8lmw,0.01,0.01,0.01,0.23,0.7,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,4
iad1fh,0.0,0.0,0.0,0.25,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
iaelfv,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.04,0.23,0.0,0.38,0.27,0.0,12
iahjhs,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.26,0.36,0.0,0.2,0.0,0.0,0.0,9
iak6q8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.08,0.0,0.23,0.14,0.21,8
ialz15,0.0,0.0,0.0,0.04,0.27,0.0,0.06,0.0,0.0,0.0,0.0,0.22,0.0,0.07,0.33,14
iao6sv,0.04,0.0,0.0,0.0,0.06,0.37,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.14,0.0,11
iar730,0.0,0.01,0.0,0.0,0.61,0.17,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.14,0.0,4
iaticu,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.36,0.23,0.0,0.0,11
ib2jtm,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.36,0.37,0.0,0.19,12
ib68i1,0.13,0.0,0.0,0.07,0.25,0.13,0.04,0.13,0.14,0.0,0.0,0.0,0.0,0.1,0.0,4
ibaj21,0.0,0.03,0.19,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71,0.0,0.0,12
ibgke1,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.84,0.01,0.01,0.01,11
ibi2zp,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.39,0.15,0.0,0.15,0.11,0.0,0.13,0.0,7
ibioy8,0.0,0.0,0.0,0.0,0.37,0.26,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.3,4
ibj6xo,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.27,0.35,14
ibklq4,0.0,0.0,0.0,0.31,0.0,0.0,0.05,0.0,0.0,0.0,0.2,0.0,0.0,0.07,0.34,14
ibla7h,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.31,0.33,14
ibmq3j,0.01,0.01,0.14,0.01,0.01,0.01,0.01,0.01,0.59,0.01,0.01,0.18,0.01,0.01,0.01,8
ibohnp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.0,0.0,0.0,0.0,10
iboja5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96,14
iboqc9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.17,0.08,0.0,0.0,0.23,0.0,0.41,14
iboyzg,0.08,0.0,0.0,0.0,0.14,0.22,0.0,0.0,0.13,0.28,0.0,0.0,0.0,0.0,0.14,9
ibttnq,0.0,0.0,0.08,0.04,0.24,0.0,0.09,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.19,11
ibu4ja,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,11
ibwcdt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64,0.09,0.0,0.0,0.26,0.0,0.0,8
ibys6u,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.35,0.28,13
ic0sta,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.16,0.37,0.42,0.01,0.01,12
ic1nd7,0.0,0.01,0.0,0.04,0.0,0.57,0.0,0.0,0.0,0.0,0.05,0.18,0.12,0.03,0.0,5
ic3bw4,0.0,0.0,0.0,0.0,0.04,0.45,0.02,0.0,0.0,0.04,0.0,0.29,0.0,0.09,0.06,5
ic4yg4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.2,0.0,0.0,0.0,0.0,0.0,0.11,7
ic8b68,0.0,0.08,0.0,0.0,0.11,0.54,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,5
icb0nu,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.32,0.25,0.0,0.21,0.0,0.0,0.0,0.13,7
ice0l0,0.03,0.0,0.07,0.0,0.0,0.37,0.0,0.0,0.0,0.15,0.27,0.0,0.0,0.11,0.0,5
icekc1,0.0,0.0,0.13,0.0,0.0,0.38,0.0,0.19,0.0,0.0,0.13,0.14,0.0,0.0,0.0,5
icha5b,0.0,0.06,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,5
ichylu,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.69,0.02,0.02,0.02,11
icifta,0.0,0.0,0.0,0.0,0.0,0.44,0.05,0.28,0.0,0.0,0.0,0.21,0.0,0.0,0.0,5
ickxjw,0.0,0.0,0.09,0.0,0.26,0.0,0.04,0.0,0.0,0.0,0.07,0.45,0.08,0.0,0.0,11
icmii7,0.0,0.01,0.0,0.0,0.0,0.0,0.03,0.0,0.19,0.15,0.0,0.0,0.24,0.0,0.37,14
icrdz7,0.0,0.0,0.0,0.09,0.54,0.1,0.0,0.0,0.0,0.07,0.0,0.18,0.0,0.0,0.0,4
icse5f,0.03,0.0,0.04,0.0,0.07,0.0,0.0,0.0,0.58,0.08,0.05,0.0,0.15,0.0,0.0,8
icsmgw,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.69,14
icsn4m,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.36,0.32,0.0,0.0,0.0,0.0,0.0,0.13,7
icvnu2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76,0.18,0.0,0.0,11
icvp2l,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83,0.0,0.0,0.0,0.0,0.0,0.0,8
icwmei,0.08,0.01,0.42,0.01,0.01,0.01,0.01,0.01,0.2,0.01,0.01,0.01,0.01,0.01,0.22,2
icwnkx,0.01,0.01,0.01,0.01,0.88,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,4
icy0z5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.45,4
icz4ew,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.03,0.27,0.0,0.47,0.0,0.0,12
id0jkq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94,0.0,0.0,0.0,0.0,0.0,9
id1di6,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.58,0.0,0.0,0.0,11
id4h0n,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53,0.0,0.0,0.41,11
ida4oc,0.02,0.0,0.0,0.0,0.09,0.14,0.02,0.0,0.0,0.0,0.21,0.0,0.34,0.08,0.09,12
idb64p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.15,0.1,0.37,0.27,0.0,12
idb6t7,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.29,0.0,0.0,0.0,0.05,8
idc1ef,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.08,0.0,0.19,0.13,0.47,14
ide1yg,0.01,0.01,0.01,0.01,0.34,0.01,0.01,0.01,0.6,0.01,0.01,0.01,0.01,0.01,0.01,8
ideviw,0.01,0.01,0.22,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.59,0.12,0.01,12
idgnb1,0.05,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.39,0.09,0.0,0.37,0.0,0.0,9
idhqcj,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.1,0.0,7
idihj8,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.07,0.34,0.0,0.0,10
idiv05,0.01,0.01,0.47,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.44,0.01,0.01,0.01,0.01,2
idlbb8,0.02,0.0,0.0,0.0,0.13,0.43,0.0,0.15,0.0,0.12,0.07,0.0,0.06,0.0,0.0,5
idmfea,0.02,0.0,0.0,0.01,0.0,0.46,0.01,0.18,0.0,0.08,0.05,0.0,0.19,0.0,0.0,5
ido8wm,0.01,0.16,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.75,0.01,0.01,0.01,0.01,10
idpte9,0.0,0.0,0.1,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.3,0.42,0.0,0.0,12
idtszx,0.08,0.0,0.0,0.0,0.0,0.0,0.02,0.13,0.17,0.03,0.21,0.13,0.22,0.0,0.0,12
idv462,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.33,0.0,0.14,0.0,0.0,5
ie27xb,0.0,0.03,0.0,0.11,0.0,0.05,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.31,0.41,14
ie2xth,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.36,0.0,0.27,0.17,0.0,0.0,9
ie7drr,0.1,0.0,0.1,0.0,0.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
ie7ruo,0.0,0.0,0.0,0.04,0.55,0.0,0.0,0.0,0.0,0.23,0.14,0.0,0.0,0.0,0.0,4
ie87lm,0.01,0.01,0.0,0.0,0.21,0.0,0.0,0.0,0.07,0.0,0.0,0.15,0.29,0.13,0.12,12
iekk0s,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.81,14
ieko1x,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.07,0.0,4
ieojyh,0.01,0.01,0.4,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.49,0.01,0.01,0.01,0.01,10
iepcrr,0.0,0.0,0.09,0.0,0.52,0.0,0.0,0.19,0.0,0.0,0.05,0.0,0.0,0.13,0.0,4
ieqw0s,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.07,0.0,0.0,0.12,0.53,14
ieufd0,0.01,0.0,0.0,0.0,0.07,0.31,0.04,0.0,0.02,0.0,0.0,0.13,0.11,0.08,0.24,5
if0v6e,0.0,0.0,0.0,0.0,0.12,0.12,0.0,0.0,0.29,0.0,0.0,0.0,0.38,0.09,0.0,12
if27qg,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.0,8
if7111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.0,0.09,0.0,0.0,10
if85p7,0.0,0.0,0.1,0.0,0.51,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
ifc4t1,0.0,0.0,0.13,0.03,0.44,0.13,0.0,0.0,0.11,0.0,0.09,0.07,0.0,0.0,0.0,4
ifdptx,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.51,0.0,0.0,12
ifdx4x,0.01,0.01,0.08,0.0,0.14,0.1,0.0,0.0,0.4,0.0,0.0,0.09,0.0,0.0,0.16,8
ifh76w,0.06,0.0,0.07,0.0,0.12,0.21,0.0,0.22,0.0,0.0,0.07,0.0,0.0,0.16,0.08,7
ifin3r,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.17,7
ifnf6h,0.0,0.0,0.0,0.0,0.9,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
ifr8vr,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.44,0.0,0.37,0.0,0.0,10
ift4er,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.22,0.15,0.0,0.12,0.23,9
ifus7d,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,11
ifyzqj,0.0,0.0,0.0,0.0,0.0,0.52,0.0,0.0,0.2,0.17,0.0,0.0,0.1,0.0,0.0,5
ig05b6,0.02,0.0,0.06,0.0,0.38,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.32,4
ig0dau,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.12,0.16,0.01,0.65,0.01,0.01,0.01,0.01,10
ig5wxw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.33,0.0,0.0,0.07,0.29,10
igan3a,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.47,0.0,0.36,0.0,0.09,0.0,0.0,0.0,7
ige1ww,0.0,0.0,0.05,0.0,0.68,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
igfdma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.63,0.0,0.09,0.0,0.0,10
igfghm,0.0,0.05,0.0,0.0,0.0,0.21,0.0,0.34,0.0,0.0,0.36,0.0,0.0,0.0,0.0,10
igm0ki,0.0,0.0,0.0,0.0,0.87,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
igm5n6,0.08,0.01,0.01,0.01,0.63,0.01,0.01,0.01,0.01,0.01,0.01,0.23,0.01,0.01,0.01,4
igolyj,0.0,0.0,0.0,0.03,0.0,0.21,0.13,0.09,0.0,0.0,0.31,0.22,0.0,0.0,0.0,10
igovqi,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.48,0.0,0.0,12
igrswb,0.0,0.0,0.0,0.04,0.61,0.26,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.02,0.0,4
igsx36,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.19,0.0,0.23,0.0,0.0,9
igx02e,0.0,0.0,0.0,0.03,0.0,0.4,0.01,0.0,0.15,0.25,0.04,0.0,0.12,0.0,0.0,5
igxuw4,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.0,0.0,0.3,0.0,0.0,9
igz61n,0.0,0.04,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.29,10
igzqrz,0.08,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.06,0.0,0.27,0.12,0.0,0.31,14
ih0vi3,0.02,0.0,0.0,0.0,0.37,0.08,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.03,0.0,7
ih1yde,0.08,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.3,0.41,0.0,0.0,0.15,0.0,0.0,9
ih25ml,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.29,0.0,0.19,10
ih395a,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.54,0.0,0.16,0.0,0.13,0.0,0.0,0.0,7
ih8rok,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.49,14
ih92a1,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.07,0.33,0.06,0.3,0.0,0.04,0.0,0.0,8
ihapn7,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.27,0.0,0.0,0.15,0.0,0.0,0.0,0.27,4
iharl8,0.01,0.0,0.0,0.0,0.0,0.49,0.02,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.21,5
ihbe6v,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.08,0.85,14
ihczgh,0.0,0.0,0.0,0.0,0.0,0.43,0.0,0.28,0.11,0.0,0.0,0.0,0.11,0.0,0.07,5
ihhlfh,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.43,0.0,0.13,0.0,11
ihjoye,0.0,0.0,0.08,0.08,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.33,0.08,0.32,12
ihmak0,0.0,0.0,0.0,0.0,0.26,0.5,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,5
ihmv4h,0.0,0.0,0.0,0.0,0.07,0.5,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,5
ihntbu,0.04,0.0,0.13,0.0,0.0,0.0,0.0,0.35,0.16,0.0,0.0,0.0,0.31,0.0,0.0,7
ihownn,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.11,0.0,0.34,0.31,13
ihsb5p,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.77,0.02,0.02,0.02,0.02,0.02,0.02,0.02,7
ihtyld,0.0,0.0,0.42,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0.0,0.0,11
ihvcns,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46,0.0,0.15,12
ihvkv6,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.07,0.57,14
ihwu4a,0.0,0.0,0.0,0.03,0.0,0.11,0.0,0.0,0.29,0.0,0.0,0.11,0.45,0.0,0.0,12
ihxhop,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.58,0.0,0.0,12
ii0h28,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64,0.0,0.0,0.0,11
ii1lwn,0.0,0.0,0.0,0.09,0.15,0.3,0.03,0.07,0.0,0.0,0.0,0.3,0.0,0.0,0.06,5
iidlmo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61,0.14,0.0,0.23,11
iif0lv,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,5
iijx8q,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0.0,0.0,0.0,4
iilqem,0.04,0.0,0.0,0.04,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76,0.0,0.0,12
iiq5sy,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.11,0.65,0.0,0.05,0.0,0.15,0.0,0.0,8
iisivg,0.0,0.03,0.0,0.0,0.23,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.23,12
iiu1i2,0.03,0.0,0.0,0.0,0.0,0.3,0.0,0.16,0.06,0.0,0.16,0.18,0.0,0.0,0.1,5
iiu727,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.33,0.41,0.0,0.0,0.07,0.0,10
ij11xn,0.0,0.01,0.02,0.01,0.04,0.43,0.0,0.23,0.0,0.0,0.0,0.05,0.21,0.0,0.0,5
ij2qr1,0.01,0.01,0.0,0.0,0.0,0.28,0.0,0.17,0.09,0.0,0.0,0.0,0.39,0.0,0.04,12
ij4667,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.77,0.02,0.02,0.02,11
ij4i0t,0.0,0.0,0.07,0.08,0.0,0.59,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.18,5
ij8cvj,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.22,0.3,0.0,0.34,0.0,0.0,12
ija43g,0.0,0.0,0.0,0.0,0.07,0.09,0.0,0.0,0.15,0.0,0.05,0.0,0.37,0.22,0.04,12
ijapse,0.04,0.0,0.07,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0.0,12
ijawwy,0.03,0.0,0.0,0.0,0.16,0.58,0.0,0.0,0.0,0.07,0.05,0.0,0.0,0.0,0.1,5
ijfqo4,0.02,0.02,0.02,0.02,0.02,0.02,0.34,0.02,0.02,0.02,0.02,0.37,0.02,0.02,0.02,11
ijgwdl,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.64,0.0,0.0,0.24,0.0,0.0,0.0,0.0,7
ijinub,0.0,0.0,0.0,0.03,0.16,0.0,0.0,0.0,0.11,0.03,0.05,0.16,0.47,0.0,0.0,12
ijkf14,0.26,0.01,0.01,0.01,0.24,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.4,0.01,13
ijkgqk,0.0,0.0,0.06,0.05,0.33,0.0,0.0,0.05,0.05,0.0,0.16,0.3,0.0,0.0,0.0,4
ijljes,0.0,0.01,0.04,0.0,0.46,0.23,0.0,0.0,0.0,0.0,0.06,0.16,0.04,0.0,0.0,4
ijmnlt,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.53,14
ikdg71,0.0,0.0,0.14,0.15,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.53,0.0,13
ikfs7w,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.26,0.23,0.0,0.32,0.0,0.0,0.0,11
ikh0tb,0.0,0.0,0.12,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.35,0.29,0.0,0.09,11
ikizsu,0.0,0.0,0.0,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,5
ikk83u,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.37,0.0,0.0,12
ikkj45,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.17,0.0,0.31,0.15,0.0,0.0,0.19,0.0,9
ikm5iy,0.0,0.0,0.0,0.0,0.16,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
ikmfba,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0,8
ikmluf,0.01,0.0,0.0,0.0,0.19,0.4,0.0,0.08,0.0,0.12,0.0,0.0,0.0,0.0,0.19,5
ikogiu,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.0,0.0,12
ikuqwy,0.02,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.16,0.0,0.1,0.0,0.1,0.0,0.43,14
ikv2an,0.07,0.0,0.06,0.0,0.0,0.51,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
ikwdcw,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.68,0.0,0.0,0.0,0.0,0.0,0.0,8
ikwy76,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.2,0.0,0.0,0.23,0.0,0.0,0.33,0.13,13
ikxv9l,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.92,0.01,0.01,0.01,0.01,0.01,0.01,8
il6zm4,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.38,0.0,0.0,0.0,0.37,0.18,0.0,0.0,7
il7d1e,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.34,0.0,7
il9f95,0.05,0.0,0.0,0.0,0.0,0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
ilbhcy,0.0,0.0,0.0,0.0,0.22,0.25,0.0,0.0,0.0,0.06,0.0,0.46,0.0,0.0,0.0,11
ilersv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.32,0.0,0.28,0.26,11
ilflf1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.06,0.0,0.0,10
ilgd5q,0.0,0.0,0.12,0.0,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.0,5
ili3hf,0.01,0.01,0.01,0.21,0.01,0.69,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,5
iliyo2,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.23,0.18,0.0,0.06,0.07,0.24,0.0,0.18,12
