,t0 amp,t1 period,t2 nt,t3 period,t4 ultrasound,t5 surgery,t6 control,t7 help,t8 doctor,t9 surgery,dominant_topic
dxe2i5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.25,0.45,9
dxj98j,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.23,0.0,0.41,9
dxjex9,0.0,0.0,0.42,0.0,0.0,0.36,0.0,0.2,0.0,0.0,2
dxk1jq,0.0,0.16,0.0,0.25,0.45,0.09,0.04,0.0,0.0,0.0,4
dxlx32,0.0,0.41,0.0,0.0,0.0,0.0,0.41,0.16,0.0,0.0,1
dxtoty,0.0,0.27,0.22,0.35,0.0,0.0,0.0,0.15,0.0,0.0,3
dxupa9,0.0,0.33,0.15,0.0,0.0,0.0,0.2,0.0,0.31,0.0,1
dxvg7a,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.91,0.01,0.01,7
dy09fb,0.0,0.0,0.0,0.0,0.0,0.5,0.08,0.0,0.4,0.0,5
dy0vjw,0.0,0.0,0.23,0.0,0.14,0.48,0.0,0.0,0.0,0.14,5
dy6z6b,0.0,0.38,0.29,0.15,0.13,0.04,0.01,0.0,0.0,0.0,1
dybeys,0.0,0.22,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.51,9
dydv2i,0.01,0.79,0.01,0.01,0.01,0.01,0.17,0.01,0.01,0.01,1
dyf82t,0.01,0.11,0.01,0.51,0.01,0.01,0.01,0.33,0.01,0.01,3
dyfis3,0.03,0.78,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,1
dyieak,0.0,0.0,0.2,0.0,0.38,0.0,0.0,0.09,0.32,0.0,4
dyipd2,0.01,0.94,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1
dyj7st,0.04,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.44,0.17,8
dymms1,0.0,0.0,0.22,0.0,0.0,0.67,0.0,0.09,0.0,0.0,5
dyon4t,0.1,0.31,0.0,0.41,0.08,0.06,0.0,0.05,0.0,0.0,3
dyq0js,0.0,0.26,0.37,0.0,0.0,0.0,0.0,0.34,0.0,0.0,2
dywat4,0.01,0.18,0.56,0.01,0.01,0.01,0.01,0.22,0.01,0.01,2
dz1ab5,0.2,0.0,0.32,0.0,0.0,0.0,0.0,0.48,0.0,0.0,7
dz2sel,0.06,0.0,0.31,0.0,0.11,0.0,0.0,0.0,0.0,0.51,9
dz5wam,0.02,0.02,0.02,0.21,0.02,0.3,0.02,0.37,0.02,0.02,7
dz5yx9,0.01,0.01,0.01,0.01,0.01,0.01,0.18,0.01,0.78,0.01,8
dzc1cf,0.0,0.47,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.0,6
dzgy8u,0.0,0.43,0.0,0.0,0.44,0.0,0.0,0.12,0.0,0.0,4
dzmz5x,0.0,0.0,0.09,0.0,0.0,0.0,0.5,0.4,0.0,0.0,6
dzquc3,0.01,0.01,0.01,0.01,0.01,0.92,0.01,0.01,0.01,0.01,5
dzqzs1,0.0,0.27,0.07,0.5,0.0,0.0,0.0,0.0,0.14,0.0,3
dzwggh,0.0,0.0,0.0,0.0,0.36,0.26,0.0,0.0,0.0,0.36,4
dzyfej,0.0,0.0,0.42,0.0,0.0,0.09,0.43,0.06,0.0,0.0,6
e069ri,0.01,0.01,0.01,0.83,0.01,0.13,0.01,0.01,0.01,0.01,3
e09v2c,0.01,0.01,0.01,0.01,0.53,0.4,0.01,0.01,0.01,0.01,4
e0cf2n,0.0,0.61,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0,1
e0it9f,0.01,0.01,0.01,0.56,0.01,0.38,0.01,0.01,0.01,0.01,3
e0jtyp,0.0,0.25,0.3,0.0,0.0,0.11,0.2,0.0,0.14,0.0,2
e0qc1j,0.01,0.28,0.09,0.17,0.08,0.0,0.31,0.0,0.06,0.0,6
e0u1ec,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.45,0.26,0.0,7
e0yn5q,0.0,0.26,0.0,0.39,0.0,0.0,0.34,0.0,0.0,0.0,3
e11f59,0.0,0.49,0.38,0.0,0.13,0.0,0.0,0.0,0.0,0.0,1
e11wth,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.95,0.01,0.01,7
e13iiz,0.04,0.0,0.0,0.2,0.0,0.0,0.0,0.31,0.0,0.44,9
e17egw,0.01,0.01,0.01,0.61,0.01,0.01,0.01,0.01,0.01,0.34,3
e1b38p,0.02,0.13,0.21,0.0,0.16,0.0,0.2,0.07,0.21,0.0,2
e1cins,0.04,0.0,0.33,0.06,0.0,0.0,0.0,0.12,0.0,0.44,9
e1hnrm,0.01,0.01,0.56,0.01,0.01,0.01,0.01,0.4,0.01,0.01,2
e1oz3j,0.0,0.0,0.0,0.0,0.19,0.31,0.0,0.0,0.22,0.27,5
e1ycbx,0.0,0.0,0.37,0.0,0.13,0.06,0.07,0.0,0.0,0.37,2
e2050c,0.06,0.34,0.0,0.0,0.24,0.0,0.0,0.04,0.0,0.31,1
e22doc,0.03,0.0,0.0,0.0,0.0,0.46,0.0,0.21,0.29,0.0,5
e26g1f,0.0,0.0,0.31,0.0,0.0,0.16,0.09,0.0,0.24,0.21,2
e299e0,0.01,0.01,0.01,0.01,0.01,0.01,0.95,0.01,0.01,0.01,6
e29bbv,0.0,0.72,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,1
e2a2qt,0.0,0.4,0.4,0.19,0.0,0.0,0.0,0.0,0.0,0.0,1
e2h074,0.0,0.0,0.0,0.23,0.0,0.0,0.47,0.0,0.29,0.0,6
e2mjpf,0.0,0.5,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,1
e2p3w9,0.0,0.0,0.21,0.0,0.0,0.0,0.06,0.7,0.0,0.0,7
e2pctn,0.0,0.0,0.22,0.0,0.38,0.0,0.24,0.0,0.15,0.0,4
e316w4,0.01,0.17,0.61,0.01,0.01,0.16,0.01,0.01,0.01,0.01,2
e31saw,0.0,0.0,0.0,0.5,0.31,0.0,0.18,0.0,0.0,0.0,3
e34hvw,0.0,0.0,0.05,0.23,0.0,0.04,0.0,0.14,0.07,0.46,9
e359g2,0.0,0.04,0.21,0.49,0.24,0.0,0.02,0.0,0.0,0.0,3
e35q9t,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.37,0.0,0.0,6
e371kz,0.0,0.25,0.57,0.16,0.0,0.0,0.0,0.0,0.0,0.0,2
e39l4p,0.01,0.01,0.01,0.01,0.39,0.01,0.01,0.2,0.01,0.37,4
e3bd3x,0.03,0.12,0.15,0.42,0.0,0.0,0.0,0.09,0.0,0.18,3
e3fsv2,0.0,0.0,0.25,0.0,0.1,0.0,0.0,0.0,0.58,0.07,8
e3mhgy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.91,9
e4bryg,0.0,0.0,0.24,0.38,0.18,0.0,0.19,0.0,0.0,0.0,3
e4hyuv,0.0,0.0,0.18,0.62,0.0,0.0,0.0,0.18,0.0,0.0,3
e4l54w,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.69,0.23,0.0,7
e4r1un,0.0,0.18,0.02,0.6,0.09,0.0,0.0,0.1,0.0,0.0,3
e4spu4,0.0,0.28,0.0,0.43,0.27,0.0,0.0,0.0,0.0,0.0,3
e4t3wa,0.0,0.6,0.0,0.03,0.0,0.0,0.05,0.0,0.31,0.0,1
e4uqf7,0.01,0.18,0.22,0.56,0.01,0.01,0.01,0.01,0.01,0.01,3
e4wkom,0.0,0.0,0.0,0.69,0.0,0.0,0.0,0.28,0.0,0.0,3
e4woic,0.0,0.0,0.16,0.13,0.32,0.06,0.0,0.07,0.0,0.25,4
e4wrq8,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.09,0.21,0.42,9
e51lho,0.02,0.12,0.0,0.67,0.0,0.0,0.0,0.18,0.0,0.0,3
e56ojs,0.01,0.36,0.49,0.01,0.01,0.01,0.01,0.1,0.01,0.01,2
e59l90,0.0,0.23,0.0,0.0,0.0,0.22,0.3,0.0,0.0,0.22,6
e5b7g7,0.1,0.31,0.0,0.0,0.0,0.0,0.22,0.0,0.11,0.26,1
e5bk2v,0.05,0.0,0.12,0.05,0.0,0.0,0.53,0.24,0.0,0.0,6
e5mimr,0.0,0.44,0.0,0.27,0.18,0.0,0.03,0.0,0.08,0.0,1
e5ofpl,0.0,0.0,0.0,0.31,0.32,0.0,0.36,0.0,0.0,0.0,6
e5oj4q,0.07,0.16,0.0,0.14,0.13,0.09,0.0,0.03,0.27,0.11,8
e5q754,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.52,0.01,0.44,7
e5qo0b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.27,8
e5qy7x,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.43,0.01,0.52,9
e5r9ac,0.0,0.28,0.0,0.0,0.32,0.2,0.0,0.0,0.0,0.18,4
e5tofn,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.56,0.0,0.3,7
e5u156,0.0,0.14,0.33,0.4,0.0,0.0,0.12,0.0,0.0,0.0,3
e5zlfv,0.0,0.0,0.09,0.29,0.18,0.0,0.21,0.0,0.23,0.0,3
e60lkf,0.0,0.0,0.0,0.0,0.0,0.53,0.0,0.32,0.12,0.0,5
e60ltk,0.0,0.0,0.22,0.0,0.0,0.0,0.65,0.11,0.0,0.0,6
e62fcx,0.0,0.42,0.0,0.34,0.0,0.0,0.23,0.0,0.0,0.0,1
e665ro,0.18,0.01,0.25,0.01,0.01,0.01,0.01,0.53,0.01,0.01,7
e67m21,0.0,0.11,0.0,0.0,0.0,0.0,0.37,0.2,0.32,0.0,6
e68ak4,0.0,0.09,0.0,0.0,0.41,0.21,0.0,0.0,0.0,0.28,4
e68rqa,0.0,0.0,0.3,0.0,0.0,0.39,0.0,0.0,0.31,0.0,5
e6herx,0.0,0.4,0.0,0.4,0.0,0.0,0.08,0.11,0.0,0.0,1
e6is6e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.79,9
e6k05y,0.0,0.25,0.13,0.0,0.0,0.0,0.61,0.0,0.0,0.0,6
e6srb9,0.0,0.28,0.41,0.0,0.0,0.0,0.1,0.0,0.2,0.0,2
e6y02v,0.0,0.19,0.0,0.0,0.1,0.09,0.15,0.0,0.47,0.0,8
e73wl8,0.01,0.01,0.15,0.78,0.01,0.01,0.01,0.01,0.01,0.01,3
e7blm2,0.0,0.0,0.52,0.0,0.15,0.0,0.14,0.0,0.0,0.18,2
e7c1ti,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.23,1
e7godm,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.51,0.17,0.0,7
e7n36z,0.0,0.16,0.22,0.0,0.05,0.34,0.0,0.0,0.24,0.0,5
e7vmmh,0.0,0.0,0.0,0.59,0.39,0.0,0.0,0.0,0.0,0.0,3
e7yumr,0.0,0.57,0.21,0.0,0.0,0.0,0.0,0.21,0.0,0.0,1
e7z292,0.0,0.6,0.0,0.0,0.0,0.0,0.24,0.13,0.0,0.0,1
e7zsgg,0.0,0.34,0.0,0.22,0.12,0.06,0.0,0.0,0.26,0.0,1
e811yk,0.02,0.0,0.21,0.07,0.0,0.0,0.37,0.22,0.1,0.0,6
e813vk,0.01,0.01,0.01,0.92,0.01,0.01,0.01,0.01,0.01,0.01,3
e81ld7,0.0,0.0,0.33,0.22,0.02,0.0,0.2,0.0,0.23,0.0,2
e82y9u,0.02,0.0,0.0,0.38,0.0,0.12,0.0,0.29,0.0,0.18,3
e8d0ai,0.0,0.28,0.0,0.23,0.38,0.0,0.0,0.1,0.0,0.0,4
e8j1z3,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.87,0.0,0.0,7
e8pvvl,0.0,0.0,0.24,0.0,0.0,0.07,0.1,0.32,0.27,0.0,7
e8r0pa,0.0,0.24,0.0,0.0,0.37,0.1,0.0,0.0,0.0,0.26,4
e8vfdi,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.24,0.7,0.01,8
e8wcik,0.01,0.01,0.48,0.01,0.01,0.27,0.01,0.01,0.2,0.01,2
e8x7gu,0.0,0.12,0.0,0.57,0.1,0.0,0.11,0.09,0.0,0.0,3
e8ybu4,0.01,0.01,0.01,0.8,0.01,0.01,0.01,0.12,0.01,0.01,3
e92wk4,0.0,0.0,0.66,0.0,0.0,0.0,0.0,0.32,0.0,0.0,2
e94rb9,0.0,0.0,0.1,0.0,0.13,0.0,0.0,0.0,0.57,0.2,8
e95t7a,0.0,0.0,0.47,0.0,0.06,0.0,0.13,0.0,0.32,0.0,2
e9b76g,0.0,0.0,0.0,0.0,0.0,0.39,0.52,0.08,0.0,0.0,6
e9bmnq,0.01,0.01,0.01,0.94,0.01,0.01,0.01,0.01,0.01,0.01,3
e9e13x,0.0,0.0,0.39,0.0,0.18,0.0,0.0,0.0,0.42,0.0,8
e9eflk,0.01,0.01,0.01,0.87,0.01,0.01,0.01,0.01,0.01,0.01,3
e9ej9r,0.0,0.0,0.0,0.06,0.0,0.09,0.18,0.07,0.4,0.2,8
e9fw60,0.18,0.01,0.37,0.01,0.01,0.01,0.01,0.01,0.01,0.38,9
e9g6tp,0.1,0.12,0.0,0.0,0.0,0.0,0.3,0.18,0.29,0.0,6
e9hfgr,0.0,0.53,0.0,0.0,0.16,0.0,0.0,0.0,0.29,0.0,1
e9jrdu,0.06,0.09,0.0,0.16,0.27,0.26,0.0,0.0,0.0,0.15,4
e9lp24,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.21,0.49,9
e9mntf,0.0,0.17,0.0,0.0,0.09,0.23,0.0,0.0,0.0,0.5,9
e9p2hh,0.0,0.15,0.0,0.53,0.29,0.0,0.0,0.0,0.0,0.0,3
e9pt66,0.05,0.27,0.28,0.0,0.11,0.0,0.28,0.0,0.0,0.0,2
e9q86g,0.0,0.59,0.0,0.07,0.23,0.0,0.1,0.0,0.0,0.0,1
e9rvij,0.0,0.18,0.0,0.17,0.25,0.0,0.16,0.22,0.0,0.0,4
e9sz62,0.0,0.59,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0,1
e9umu0,0.0,0.14,0.41,0.3,0.0,0.0,0.14,0.0,0.0,0.0,2
e9uy8j,0.08,0.0,0.0,0.0,0.17,0.0,0.22,0.15,0.0,0.38,9
e9v432,0.0,0.19,0.31,0.0,0.16,0.0,0.04,0.0,0.26,0.03,2
e9vkls,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.12,0.61,0.0,8
e9vlll,0.0,0.0,0.09,0.55,0.28,0.0,0.08,0.0,0.0,0.0,3
e9xwuk,0.0,0.13,0.0,0.42,0.0,0.0,0.0,0.42,0.0,0.0,3
ea0ti7,0.3,0.17,0.01,0.3,0.18,0.01,0.01,0.01,0.01,0.01,0
ea1l1y,0.06,0.16,0.0,0.0,0.15,0.06,0.13,0.0,0.31,0.12,8
ea1njc,0.01,0.01,0.01,0.95,0.01,0.01,0.01,0.01,0.01,0.01,3
ea2hj1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54,0.0,0.44,7
ea40y4,0.0,0.14,0.07,0.35,0.35,0.0,0.1,0.0,0.0,0.0,3
ea4wx2,0.01,0.01,0.46,0.25,0.01,0.01,0.01,0.01,0.01,0.26,2
ea5h7e,0.0,0.0,0.0,0.05,0.21,0.43,0.06,0.0,0.0,0.25,5
ea614e,0.0,0.1,0.18,0.02,0.0,0.08,0.23,0.0,0.3,0.08,8
ea6gec,0.02,0.22,0.0,0.0,0.17,0.05,0.14,0.0,0.21,0.18,1
eab9b5,0.0,0.31,0.49,0.0,0.0,0.0,0.0,0.0,0.17,0.0,2
eacb71,0.09,0.0,0.06,0.0,0.0,0.51,0.0,0.0,0.34,0.0,5
eacwq8,0.0,0.0,0.0,0.0,0.48,0.0,0.09,0.0,0.21,0.2,4
eapb3h,0.01,0.35,0.01,0.01,0.01,0.01,0.01,0.61,0.01,0.01,7
eas18y,0.0,0.0,0.0,0.17,0.05,0.0,0.0,0.0,0.32,0.45,9
eavc0y,0.0,0.21,0.0,0.14,0.0,0.0,0.59,0.04,0.0,0.0,6
eawvd9,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,9
eayt75,0.0,0.21,0.0,0.73,0.0,0.0,0.0,0.04,0.0,0.0,3
eazz3n,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.87,0.01,0.01,7
eb161j,0.0,0.0,0.0,0.0,0.0,0.0,0.83,0.0,0.0,0.16,6
eb2qbu,0.14,0.01,0.01,0.78,0.01,0.01,0.01,0.01,0.01,0.01,3
eb2yc9,0.0,0.79,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,1
eb8ni0,0.0,0.0,0.14,0.0,0.14,0.0,0.0,0.14,0.5,0.08,8
eb8vz9,0.0,0.0,0.16,0.0,0.0,0.42,0.23,0.05,0.0,0.13,5
ebdpwx,0.01,0.01,0.01,0.16,0.01,0.77,0.01,0.01,0.01,0.01,5
ebeqn4,0.0,0.0,0.0,0.0,0.0,0.96,0.0,0.0,0.0,0.0,5
ebf78o,0.01,0.01,0.17,0.01,0.01,0.01,0.22,0.25,0.34,0.01,8
ebhlau,0.03,0.0,0.0,0.1,0.6,0.0,0.0,0.25,0.0,0.0,4
ebl0cb,0.0,0.4,0.0,0.19,0.0,0.0,0.0,0.0,0.3,0.1,1
ebp53v,0.0,0.0,0.0,0.27,0.0,0.0,0.2,0.0,0.34,0.17,8
ebpl2c,0.26,0.02,0.02,0.02,0.61,0.02,0.02,0.02,0.02,0.02,4
ebrxde,0.05,0.0,0.0,0.0,0.04,0.9,0.0,0.0,0.0,0.0,5
eby4ak,0.0,0.41,0.0,0.07,0.27,0.24,0.0,0.0,0.0,0.0,1
ebz6gk,0.01,0.01,0.31,0.01,0.43,0.01,0.22,0.01,0.01,0.01,4
ec2f9z,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.24,0.31,0.13,8
ec2q7c,0.01,0.01,0.22,0.01,0.01,0.01,0.01,0.72,0.01,0.01,7
ec8ws7,0.0,0.31,0.11,0.09,0.16,0.0,0.21,0.0,0.12,0.0,1
ecdfup,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.41,0.0,0.27,7
ecdxut,0.05,0.0,0.25,0.0,0.0,0.18,0.0,0.1,0.22,0.19,2
ecged7,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.04,0.35,0.34,8
ech6g5,0.0,0.0,0.24,0.2,0.54,0.0,0.0,0.0,0.0,0.0,4
echer8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.42,8
ecja7j,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.71,0.2,0.01,7
ecl3eb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.64,9
ecmy2g,0.0,0.0,0.09,0.0,0.13,0.0,0.0,0.0,0.65,0.12,8
ecnxw3,0.2,0.01,0.01,0.01,0.01,0.26,0.01,0.43,0.01,0.01,7
ecsc5l,0.0,0.0,0.12,0.0,0.26,0.48,0.0,0.0,0.14,0.0,5
ecusgr,0.1,0.0,0.18,0.0,0.1,0.12,0.36,0.13,0.0,0.0,6
ed02oy,0.07,0.13,0.28,0.0,0.0,0.0,0.0,0.51,0.0,0.0,7
ed2jbg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.95,9
ed4sy1,0.0,0.13,0.0,0.16,0.18,0.0,0.03,0.03,0.37,0.09,8
edcd5o,0.0,0.08,0.0,0.0,0.36,0.31,0.0,0.15,0.0,0.09,4
edcjhb,0.0,0.65,0.0,0.26,0.0,0.0,0.0,0.08,0.0,0.0,1
edcruy,0.0,0.08,0.37,0.0,0.0,0.0,0.0,0.0,0.54,0.0,8
edhphu,0.01,0.01,0.01,0.95,0.01,0.01,0.01,0.01,0.01,0.01,3
edliqg,0.0,0.0,0.26,0.12,0.05,0.12,0.0,0.0,0.26,0.19,2
edly5v,0.0,0.0,0.0,0.0,0.0,0.06,0.75,0.0,0.16,0.0,6
edtkr9,0.2,0.34,0.0,0.13,0.0,0.0,0.33,0.0,0.0,0.0,1
edtp2x,0.0,0.0,0.0,0.16,0.14,0.1,0.0,0.0,0.0,0.59,9
edzo1y,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.16,0.0,0.63,9
ee4bfu,0.0,0.0,0.18,0.0,0.0,0.42,0.0,0.39,0.0,0.0,5
ee6xse,0.03,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.22,0.14,2
ee926v,0.01,0.01,0.01,0.72,0.01,0.01,0.01,0.01,0.23,0.01,3
eeabi5,0.0,0.11,0.07,0.06,0.5,0.25,0.0,0.0,0.0,0.0,4
eeh62i,0.08,0.0,0.24,0.28,0.07,0.0,0.0,0.0,0.24,0.09,3
eeh8tp,0.0,0.0,0.0,0.0,0.0,0.11,0.56,0.0,0.3,0.0,6
eej93p,0.0,0.11,0.21,0.0,0.0,0.36,0.32,0.0,0.0,0.0,5
eernhu,0.01,0.01,0.01,0.01,0.2,0.43,0.01,0.01,0.33,0.01,5
ef0iv5,0.01,0.01,0.22,0.58,0.01,0.01,0.01,0.17,0.01,0.01,3
ef4020,0.0,0.84,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,1
ef5mp0,0.01,0.01,0.01,0.13,0.5,0.01,0.18,0.01,0.01,0.16,4
ef8b7d,0.0,0.0,0.63,0.06,0.0,0.28,0.0,0.0,0.0,0.0,2
efa7uh,0.04,0.0,0.33,0.26,0.11,0.0,0.0,0.26,0.0,0.0,2
efbo6r,0.0,0.23,0.0,0.57,0.0,0.0,0.0,0.18,0.0,0.0,3
efcffp,0.0,0.04,0.12,0.31,0.27,0.0,0.0,0.0,0.05,0.2,3
effe5f,0.0,0.69,0.0,0.18,0.0,0.0,0.05,0.07,0.0,0.0,1
efows7,0.13,0.14,0.08,0.0,0.11,0.14,0.39,0.0,0.0,0.0,6
efr02r,0.01,0.01,0.23,0.36,0.01,0.01,0.13,0.24,0.01,0.01,3
efsher,0.0,0.0,0.23,0.21,0.0,0.0,0.07,0.0,0.48,0.0,8
eg0er9,0.0,0.0,0.37,0.0,0.0,0.19,0.1,0.34,0.0,0.0,2
eg36n1,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.55,0.35,0.0,7
eg4qo9,0.0,0.11,0.0,0.0,0.0,0.16,0.17,0.0,0.55,0.0,8
eg5psk,0.0,0.44,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,3
eg9c3v,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.94,0.01,0.01,7
eg9dvq,0.01,0.92,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1
eg9h41,0.01,0.95,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1
egccot,0.0,0.0,0.0,0.0,0.46,0.0,0.0,0.31,0.0,0.21,4
egccun,0.0,0.0,0.0,0.0,0.0,0.26,0.36,0.34,0.03,0.0,6
eggi75,0.0,0.42,0.0,0.44,0.0,0.0,0.0,0.11,0.0,0.0,3
egk0q9,0.0,0.0,0.71,0.14,0.0,0.04,0.09,0.0,0.0,0.0,2
egkt6e,0.05,0.0,0.61,0.19,0.0,0.0,0.05,0.09,0.0,0.0,2
eglpch,0.0,0.27,0.48,0.0,0.0,0.0,0.1,0.13,0.0,0.0,2
eguiek,0.12,0.0,0.18,0.05,0.0,0.25,0.29,0.0,0.0,0.1,6
eguvct,0.0,0.0,0.56,0.0,0.0,0.1,0.15,0.0,0.18,0.0,2
egye9p,0.08,0.0,0.0,0.0,0.0,0.42,0.0,0.0,0.14,0.34,5
eh5pra,0.0,0.31,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.55,9
eh5t5c,0.01,0.26,0.35,0.01,0.01,0.01,0.01,0.01,0.01,0.34,2
eh9455,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.27,0.0,0.0,2
ehc157,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0.0,0.11,0.43,5
ehfenw,0.01,0.01,0.01,0.46,0.01,0.01,0.01,0.48,0.01,0.01,7
ehgqg4,0.15,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.57,0.0,8
ehh2x0,0.0,0.18,0.03,0.0,0.14,0.0,0.29,0.02,0.29,0.04,6
ehi8vu,0.0,0.0,0.0,0.27,0.18,0.27,0.0,0.0,0.0,0.25,3
ehk5o9,0.0,0.45,0.0,0.11,0.17,0.0,0.0,0.0,0.0,0.26,1
ehmb4d,0.0,0.61,0.0,0.1,0.0,0.13,0.0,0.14,0.0,0.0,1
ehnaeo,0.0,0.0,0.0,0.0,0.05,0.0,0.27,0.11,0.36,0.2,8
ehpwxl,0.01,0.87,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1
ehq3px,0.0,0.0,0.16,0.0,0.15,0.0,0.0,0.41,0.11,0.16,7
ehqfhm,0.0,0.0,0.6,0.07,0.0,0.0,0.14,0.0,0.0,0.19,2
ehsazc,0.0,0.0,0.0,0.0,0.0,0.15,0.39,0.16,0.3,0.0,6
ehuo88,0.0,0.0,0.0,0.2,0.16,0.13,0.19,0.0,0.31,0.0,8
ehuxx7,0.0,0.09,0.25,0.21,0.11,0.06,0.23,0.0,0.05,0.0,2
ehvq10,0.0,0.48,0.24,0.0,0.0,0.0,0.0,0.2,0.0,0.06,1
ehxrrw,0.03,0.23,0.24,0.08,0.0,0.07,0.34,0.0,0.0,0.0,6
ehxwlw,0.05,0.0,0.0,0.0,0.0,0.23,0.18,0.0,0.3,0.24,8
eii13j,0.0,0.0,0.0,0.79,0.09,0.0,0.0,0.1,0.0,0.0,3
eij0re,0.02,0.02,0.02,0.46,0.02,0.02,0.02,0.41,0.02,0.02,3
eikam4,0.0,0.26,0.22,0.0,0.03,0.22,0.0,0.13,0.14,0.0,1
eil9jg,0.0,0.0,0.16,0.0,0.57,0.0,0.06,0.0,0.0,0.21,4
eiop6q,0.0,0.26,0.09,0.0,0.12,0.0,0.18,0.15,0.0,0.19,1
eisx6w,0.0,0.0,0.68,0.24,0.0,0.0,0.07,0.0,0.0,0.0,2
eiszhx,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.47,0.13,0.0,7
eixwf7,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.36,0.43,9
eizjnx,0.0,0.0,0.0,0.0,0.96,0.0,0.0,0.0,0.0,0.0,4
ej5r1v,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.27,0.23,0.0,1
ejelsw,0.07,0.0,0.13,0.0,0.0,0.0,0.17,0.08,0.35,0.2,8
ejjcj7,0.02,0.02,0.02,0.02,0.82,0.02,0.02,0.02,0.02,0.02,4
ejoqtr,0.0,0.0,0.0,0.28,0.0,0.13,0.0,0.0,0.57,0.0,8
ejrowb,0.0,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.0,0.34,3
ejsyim,0.0,0.41,0.12,0.0,0.0,0.05,0.0,0.0,0.41,0.0,1
ejw8qk,0.0,0.0,0.34,0.24,0.0,0.0,0.0,0.0,0.0,0.4,9
ek34p2,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.94,0.0,0.0,7
ek4m3o,0.0,0.48,0.35,0.0,0.04,0.0,0.0,0.09,0.0,0.03,1
ekdtup,0.01,0.7,0.01,0.01,0.24,0.01,0.01,0.01,0.01,0.01,1
eke2ss,0.0,0.11,0.0,0.0,0.0,0.0,0.41,0.32,0.0,0.14,6
ekf57o,0.01,0.01,0.01,0.01,0.01,0.39,0.01,0.54,0.01,0.01,7
ekfazd,0.0,0.28,0.0,0.19,0.0,0.1,0.09,0.11,0.0,0.22,1
