,t0 amp,t1 feel,t2 know,t3 feel,t4 ultrasound,t5 work,t6 nt,t7 doctor,t8 year,t9 surgery,t10 weight,t11 hysterectomy,t12 help,t13 gynaecologist,t14 period,t15 control,t16 lap,t17 endometriosis,t18 period,t19 share,dominant_topic
hm8o1i,0.0,0.05,0.0,0.21,0.0,0.0,0.0,0.0,0.2,0.0,0.06,0.0,0.06,0.0,0.24,0.0,0.07,0.1,0.0,0.0,14
hm8x8y,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.04,0.2,0.0,0.64,0.0,18
hmchgb,0.0,0.21,0.0,0.0,0.0,0.0,0.04,0.0,0.38,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
hmfd0w,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.22,0.46,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
hmiikj,0.01,0.07,0.42,0.0,0.0,0.0,0.06,0.0,0.16,0.0,0.09,0.0,0.04,0.0,0.0,0.0,0.1,0.0,0.0,0.05,2
hmm2ca,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,11
hmmjoc,0.0,0.0,0.0,0.0,0.03,0.0,0.09,0.0,0.17,0.08,0.0,0.04,0.0,0.0,0.0,0.05,0.0,0.0,0.54,0.0,18
hmodfh,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.38,0.0,0.0,17
hmqo3i,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91,19
hmrs9y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.11,11
hmta52,0.01,0.0,0.0,0.19,0.44,0.0,0.0,0.0,0.09,0.07,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.04,0.0,0.13,4
hmtsun,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.06,0.04,0.0,0.0,0.26,0.0,0.0,0.37,0.0,18
hmtwp9,0.0,0.23,0.0,0.26,0.06,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.03,0.08,0.14,0.0,3
hmude1,0.02,0.17,0.13,0.05,0.0,0.0,0.15,0.0,0.0,0.05,0.0,0.15,0.0,0.0,0.07,0.21,0.0,0.0,0.0,0.0,15
hmxvb1,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.09,0.51,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,9
hn0g6i,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.18,0.1,0.0,0.0,0.17,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,6
hn52yh,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.29,0.0,0.0,0.0,15
hn69oo,0.0,0.0,0.0,0.0,0.08,0.0,0.19,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.2,0.0,0.21,0.0,18
hn7wsl,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.14,0.36,0.14,0.0,17
hnax98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46,0.0,9
hnc96n,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,8
hnczr5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.34,0.19,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
hnhggz,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.22,0.0,0.0,0.0,0.06,0.19,0.0,0.0,0.17,0.23,0.0,18
hnhi1f,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.09,0.11,0.14,0.0,0.04,0.0,0.0,0.0,0.0,0.29,0.0,0.1,0.0,16
hnic7t,0.0,0.0,0.0,0.0,0.42,0.0,0.3,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.09,0.11,0.0,0.0,4
hnl6ig,0.0,0.25,0.0,0.0,0.0,0.0,0.17,0.14,0.1,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.15,0.0,0.0,1
hnml5z,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.06,0.04,0.04,0.0,0.0,0.0,0.36,0.0,0.0,0.0,8
hntx8y,0.0,0.36,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.23,1
hnuri1,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.07,0.55,0.0,0.06,0.0,0.0,0.0,0.05,0.0,0.13,0.08,0.0,9
hnvq0o,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.1,0.0,0.23,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,18
ho07ro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.2,0.0,0.0,0.08,0.0,0.02,0.0,0.12,0.15,0.08,0.11,0.06,8
ho0n4m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.75,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.06,9
ho1mmk,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.05,0.12,0.0,0.0,0.0,0.0,0.0,7
ho361p,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.06,0.0,0.0,0.01,0.11,0.33,0.0,0.18,0.18,0.03,15
ho76it,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.16,0.0,0.0,0.0,7
ho7uea,0.0,0.04,0.11,0.07,0.16,0.0,0.0,0.0,0.0,0.05,0.0,0.08,0.0,0.0,0.09,0.0,0.02,0.0,0.36,0.0,18
ho8ofq,0.0,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.16,2
ho9riy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.04,0.0,0.26,0.08,0.17,0.26,0.0,15
hoa5f6,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.37,0.09,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,7
hobq2k,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.12,0.35,0.02,0.04,0.08,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.06,8
hobu8l,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.11,7
hod5gf,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.18,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.12,0.19,0.0,0.0,0.0,9
hodvt6,0.0,0.0,0.0,0.21,0.0,0.0,0.06,0.16,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.22,0.0,0.26,0.0,0.0,17
hoeoxd,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.23,0.0,0.0,0.32,0.08,0.0,0.0,0.0,15
hoezpj,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.32,0.34,0.0,0.0,0.02,0.0,0.0,0.0,0.03,0.0,0.14,0.0,0.0,8
hoff3h,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.2,0.0,0.0,0.11,0.0,0.0,0.26,0.0,0.07,0.04,0.09,0.0,14
hog4ru,0.0,0.05,0.0,0.0,0.28,0.0,0.06,0.06,0.23,0.0,0.04,0.07,0.01,0.0,0.0,0.0,0.0,0.0,0.2,0.0,4
homp3y,0.0,0.05,0.0,0.27,0.4,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.1,0.0,4
honui1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.68,19
honvhz,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,1
honws0,0.0,0.18,0.0,0.13,0.14,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.12,0.09,0.0,14
hoo970,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.36,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,7
hophds,0.0,0.25,0.15,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
hoq1pi,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.09,0.0,0.0,0.0,0.06,0.37,0.11,0.0,0.15,0.0,15
hoscgp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.17,0.1,0.3,0.0,15
hotwvf,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.04,0.0,0.0,0.0,0.47,0.0,0.0,0.0,16
hownqq,0.0,0.0,0.0,0.15,0.16,0.0,0.0,0.0,0.0,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,9
hp0tmf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.0,0.0,0.2,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,8
hp1tgz,0.0,0.18,0.0,0.0,0.0,0.03,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.05,0.0,0.0,0.05,8
hp1vyr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
hp34cg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,9
hp38o3,0.0,0.05,0.0,0.09,0.03,0.0,0.0,0.0,0.0,0.0,0.28,0.05,0.11,0.0,0.0,0.12,0.0,0.13,0.0,0.15,10
hp7fwl,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.0,0.0,0.04,0.07,0.0,0.0,0.15,11
hp7jva,0.0,0.0,0.34,0.17,0.0,0.0,0.03,0.0,0.0,0.0,0.03,0.0,0.08,0.0,0.0,0.0,0.0,0.32,0.0,0.0,2
hp9may,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.06,0.0,0.0,0.0,0.06,0.31,0.0,0.06,0.15,16
hp9si6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.0,7
hpdaj7,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.12,0.0,0.0,0.0,12
hpdrbe,0.0,0.0,0.27,0.0,0.0,0.01,0.0,0.08,0.26,0.15,0.0,0.05,0.01,0.0,0.0,0.05,0.0,0.0,0.11,0.0,2
hpf8kw,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.3,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,10
hpihw1,0.0,0.0,0.6,0.0,0.0,0.03,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,2
hpj0op,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.16,0.16,0.07,0.03,0.0,0.05,0.0,0.12,0.14,0.0,0.04,0.1,0.02,7
hpjeww,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.15,0.0,0.29,0.19,0.0,0.0,0.0,0.0,14
hpkvus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.24,0.0,0.0,0.04,0.0,0.27,0.0,0.0,0.11,7
hpm0bz,0.0,0.0,0.27,0.0,0.0,0.0,0.05,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.0,15
hpmn9x,0.0,0.15,0.12,0.3,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.18,0.0,0.0,3
hpmtrc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.11,0.13,0.0,0.0,0.11,0.09,0.0,0.0,0.13,0.11,8
hpmvgk,0.0,0.0,0.0,0.0,0.15,0.04,0.07,0.11,0.0,0.45,0.0,0.0,0.0,0.02,0.0,0.0,0.16,0.0,0.0,0.0,9
hpogw5,0.0,0.0,0.0,0.26,0.13,0.02,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.15,0.11,0.0,0.21,0.0,3
hpoz3v,0.0,0.0,0.0,0.05,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52,0.0,0.2,0.0,0.0,0.0,14
hpozh6,0.0,0.0,0.0,0.05,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52,0.0,0.2,0.0,0.0,0.0,14
hpp1vr,0.0,0.0,0.42,0.32,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,2
hpppti,0.0,0.21,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.12,0.57,0.0,18
hpw3nz,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.0,18
hpw42b,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.21,0.0,9
hq0x8s,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
hq3xu7,0.0,0.0,0.2,0.0,0.11,0.01,0.17,0.0,0.15,0.22,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,9
hq95m6,0.12,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.2,0.04,0.0,9
hq9vhi,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.07,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.34,0.0,18
hqb9bv,0.0,0.0,0.0,0.0,0.04,0.0,0.09,0.05,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.18,0.08,0.0,9
hqhr0u,0.0,0.0,0.42,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46,0.0,0.0,0.0,0.0,15
hqj5cm,0.0,0.55,0.0,0.1,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,1
hqjile,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.24,0.0,0.43,0.0,18
hqpjxq,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,6
hqpq96,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.13,0.02,0.0,0.0,0.0,0.06,0.0,0.32,0.03,18
hqw40n,0.0,0.0,0.0,0.06,0.06,0.0,0.0,0.0,0.37,0.34,0.0,0.0,0.0,0.0,0.11,0.0,0.05,0.0,0.0,0.0,8
hqy2dd,0.0,0.0,0.06,0.0,0.08,0.0,0.0,0.27,0.0,0.23,0.0,0.23,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,7
hr1ctf,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.15,0.09,0.0,0.0,0.0,0.0,0.01,0.0,0.28,0.0,0.0,0.2,0.0,15
hr1s6y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,16
hrbmzh,0.0,0.0,0.16,0.17,0.04,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.25,0.0,0.0,0.06,0.2,0.05,14
hrenqf,0.0,0.0,0.0,0.22,0.48,0.0,0.09,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
hrgyw6,0.01,0.65,0.01,0.23,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1
hrhml7,0.0,0.03,0.0,0.09,0.06,0.0,0.0,0.05,0.16,0.43,0.0,0.0,0.02,0.0,0.0,0.08,0.0,0.0,0.07,0.0,9
hrj4sx,0.0,0.51,0.0,0.14,0.0,0.07,0.04,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
hrm7bo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.3,0.0,0.51,0.0,0.0,0.0,16
hrn7rt,0.0,0.06,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.28,0.09,0.0,0.0,0.19,2
hrnxbd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.4,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,8
hrqnx1,0.0,0.09,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.03,0.0,0.0,0.2,0.2,0.0,0.0,3
hrrkhy,0.01,0.0,0.18,0.09,0.0,0.0,0.0,0.0,0.0,0.05,0.06,0.0,0.0,0.0,0.32,0.04,0.0,0.23,0.0,0.0,14
hrs80e,0.0,0.0,0.0,0.0,0.09,0.0,0.15,0.3,0.0,0.21,0.04,0.12,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,7
hrtbci,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.11,0.25,0.0,0.0,0.0,0.05,0.0,0.36,0.12,0.0,0.0,0.0,0.0,14
hrviar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.07,0.0,0.0,0.0,0.0,0.12,0.0,0.11,0.58,0.0,18
hrw0ip,0.0,0.0,0.21,0.0,0.0,0.01,0.06,0.0,0.28,0.0,0.0,0.18,0.0,0.0,0.0,0.21,0.0,0.05,0.0,0.0,8
hryfjn,0.0,0.5,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,1
hryuv4,0.0,0.08,0.19,0.1,0.04,0.0,0.0,0.0,0.23,0.0,0.23,0.05,0.0,0.0,0.06,0.02,0.0,0.0,0.0,0.0,8
hrzcss,0.04,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.19,0.0,0.34,0.0,0.0,14
hrzgfp,0.0,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.31,0.0,2
hs0v1i,0.01,0.25,0.11,0.0,0.09,0.0,0.0,0.27,0.04,0.16,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,7
hs2x6h,0.0,0.0,0.0,0.28,0.04,0.0,0.0,0.05,0.0,0.43,0.0,0.0,0.06,0.0,0.03,0.0,0.1,0.0,0.0,0.0,9
hs3how,0.05,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.41,0.21,0.0,0.0,16
hs3j6a,0.0,0.0,0.36,0.0,0.0,0.01,0.0,0.1,0.12,0.0,0.0,0.0,0.0,0.0,0.07,0.05,0.0,0.0,0.29,0.0,2
hs8gbc,0.0,0.0,0.33,0.0,0.0,0.0,0.22,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.14,2
hsahfr,0.03,0.0,0.0,0.21,0.15,0.0,0.09,0.03,0.13,0.07,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.24,0.0,18
hsaute,0.01,0.01,0.01,0.18,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.35,0.01,0.01,0.01,0.01,0.34,0.01,0.01,0.01,11
hscg5r,0.02,0.0,0.0,0.0,0.2,0.0,0.11,0.0,0.19,0.0,0.07,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.41,0.0,18
hsgr2o,0.04,0.0,0.14,0.0,0.0,0.0,0.0,0.34,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,7
hshakl,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.12,0.0,0.04,0.0,0.0,0.03,0.0,0.0,0.0,0.05,0.09,0.5,0.0,18
hsj3uh,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,2
hsjy67,0.0,0.1,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.16,0.27,0.0,2
hslzf9,0.01,0.41,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.28,0.01,0.21,0.01,0.01,0.01,1
hsmkx2,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.33,0.0,1
hspboj,0.0,0.25,0.09,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.1,0.3,0.0,18
hspbui,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.84,19
hsscrf,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,11
hsvl6o,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46,0.0,0.26,0.12,0.0,15
hsw0rz,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.22,0.0,0.0,0.0,0.07,0.0,0.0,0.16,0.13,0.0,0.0,0.26,0.0,18
hsye8k,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.11,0.18,0.0,0.15,0.09,0.06,0.0,0.0,0.36,0.0,0.0,0.0,0.0,15
ht54qi,0.0,0.09,0.0,0.0,0.33,0.0,0.0,0.06,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.08,0.15,0.0,0.0,0.0,4
ht5axr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.33,0.46,0.0,18
ht5tjh,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.05,4
ht6nt5,0.04,0.0,0.0,0.14,0.17,0.0,0.03,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.32,0.0,0.03,17
htapl3,0.0,0.0,0.17,0.0,0.07,0.0,0.0,0.17,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.25,0.04,0.0,17
htarim,0.0,0.14,0.0,0.06,0.13,0.0,0.16,0.0,0.0,0.0,0.04,0.11,0.0,0.0,0.0,0.23,0.0,0.14,0.0,0.0,15
htbnk9,0.0,0.0,0.0,0.34,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,6
hth5wv,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.15,0.33,0.13,0.0,0.0,0.0,0.05,0.18,0.0,0.0,0.0,0.0,0.0,8
htioaf,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.14,0.01,0.01,0.01,0.18,0.01,0.01,0.01,0.01,0.24,0.35,0.01,0.01,17
htk4dn,0.01,0.01,0.41,0.01,0.01,0.01,0.01,0.38,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.11,2
htopnq,0.0,0.09,0.09,0.13,0.0,0.0,0.0,0.19,0.05,0.05,0.19,0.05,0.05,0.0,0.07,0.04,0.0,0.0,0.0,0.0,7
htr48e,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.14,0.24,0.0,2
htsl9z,0.01,0.01,0.01,0.5,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.4,0.01,0.01,0.01,3
htvayi,0.0,0.0,0.33,0.0,0.03,0.01,0.0,0.16,0.29,0.0,0.0,0.0,0.0,0.01,0.0,0.06,0.0,0.0,0.0,0.1,2
htweom,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,7
hty9xi,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.09,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.24,0.0,8
hu1oqi,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.21,0.0,0.09,0.32,0.0,18
hu2k02,0.0,0.0,0.15,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.12,0.07,0.0,0.1,0.0,0.0,0.0,0.0,0.2,6
hu97b2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,7
hubyv0,0.0,0.07,0.0,0.0,0.08,0.0,0.15,0.26,0.21,0.01,0.0,0.03,0.0,0.0,0.0,0.06,0.0,0.12,0.0,0.02,7
huf9ol,0.0,0.0,0.0,0.0,0.26,0.0,0.04,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.28,0.0,18
