,t0 really,t1 symptom,t2 hour,t3 cyst,t4 life,t5 weight,t6 flare,t7 help,t8 back,t9 surgery,t10 endometriosis,t11 cramp,t12 lap,t13 bleeding,t14 pill,t15 didn,t16 want,t17 appointment,t18 ultrasound,t19 control,dominant_topic
cjbx1y,0.0,0.0,0.0,0.0,0.0,0.05,0.1,0.0,0.09,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.19,0.19,0.0,0.0,12
cjcmzr,0.0,0.0,0.03,0.06,0.11,0.0,0.0,0.0,0.03,0.0,0.08,0.2,0.07,0.05,0.01,0.02,0.05,0.09,0.2,0.0,11
cjf7zz,0.17,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.0,0.37,0.16,0.0,0.0,16
cjfz86,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.17,0.06,0.04,0.0,0.0,0.1,0.17,0.0,0.0,0.0,4
cjnvu5,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.11,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,4
cjpuyy,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.14,0.0,0.06,0.0,0.0,0.0,0.37,19
cjvg22,0.29,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.03,0.12,0.09,0.08,0.0,0.0,0.0,0.18,0.0,0.06,0
cjvixb,0.0,0.0,0.0,0.07,0.27,0.0,0.0,0.03,0.0,0.13,0.12,0.0,0.23,0.0,0.0,0.01,0.0,0.0,0.14,0.0,4
ckkumf,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.09,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.57,0.0,18
cklnk7,0.51,0.0,0.0,0.0,0.0,0.0,0.19,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
ckpdaw,0.1,0.0,0.0,0.0,0.0,0.04,0.0,0.09,0.0,0.0,0.0,0.0,0.14,0.0,0.27,0.0,0.1,0.2,0.0,0.06,14
ckqm95,0.0,0.0,0.0,0.0,0.57,0.13,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
ckr6hx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.15,0.5,19
ckrjs0,0.0,0.0,0.06,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
ckst6s,0.14,0.03,0.0,0.0,0.0,0.05,0.0,0.0,0.03,0.0,0.04,0.05,0.15,0.02,0.13,0.0,0.0,0.0,0.17,0.19,19
ckw62m,0.21,0.0,0.15,0.0,0.0,0.0,0.0,0.09,0.0,0.13,0.0,0.24,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,11
ckxtg9,0.0,0.13,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.27,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,9
ckyfy1,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.11,0.0,0.03,0.28,0.37,0.0,0.0,0.09,0.04,0.0,0.0,0.0,0.0,11
ckyvwx,0.0,0.06,0.0,0.03,0.07,0.0,0.0,0.03,0.09,0.0,0.0,0.23,0.06,0.0,0.02,0.02,0.14,0.08,0.13,0.03,11
cl09ms,0.0,0.0,0.02,0.07,0.36,0.03,0.0,0.0,0.04,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.07,0.21,0.07,0.01,4
cl2bkr,0.0,0.0,0.12,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.04,0.0,0.0,0.15,0.0,12
cl3szp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.15,0.0,0.54,0.1,18
cl4rpv,0.0,0.03,0.0,0.08,0.0,0.04,0.0,0.15,0.11,0.29,0.07,0.0,0.0,0.0,0.11,0.0,0.0,0.11,0.0,0.0,9
cl4yox,0.21,0.0,0.0,0.04,0.0,0.02,0.0,0.0,0.0,0.28,0.12,0.0,0.11,0.02,0.03,0.0,0.0,0.16,0.0,0.0,9
cl7d3i,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.06,0.07,0.0,0.0,0.0,0.0,0.0,0.09,0.5,0.0,0.06,17
cl7z8c,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.2,0.04,0.0,0.0,0.0,0.0,0.04,0.0,0.67,0.0,0.0,17
cl9ile,0.33,0.0,0.15,0.0,0.0,0.0,0.08,0.13,0.0,0.0,0.0,0.0,0.0,0.24,0.04,0.0,0.0,0.0,0.0,0.0,0
clb58w,0.19,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.52,0.04,18
clg7se,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.12,0.3,0.08,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,4
clig5d,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.12,0.16,0.06,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
cllzbk,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.0,0.22,17
clsops,0.3,0.11,0.0,0.0,0.0,0.0,0.04,0.07,0.11,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0
clvmwa,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.08,0.05,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.15,0.0,1
clx8dc,0.0,0.0,0.0,0.07,0.17,0.0,0.0,0.0,0.11,0.0,0.0,0.38,0.0,0.0,0.11,0.0,0.05,0.0,0.0,0.12,11
cm1bwu,0.0,0.0,0.1,0.0,0.48,0.0,0.12,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,4
cm26ti,0.33,0.08,0.0,0.0,0.0,0.0,0.07,0.06,0.18,0.0,0.0,0.0,0.0,0.06,0.19,0.02,0.0,0.0,0.0,0.0,0
cm2xh4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.06,0.08,0.0,0.1,0.0,11
cm3mku,0.0,0.0,0.35,0.0,0.49,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
cm4vbc,0.04,0.0,0.01,0.0,0.14,0.0,0.14,0.0,0.0,0.09,0.04,0.0,0.0,0.01,0.11,0.02,0.06,0.31,0.0,0.01,17
cm543g,0.0,0.08,0.0,0.0,0.08,0.0,0.13,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.12,0.07,17
cma1pr,0.0,0.05,0.16,0.35,0.0,0.0,0.04,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.08,0.17,0.0,0.0,0.05,3
cmbddu,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,17
cmdxvp,0.0,0.0,0.0,0.17,0.23,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.12,0.0,0.12,14
cmfigq,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0,17
cmhjl7,0.26,0.1,0.29,0.0,0.0,0.0,0.0,0.17,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
cmi50c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.16,0.13,0.0,0.39,0.0,0.0,0.0,0.0,0.17,0.0,0.07,12
cmi6cs,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53,0.08,0.0,0.0,0.0,0.0,0.0,0.12,0.0,11
cmisa3,0.29,0.0,0.0,0.0,0.34,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.03,0.0,0.0,0.0,0.07,4
cmjcf8,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.41,0.11,0.0,17
cmkafm,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.21,0.0,0.12,0.04,0.0,0.0,0.0,0.0,0.04,0.0,0.09,0.37,0.04,18
cmkfnb,0.0,0.0,0.08,0.0,0.26,0.01,0.07,0.02,0.0,0.0,0.02,0.27,0.0,0.07,0.0,0.0,0.0,0.08,0.04,0.06,11
cmkh4u,0.0,0.0,0.0,0.13,0.2,0.0,0.02,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.04,0.06,0.21,0.0,0.08,17
cmlh8q,0.06,0.12,0.0,0.05,0.16,0.0,0.0,0.0,0.0,0.12,0.07,0.0,0.16,0.0,0.1,0.0,0.0,0.0,0.16,0.0,4
cmln4d,0.12,0.01,0.01,0.01,0.01,0.01,0.3,0.01,0.49,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,8
cmojbp,0.0,0.0,0.0,0.16,0.0,0.0,0.08,0.0,0.09,0.0,0.07,0.38,0.0,0.0,0.0,0.03,0.0,0.0,0.18,0.0,11
cmoovd,0.0,0.0,0.04,0.38,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,18
cmropk,0.26,0.0,0.0,0.0,0.14,0.0,0.0,0.09,0.0,0.0,0.11,0.0,0.0,0.0,0.17,0.0,0.0,0.2,0.0,0.02,0
cms0s4,0.21,0.06,0.05,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.03,0.05,0.0,0.36,0.0,18
cms7yx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.48,0.0,0.0,0.21,0.0,0.23,14
cmtaq6,0.0,0.07,0.0,0.06,0.0,0.0,0.11,0.32,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
cmut1v,0.4,0.05,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
cmvzgz,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
cmwxe6,0.0,0.11,0.0,0.05,0.16,0.0,0.14,0.0,0.0,0.0,0.0,0.17,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.0,13
cmxfuy,0.0,0.0,0.0,0.07,0.0,0.03,0.0,0.07,0.0,0.0,0.0,0.07,0.0,0.0,0.1,0.0,0.09,0.0,0.57,0.0,18
cmy7y2,0.03,0.03,0.03,0.03,0.03,0.03,0.52,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,6
cmyw90,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.06,0.03,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.48,0.0,0.21,17
cn069c,0.0,0.0,0.0,0.08,0.0,0.06,0.0,0.1,0.1,0.0,0.02,0.0,0.07,0.04,0.02,0.0,0.28,0.18,0.03,0.0,16
cn1fc9,0.0,0.0,0.0,0.21,0.17,0.0,0.04,0.09,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.06,18
cn3ps4,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.2,0.0,4
cn6abo,0.0,0.12,0.0,0.0,0.0,0.0,0.19,0.44,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,7
cna024,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54,0.0,0.0,17
cnahjf,0.0,0.11,0.09,0.0,0.0,0.03,0.0,0.0,0.07,0.0,0.0,0.0,0.11,0.02,0.0,0.0,0.14,0.28,0.03,0.11,17
cnajso,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.32,0.6,0.03,18
cnap4m,0.25,0.0,0.0,0.0,0.07,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.23,7
cnbgv4,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.02,0.0,0.0,0.09,0.36,0.13,0.11,17
cnd8uh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.3,0.0,0.0,0.16,0.0,0.0,0.37,0.0,18
cndojy,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
cneos0,0.04,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.04,0.0,0.43,0.4,0.04,17
cnjafi,0.0,0.0,0.11,0.2,0.19,0.0,0.07,0.0,0.09,0.0,0.06,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.11,0.0,3
cnkfku,0.0,0.03,0.02,0.02,0.15,0.0,0.0,0.06,0.0,0.25,0.04,0.0,0.35,0.0,0.0,0.0,0.08,0.0,0.0,0.0,12
cnm8vd,0.0,0.0,0.35,0.0,0.0,0.0,0.12,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,7
cnmdyn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,10
cno3bx,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.76,0.01,0.01,0.01,0.13,0.01,0.01,0.01,0.01,11
cnpjh6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.11,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.0,17
cnpwp5,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.1,0.0,0.16,0.0,0.0,0.0,0.33,0.0,0.0,0.0,16
cnrw3k,0.0,0.0,0.0,0.07,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.31,0.0,0.03,16
cnt991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.29,0.0,17
cntnf9,0.0,0.0,0.04,0.04,0.09,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.06,0.03,0.12,0.41,0.0,0.04,17
cnuxpm,0.0,0.0,0.18,0.19,0.0,0.02,0.0,0.04,0.0,0.08,0.0,0.09,0.0,0.03,0.0,0.0,0.0,0.0,0.22,0.14,18
cnv7i6,0.37,0.04,0.11,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
cnyzwo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.26,0.14,0.0,0.16,0.0,0.04,0.0,0.0,0.0,0.21,10
cnz82m,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.68,0.02,18
cnzdey,0.16,0.0,0.0,0.0,0.0,0.0,0.13,0.08,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,11
co4gm2,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71,0.0,0.08,17
co617d,0.0,0.0,0.0,0.15,0.18,0.0,0.0,0.0,0.26,0.15,0.0,0.14,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,8
co7wkp,0.0,0.0,0.0,0.08,0.08,0.01,0.0,0.0,0.0,0.13,0.0,0.0,0.02,0.0,0.0,0.0,0.06,0.5,0.08,0.03,17
co85sx,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.16,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,10
co86ey,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0
coac1t,0.0,0.0,0.0,0.33,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.25,0.0,3
coajwa,0.0,0.0,0.11,0.05,0.24,0.0,0.0,0.0,0.09,0.03,0.0,0.0,0.06,0.1,0.0,0.02,0.0,0.21,0.04,0.05,4
coaroc,0.1,0.14,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.12,0.0,0.3,0.04,18
cob7hu,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.17,0.26,0.0,0.0,0.34,0.0,0.0,0.05,0.0,0.0,0.0,0.0,12
coc8dt,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.18,0.0,0.08,0.14,0.08,0.08,9
cofw88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.2,0.0,10
cog9j9,0.07,0.0,0.01,0.0,0.31,0.0,0.07,0.0,0.0,0.08,0.05,0.08,0.0,0.03,0.0,0.04,0.14,0.05,0.0,0.06,4
cojwme,0.0,0.0,0.0,0.0,0.25,0.07,0.0,0.0,0.02,0.08,0.06,0.04,0.0,0.06,0.06,0.0,0.0,0.0,0.37,0.0,18
col5ml,0.0,0.0,0.0,0.05,0.28,0.0,0.03,0.0,0.0,0.18,0.0,0.0,0.05,0.19,0.1,0.0,0.0,0.04,0.0,0.08,4
colrf0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.15,0.0,0.11,0.0,0.0,0.13,0.0,0.04,0.0,0.0,0.42,0.0,0.0,17
coo0ar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.64,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,11
coq2py,0.0,0.06,0.26,0.0,0.17,0.02,0.0,0.0,0.09,0.09,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.3,0.0,18
coromi,0.0,0.0,0.0,0.0,0.58,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,4
cov2q7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.32,0.0,17
covkkk,0.0,0.0,0.03,0.16,0.14,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.38,0.0,18
coyqpq,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
cp140z,0.0,0.0,0.05,0.0,0.06,0.0,0.0,0.16,0.03,0.0,0.0,0.34,0.13,0.0,0.07,0.0,0.0,0.1,0.06,0.0,11
cp1f81,0.33,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.08,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0
cp1zal,0.16,0.02,0.09,0.0,0.0,0.06,0.0,0.08,0.03,0.0,0.06,0.0,0.02,0.04,0.02,0.0,0.21,0.0,0.2,0.0,16
cp463d,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.1,0.21,0.0,0.0,0.0,0.25,0.0,0.0,17
cp4xsl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.09,0.0,0.0,0.0,0.46,0.0,0.0,0.0,16
cp5frv,0.32,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.21,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,4
cp6xla,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.42,19
cp7pbm,0.0,0.0,0.0,0.06,0.25,0.0,0.0,0.08,0.04,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.27,0.05,18
cpb225,0.06,0.0,0.0,0.0,0.58,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.03,0.0,0.0,0.0,0.06,4
cpbeo6,0.24,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.22,0.0,0.0,0.0,0.24,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0
cpbure,0.0,0.09,0.0,0.0,0.32,0.0,0.0,0.24,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.09,4
cpc1jk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.05,0.06,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.03,7
cpfh4j,0.0,0.0,0.14,0.25,0.11,0.0,0.0,0.1,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.05,3
cpgul8,0.0,0.0,0.05,0.0,0.0,0.02,0.0,0.0,0.0,0.17,0.16,0.0,0.0,0.0,0.24,0.0,0.32,0.0,0.0,0.02,16
cphdc2,0.0,0.18,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.36,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
cpinps,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.23,0.59,0.0,0.0,0.0,0.0,0.0,14
cpjt1u,0.0,0.0,0.0,0.0,0.69,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,4
cpkams,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.0,0.07,17
cpldge,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
cpmdag,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
cpmdny,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
cpoo2s,0.17,0.06,0.1,0.0,0.0,0.08,0.0,0.0,0.03,0.0,0.0,0.24,0.14,0.0,0.17,0.0,0.0,0.0,0.0,0.0,11
cpqlaa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.0,0.0,0.0,0.37,14
cps0o7,0.0,0.0,0.0,0.0,0.14,0.03,0.18,0.1,0.0,0.0,0.0,0.26,0.12,0.11,0.0,0.0,0.0,0.0,0.0,0.05,11
cpsfly,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.11,0.0,0.0,0.0,0.0,0.26,0.0,0.05,0.0,0.0,0.0,0.0,0
cpugiu,0.08,0.08,0.0,0.06,0.36,0.0,0.04,0.0,0.0,0.0,0.0,0.2,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
cpujyx,0.07,0.0,0.04,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.32,0.27,0.0,0.0,16
cpwbpr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.0,0.4,0.0,0.0,17
cpx2ux,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.71,0.0,0.0,17
cpym0m,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.17,0.0,0.03,0.02,0.23,0.19,0.0,0.0,16
cq32f6,0.77,0.05,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0
cq336z,0.0,0.0,0.0,0.21,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.43,0.15,0.0,0.0,0.0,0.0,0.0,0.0,12
cq3dbc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.05,0.0,0.5,0.0,0.0,0.05,0.0,0.0,0.0,0.12,12
cq57tr,0.1,0.0,0.0,0.12,0.11,0.01,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.32,0.0,0.0,17
cq6cso,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.24,0.0,9
cq82dd,0.0,0.11,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.17,0.02,0.19,0.0,0.03,0.0,0.01,0.0,0.39,0.0,0.0,17
cq9g3h,0.09,0.0,0.05,0.0,0.25,0.0,0.0,0.11,0.0,0.0,0.05,0.23,0.0,0.13,0.0,0.0,0.0,0.02,0.06,0.0,4
cq9rdb,0.02,0.02,0.68,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,2
cqan7r,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.14,0.26,0.49,0.01,0.01,0.01,0.01,0.01,0.01,0.01,12
cqdfnx,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.07,0.0,0.0,0.0,0.02,0.0,0.19,0.4,0.0,18
cqfpco,0.27,0.0,0.0,0.0,0.0,0.0,0.07,0.18,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.04,0.0,0.0,0.0,0.0,12
cqi3a3,0.0,0.0,0.0,0.0,0.13,0.05,0.06,0.0,0.0,0.0,0.0,0.12,0.36,0.0,0.0,0.0,0.08,0.2,0.0,0.0,12
cqidvg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12
