,t0 really,t1 stomach,t2 amp,t3 lap,t4 said,t5 pregnant,t6 pad,t7 control,t8 work,t9 surgery,t10 experience,t11 cramp,t12 bleeding,t13 cyst,t14 effect,dominant_topic
af43wa,0.48,0.04,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.27,0.0,0.0,0.03,0.0,0
af9dyk,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.49,0.01,0.41,0.01,0.01,10
afj0xj,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.14,0.22,0.0,0.0,0.0,8
afjp4x,0.0,0.14,0.02,0.0,0.17,0.0,0.0,0.0,0.51,0.0,0.0,0.11,0.0,0.02,0.02,8
afkj7c,0.0,0.06,0.0,0.0,0.09,0.01,0.0,0.07,0.3,0.0,0.0,0.43,0.02,0.0,0.0,11
afnqrg,0.12,0.0,0.0,0.24,0.1,0.0,0.0,0.3,0.0,0.0,0.09,0.0,0.1,0.0,0.05,7
afp3xt,0.01,0.01,0.01,0.44,0.01,0.01,0.01,0.01,0.01,0.01,0.47,0.01,0.01,0.01,0.01,10
afr95s,0.0,0.0,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.14,0.0,0.44,0.0,0.0,0.0,11
afs9nq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.19,0.0,0.0,0.41,0.0,0.0,0.0,11
afwfqv,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.47,0.15,0.11,0.02,11
afykj9,0.0,0.0,0.31,0.26,0.0,0.0,0.0,0.0,0.0,0.39,0.0,0.0,0.0,0.0,0.0,9
afyo7l,0.12,0.0,0.33,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.27,2
afz7se,0.07,0.04,0.09,0.0,0.19,0.04,0.01,0.21,0.0,0.0,0.0,0.24,0.0,0.11,0.0,11
ag2yhc,0.21,0.0,0.05,0.0,0.0,0.08,0.0,0.13,0.2,0.19,0.0,0.0,0.0,0.0,0.12,0
ag354k,0.13,0.0,0.0,0.0,0.2,0.0,0.0,0.13,0.34,0.0,0.0,0.0,0.06,0.13,0.0,8
ag6loe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56,0.1,0.0,0.17,0.0,0.0,0.16,8
ag754m,0.01,0.28,0.08,0.01,0.01,0.01,0.01,0.01,0.01,0.3,0.29,0.01,0.01,0.01,0.01,9
ag7d9c,0.0,0.04,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.49,0.0,13
agbjsg,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.46,0.0,0.0,0.21,0.0,0.0,0.0,8
agfj1g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.15,0.2,0.0,0.0,0.0,0.3,7
agfooa,0.0,0.0,0.0,0.05,0.0,0.04,0.0,0.13,0.0,0.0,0.0,0.0,0.24,0.36,0.18,13
agfsc9,0.0,0.07,0.02,0.0,0.0,0.0,0.02,0.0,0.16,0.18,0.0,0.14,0.16,0.25,0.0,13
agh7uy,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.47,14
aghem2,0.01,0.01,0.45,0.01,0.01,0.01,0.09,0.01,0.01,0.01,0.01,0.01,0.01,0.39,0.01,2
agjlkg,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.75,0.0,13
agmwf9,0.11,0.0,0.0,0.04,0.0,0.19,0.01,0.0,0.0,0.32,0.0,0.32,0.0,0.0,0.0,9
agpgwj,0.5,0.01,0.01,0.01,0.01,0.01,0.17,0.01,0.01,0.01,0.27,0.01,0.01,0.01,0.01,0
ags46p,0.03,0.04,0.09,0.09,0.05,0.0,0.01,0.0,0.0,0.0,0.15,0.3,0.0,0.25,0.0,11
agtrsv,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.06,0.1,0.27,0.0,0.0,0.35,14
agu680,0.01,0.01,0.44,0.01,0.01,0.01,0.23,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.26,2
agwnsk,0.12,0.0,0.18,0.07,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.16,0.35,0.0,0.0,12
agxzp8,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.1,0.0,0.0,0.26,0.0,0.37,0.0,0.21,12
ah148f,0.23,0.07,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,9
ah1gh2,0.0,0.0,0.52,0.28,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,2
ah1tns,0.05,0.03,0.0,0.02,0.0,0.27,0.0,0.09,0.0,0.0,0.0,0.2,0.16,0.17,0.0,5
ah3yvb,0.0,0.01,0.16,0.0,0.0,0.03,0.0,0.25,0.11,0.08,0.12,0.23,0.0,0.0,0.0,7
ah4v1n,0.0,0.0,0.0,0.0,0.21,0.0,0.04,0.11,0.0,0.14,0.0,0.13,0.36,0.0,0.0,12
ah4z2v,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.62,0.0,0.0,0.0,0.28,0.0,0.0,0.0,7
ah5qfc,0.0,0.0,0.0,0.0,0.16,0.06,0.05,0.13,0.0,0.0,0.0,0.12,0.0,0.47,0.0,13
ah6ycy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.81,0.0,0.0,0.17,0.0,0.0,0.0,8
ah73t8,0.0,0.08,0.05,0.01,0.0,0.0,0.04,0.16,0.0,0.04,0.2,0.24,0.0,0.0,0.17,11
ah885z,0.0,0.09,0.0,0.29,0.0,0.0,0.0,0.0,0.2,0.38,0.0,0.0,0.0,0.0,0.0,9
aha8l2,0.1,0.0,0.19,0.0,0.16,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.13,13
ahbk0t,0.0,0.06,0.0,0.0,0.0,0.0,0.23,0.0,0.52,0.07,0.0,0.0,0.08,0.0,0.0,8
ahbna7,0.02,0.36,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.42,0.02,0.02,0.02,0.02,10
ahh4n3,0.0,0.0,0.18,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,3
ahjetn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.46,0.0,0.0,0.0,7
ahnnsb,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.15,0.52,0.0,0.09,0.0,0.0,0.14,9
ahnpf0,0.0,0.01,0.0,0.0,0.38,0.0,0.03,0.0,0.26,0.0,0.04,0.27,0.0,0.0,0.02,4
ahu2ia,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0
ahvxue,0.0,0.0,0.0,0.18,0.0,0.0,0.3,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0,8
ai039e,0.08,0.0,0.05,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.12,0.21,0.0,4
ai1z66,0.01,0.01,0.01,0.01,0.01,0.61,0.2,0.01,0.01,0.01,0.12,0.01,0.01,0.01,0.01,5
ai9o90,0.0,0.0,0.21,0.0,0.26,0.0,0.07,0.0,0.35,0.0,0.09,0.0,0.0,0.0,0.0,8
aidnog,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.18,0.0,0.0,0.0,0
aigl5m,0.0,0.0,0.12,0.27,0.31,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.05,0.0,0.0,4
aij1og,0.31,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.26,0.0,0.0,0
ailmwo,0.0,0.0,0.09,0.0,0.19,0.0,0.1,0.08,0.2,0.0,0.0,0.13,0.19,0.02,0.0,8
ain2kb,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.1,0.14,0.0,0.0,0.27,0.1,0.23,0.0,11
ainuml,0.21,0.11,0.22,0.24,0.01,0.01,0.16,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,3
aipjxq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.42,0.0,0.38,0.0,11
aipuz1,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.47,0.0,0.0,0.0,11
aiq4l1,0.23,0.0,0.32,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.07,2
aiuqcb,0.03,0.03,0.03,0.03,0.03,0.53,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,5
aiuv38,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.17,0.0,0.16,0.21,0.0,7
aiy3a3,0.11,0.0,0.17,0.0,0.3,0.01,0.0,0.0,0.02,0.0,0.0,0.08,0.08,0.22,0.0,4
aiy689,0.04,0.0,0.08,0.06,0.31,0.0,0.01,0.06,0.04,0.08,0.0,0.08,0.0,0.24,0.01,4
aj2xx3,0.29,0.0,0.18,0.05,0.14,0.06,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0
aj4735,0.0,0.05,0.0,0.0,0.12,0.0,0.0,0.15,0.0,0.0,0.38,0.0,0.0,0.0,0.27,10
aj4gxb,0.0,0.0,0.0,0.18,0.26,0.0,0.03,0.27,0.0,0.25,0.0,0.0,0.0,0.0,0.0,7
aj5jba,0.0,0.0,0.0,0.14,0.39,0.0,0.0,0.0,0.0,0.19,0.27,0.0,0.0,0.0,0.0,4
aj5p0r,0.28,0.0,0.22,0.0,0.11,0.05,0.0,0.0,0.09,0.11,0.0,0.0,0.0,0.13,0.0,0
aj6ksg,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.43,0.02,0.28,0.02,0.02,0.02,0.02,8
aj7ja7,0.15,0.0,0.04,0.0,0.2,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.31,0.0,0.0,12
aj7mez,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.2,0.35,0.0,0.0,0.0,8
ajdu34,0.0,0.0,0.0,0.0,0.17,0.04,0.01,0.25,0.0,0.0,0.0,0.26,0.14,0.13,0.0,11
aje91a,0.18,0.0,0.22,0.0,0.0,0.12,0.0,0.23,0.0,0.0,0.0,0.0,0.09,0.16,0.0,7
ajed56,0.0,0.02,0.0,0.0,0.0,0.02,0.0,0.14,0.0,0.03,0.0,0.61,0.08,0.09,0.0,11
ajgv87,0.0,0.0,0.08,0.11,0.0,0.13,0.0,0.0,0.22,0.09,0.0,0.0,0.0,0.28,0.11,13
ajj26m,0.0,0.05,0.0,0.12,0.0,0.0,0.0,0.14,0.0,0.05,0.0,0.59,0.0,0.04,0.0,11
ajptj7,0.0,0.0,0.27,0.0,0.0,0.0,0.09,0.27,0.12,0.0,0.14,0.0,0.0,0.0,0.1,2
ajqsb6,0.0,0.0,0.0,0.05,0.24,0.01,0.0,0.1,0.38,0.0,0.0,0.0,0.09,0.12,0.0,8
ajs58w,0.11,0.0,0.0,0.24,0.0,0.15,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.22,0.09,3
ajwj8c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.39,0.0,0.38,0.0,11
ajytrn,0.0,0.0,0.23,0.0,0.0,0.0,0.03,0.0,0.61,0.0,0.13,0.0,0.0,0.0,0.0,8
ak35o9,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.21,0.53,0.0,0.0,0.0,11
ak3uzw,0.34,0.0,0.0,0.18,0.0,0.0,0.05,0.06,0.0,0.13,0.05,0.0,0.0,0.0,0.17,0
ak4bzo,0.0,0.07,0.0,0.0,0.16,0.0,0.1,0.0,0.33,0.05,0.0,0.0,0.0,0.27,0.0,8
ak4u4l,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.13,0.0,0.1,0.0,0.0,0.17,0.38,14
ak5u9v,0.22,0.0,0.0,0.15,0.0,0.0,0.0,0.41,0.0,0.0,0.0,0.2,0.0,0.0,0.0,7
ak7m8m,0.22,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.52,0.24,0.0,0.0,11
ak927x,0.0,0.0,0.0,0.06,0.1,0.0,0.0,0.0,0.0,0.39,0.0,0.0,0.0,0.23,0.22,9
akao05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.54,0.0,0.0,0.0,11
akco7z,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0
akcozv,0.0,0.0,0.04,0.05,0.14,0.0,0.0,0.0,0.74,0.0,0.0,0.0,0.0,0.0,0.02,8
akdfw6,0.33,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,14
akk5kx,0.0,0.01,0.0,0.0,0.26,0.0,0.0,0.22,0.17,0.0,0.06,0.18,0.05,0.0,0.06,4
akkk0x,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.13,0.09,0.0,0.06,0.08,0
aklt72,0.62,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.04,0.0,0.0,0.0,0.0,0.0,0
akn7nb,0.3,0.01,0.01,0.01,0.01,0.01,0.17,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.44,14
aknnts,0.49,0.0,0.18,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.22,0
aknwmp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.46,0.0,0.0,0.0,7
akrnv3,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.49,0.0,0.28,0.0,0.14,0.0,0.0,8
akt3gy,0.0,0.0,0.12,0.09,0.0,0.14,0.0,0.08,0.0,0.0,0.0,0.22,0.34,0.0,0.0,12
aktj95,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.2,0.0,0.36,0.0,0.36,0.0,11
akwdh8,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.05,0.22,0.0,4
akyo32,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.25,0.0,0.0,0.34,0.11,13
akytv1,0.11,0.0,0.14,0.0,0.0,0.04,0.02,0.0,0.68,0.0,0.0,0.0,0.0,0.0,0.0,8
akz6o3,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.23,0.27,0.0,0.13,0.0,0.1,0.0,0.0,8
al1gba,0.35,0.02,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.06,0.33,0.05,0.08,0.0,0
al2nim,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.5,0.01,0.01,0.14,0.01,0.15,0.15,8
al32pc,0.01,0.11,0.01,0.01,0.58,0.01,0.01,0.01,0.25,0.01,0.01,0.01,0.01,0.01,0.01,4
al45l5,0.25,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.03,0.26,0.0,11
al4ufe,0.15,0.0,0.0,0.27,0.0,0.37,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,5
al50nb,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.54,0.0,0.0,0.14,11
al5uig,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.11,0.0,0.0,0.26,0.15,0.41,0.0,0.0,12
al99st,0.0,0.0,0.0,0.16,0.0,0.15,0.0,0.0,0.0,0.17,0.26,0.0,0.0,0.0,0.23,10
al9cik,0.0,0.0,0.0,0.0,0.27,0.0,0.03,0.17,0.0,0.14,0.0,0.0,0.16,0.09,0.14,4
albnsl,0.22,0.0,0.02,0.0,0.36,0.06,0.0,0.09,0.06,0.04,0.0,0.0,0.12,0.0,0.04,4
alctl8,0.08,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,2
ale4tm,0.22,0.0,0.0,0.0,0.31,0.11,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.19,0.0,4
alfkcs,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.38,0.0,0.0,0.18,0.0,0.16,0.0,0.06,7
algril,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.29,0.0,0.2,0.24,0.0,0.0,0.04,8
alhypg,0.0,0.0,0.0,0.0,0.21,0.08,0.0,0.0,0.0,0.29,0.33,0.0,0.0,0.07,0.0,10
alimnd,0.0,0.0,0.3,0.0,0.13,0.0,0.0,0.0,0.2,0.14,0.0,0.0,0.0,0.19,0.04,2
aljygv,0.21,0.0,0.02,0.23,0.38,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,4
allafz,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.43,0.0,0.0,0.0,0.0,0.17,9
allbrv,0.0,0.06,0.13,0.0,0.16,0.0,0.0,0.0,0.24,0.0,0.0,0.39,0.0,0.0,0.0,11
alld5n,0.0,0.0,0.0,0.22,0.46,0.03,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.16,0.0,4
allfl5,0.09,0.02,0.08,0.0,0.0,0.05,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.48,14
alljru,0.05,0.0,0.0,0.09,0.12,0.0,0.0,0.0,0.44,0.1,0.13,0.0,0.0,0.07,0.0,8
alyxmg,0.0,0.0,0.0,0.13,0.12,0.11,0.0,0.21,0.0,0.19,0.0,0.0,0.0,0.23,0.0,13
alzwce,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.32,0.0,0.0,0.0,0.57,0.0,13
am0w8u,0.0,0.0,0.0,0.56,0.15,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,3
am1j5r,0.08,0.0,0.05,0.0,0.0,0.14,0.0,0.09,0.09,0.05,0.0,0.16,0.04,0.22,0.08,13
am2qhp,0.01,0.01,0.01,0.01,0.01,0.34,0.01,0.01,0.01,0.01,0.5,0.01,0.01,0.01,0.09,10
am2t3m,0.16,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.16,0.21,0.19,0.0,0.0,0.0,8
am4ulk,0.01,0.08,0.01,0.76,0.01,0.1,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,3
am5g6z,0.0,0.0,0.0,0.23,0.24,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.31,0.0,13
am6nkw,0.0,0.02,0.05,0.16,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.49,0.0,0.19,0.07,11
am8tw8,0.44,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0
amb2nw,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.24,0.62,0.01,0.01,0.01,11
amb49j,0.31,0.0,0.39,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,2
amcihi,0.19,0.01,0.04,0.17,0.11,0.05,0.01,0.07,0.04,0.06,0.03,0.0,0.0,0.18,0.04,0
amedbt,0.55,0.0,0.11,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.11,0
amf7mx,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.13,0.0,0.0,0.35,0.0,9
amk0r3,0.0,0.0,0.17,0.15,0.17,0.0,0.0,0.0,0.0,0.08,0.1,0.12,0.0,0.17,0.03,2
amnwb9,0.01,0.01,0.01,0.42,0.01,0.01,0.47,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,6
amogmz,0.0,0.0,0.06,0.0,0.3,0.19,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.3,0.0,4
amqzj2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,0.0,0.12,0.0,11
amrmwy,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.25,0.0,0.1,0.53,0.0,0.0,0.0,11
amsst9,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.3,0.0,0.35,0.25,0.0,0.0,0.0,10
amvhgp,0.21,0.0,0.01,0.0,0.14,0.01,0.03,0.0,0.26,0.15,0.13,0.06,0.0,0.0,0.0,8
amwdzv,0.01,0.01,0.28,0.01,0.29,0.22,0.12,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,4
amy80k,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.21,0.29,0.23,0.0,0.0,0.0,10
an2qfv,0.15,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.05,0.0,0.27,0.15,0.17,0.0,0.16,10
an5xee,0.12,0.0,0.11,0.19,0.0,0.07,0.0,0.22,0.06,0.07,0.0,0.0,0.0,0.08,0.08,7
anai1r,0.24,0.0,0.17,0.0,0.11,0.0,0.0,0.09,0.0,0.0,0.0,0.17,0.22,0.0,0.0,0
anaqu7,0.13,0.04,0.07,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.63,0.0,0.04,0.0,11
and7w8,0.0,0.0,0.0,0.02,0.16,0.0,0.0,0.1,0.0,0.04,0.0,0.5,0.0,0.17,0.0,11
anea6r,0.01,0.01,0.2,0.01,0.14,0.01,0.01,0.17,0.01,0.01,0.42,0.01,0.01,0.01,0.01,10
anesgp,0.0,0.0,0.0,0.39,0.0,0.06,0.0,0.24,0.0,0.22,0.0,0.0,0.0,0.07,0.0,3
anfrhe,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.33,0.0,0.05,0.0,0.41,0.0,0.15,0.0,11
anfthu,0.18,0.0,0.05,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.4,0.16,0.0,12
angi66,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.31,0.01,0.59,0.01,0.01,12
angpcq,0.0,0.02,0.11,0.13,0.36,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.24,0.0,4
anilga,0.02,0.02,0.69,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,2
animyw,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.49,0.01,0.43,0.01,0.01,10
anj3mi,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.06,0.25,0.0,0.3,0.0,0.0,3
anj8rn,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.11,0.39,0.15,0.0,0.18,0.05,0.0,0.06,8
anjsmx,0.18,0.0,0.0,0.07,0.35,0.04,0.0,0.25,0.0,0.0,0.11,0.0,0.0,0.0,0.0,4
ankmqp,0.01,0.21,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.31,0.01,0.42,0.01,13
anmnjf,0.31,0.0,0.08,0.0,0.0,0.16,0.0,0.0,0.11,0.19,0.14,0.0,0.0,0.0,0.0,0
ann3vm,0.0,0.08,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74,0.0,0.0,0.0,0.0,10
ano6u8,0.01,0.01,0.01,0.54,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.33,3
anr5ve,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.47,0.01,0.01,0.45,0.01,0.01,0.01,8
anrowy,0.43,0.01,0.17,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.3,0.01,0.01,0.01,0.01,0
ans31d,0.0,0.0,0.0,0.17,0.43,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.08,0.0,0.0,4
ans3fc,0.63,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
ansrdf,0.17,0.06,0.04,0.07,0.0,0.02,0.0,0.0,0.59,0.03,0.0,0.01,0.0,0.0,0.0,8
ansygl,0.0,0.0,0.23,0.17,0.31,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.15,4
antubn,0.01,0.01,0.47,0.43,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,2
anu79x,0.49,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.14,0.0,0.0,0.0,0.0,0
anv0h7,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,11
anw83g,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.22,0.1,0.29,0.24,0.0,0.0,0.0,0.12,9
anwr9f,0.68,0.22,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0
any2e7,0.0,0.0,0.13,0.04,0.0,0.0,0.02,0.11,0.13,0.0,0.0,0.0,0.12,0.29,0.15,13
ao22rm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87,0.0,0.09,0.0,11
ao2g5f,0.13,0.0,0.0,0.36,0.12,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.17,0.0,0.02,3
ao5avs,0.13,0.01,0.0,0.0,0.19,0.0,0.0,0.25,0.18,0.13,0.05,0.0,0.0,0.0,0.05,7
aobzvk,0.06,0.0,0.03,0.0,0.15,0.03,0.0,0.14,0.0,0.0,0.0,0.18,0.38,0.02,0.0,12
aodsl0,0.0,0.0,0.0,0.0,0.14,0.0,0.05,0.0,0.0,0.22,0.23,0.24,0.11,0.0,0.0,11
aoeerr,0.0,0.0,0.08,0.06,0.16,0.0,0.05,0.0,0.0,0.0,0.21,0.38,0.0,0.04,0.0,11
aoegj5,0.26,0.0,0.03,0.0,0.0,0.09,0.0,0.03,0.0,0.38,0.0,0.0,0.0,0.21,0.0,9
aoep0m,0.0,0.0,0.64,0.0,0.0,0.05,0.0,0.0,0.25,0.0,0.0,0.0,0.05,0.0,0.0,2
aofwzp,0.46,0.0,0.27,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
aog2jm,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.33,0.0,0.0,12
aohqa0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.35,0.0,0.0,0.0,0.0,0
aoi47m,0.35,0.04,0.0,0.0,0.0,0.0,0.04,0.0,0.21,0.0,0.07,0.16,0.0,0.12,0.0,0
aoij71,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.42,0.0,0.0,0.31,0.09,0.0,0.12,8
aokfhl,0.54,0.14,0.01,0.01,0.01,0.01,0.25,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0
aolgd5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.35,0.33,0.14,0.0,11
aonb6n,0.15,0.0,0.1,0.25,0.0,0.0,0.0,0.24,0.0,0.12,0.0,0.08,0.0,0.05,0.0,3
aonm72,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.23,0.0,0.16,0.0,0.17,0.0,0.0,0.21,7
aoo2sq,0.3,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.13,0
