,t0 control,t1 bowel,t2 amp,t3 surgery,t4 got,t5 symptom,t6 back,t7 symptom,t8 want,t9 surgery,dominant_topic
2h9zy8,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.09,0.76,9
2hegnw,0.11,0.1,0.0,0.0,0.12,0.06,0.04,0.4,0.07,0.1,7
2hlof8,0.0,0.0,0.0,0.0,0.5,0.0,0.49,0.0,0.0,0.0,4
2hrkrj,0.83,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0
2i9tar,0.01,0.09,0.01,0.67,0.01,0.01,0.01,0.01,0.19,0.01,3
2iazjm,0.08,0.03,0.09,0.0,0.13,0.03,0.02,0.17,0.13,0.32,9
2ideai,0.0,0.21,0.0,0.19,0.55,0.0,0.0,0.0,0.0,0.04,4
2if0y3,0.39,0.01,0.28,0.01,0.01,0.01,0.01,0.01,0.29,0.01,0
2illf4,0.09,0.12,0.0,0.0,0.19,0.0,0.0,0.09,0.4,0.11,8
2ipua1,0.0,0.0,0.0,0.0,0.11,0.0,0.38,0.49,0.0,0.0,7
2iwtx5,0.45,0.0,0.0,0.0,0.27,0.04,0.0,0.0,0.23,0.0,0
2j97yx,0.22,0.1,0.0,0.0,0.19,0.06,0.05,0.09,0.17,0.11,0
2jdnt3,0.0,0.0,0.09,0.0,0.0,0.12,0.1,0.35,0.34,0.0,7
2jf534,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.95,0.01,0.01,7
2jkrg4,0.0,0.32,0.0,0.0,0.0,0.0,0.64,0.0,0.0,0.0,6
2jp6dh,0.31,0.0,0.0,0.18,0.0,0.3,0.0,0.0,0.0,0.19,0
2js8ml,0.02,0.02,0.6,0.02,0.02,0.02,0.02,0.24,0.02,0.02,2
2jtrvh,0.0,0.0,0.13,0.0,0.32,0.53,0.0,0.0,0.0,0.0,5
2jv7re,0.0,0.0,0.39,0.0,0.28,0.0,0.0,0.31,0.0,0.0,2
2jy7hh,0.23,0.0,0.0,0.17,0.0,0.31,0.0,0.0,0.0,0.26,5
2k3pxw,0.1,0.0,0.0,0.07,0.36,0.0,0.04,0.0,0.12,0.31,4
2k4nzw,0.29,0.15,0.08,0.45,0.01,0.01,0.01,0.01,0.01,0.01,3
2k74do,0.03,0.0,0.39,0.0,0.0,0.08,0.0,0.0,0.44,0.05,8
2k9t2x,0.5,0.0,0.24,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0
2kair4,0.0,0.0,0.0,0.0,0.34,0.0,0.08,0.19,0.39,0.0,8
2kbxpm,0.2,0.0,0.0,0.0,0.0,0.0,0.35,0.42,0.0,0.0,7
2kc2pt,0.69,0.0,0.0,0.0,0.0,0.0,0.08,0.09,0.13,0.0,0
2kcbjb,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0
2kgkfs,0.2,0.0,0.0,0.0,0.0,0.09,0.0,0.54,0.15,0.0,7
2kjowc,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.73,0.0,8
2kl0o5,0.0,0.0,0.0,0.0,0.32,0.14,0.0,0.3,0.04,0.19,4
2klev5,0.33,0.0,0.0,0.0,0.28,0.0,0.35,0.0,0.0,0.03,6
2kn4bb,0.37,0.0,0.0,0.36,0.07,0.0,0.0,0.0,0.0,0.19,0
2kq8c4,0.68,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0
2l6hgl,0.05,0.07,0.02,0.0,0.0,0.0,0.13,0.27,0.36,0.1,8
2lejje,0.03,0.03,0.03,0.7,0.03,0.03,0.03,0.03,0.03,0.03,3
2ljku3,0.16,0.01,0.46,0.01,0.01,0.01,0.01,0.01,0.01,0.32,2
2logyv,0.09,0.0,0.04,0.0,0.0,0.0,0.26,0.45,0.0,0.15,7
2ludfu,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.34,0.61,0.0,8
2m500u,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.18,0.0,0.71,9
2m54fr,0.17,0.01,0.01,0.01,0.01,0.4,0.12,0.01,0.26,0.01,5
2m6lfe,0.01,0.01,0.01,0.33,0.01,0.01,0.01,0.34,0.01,0.27,7
2mbmmt,0.15,0.0,0.0,0.22,0.2,0.32,0.1,0.0,0.0,0.0,5
2mbs7q,0.0,0.22,0.09,0.09,0.19,0.0,0.13,0.0,0.12,0.16,1
2mdu5q,0.08,0.0,0.0,0.0,0.11,0.0,0.0,0.56,0.0,0.24,7
2mm8p9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96,0.0,8
2mmpod,0.36,0.01,0.0,0.07,0.11,0.0,0.07,0.3,0.06,0.0,0
2mrs23,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.46,0.23,0.0,7
2n7py1,0.0,0.0,0.0,0.23,0.21,0.0,0.0,0.0,0.48,0.07,8
2n8u5w,0.0,0.0,0.0,0.27,0.29,0.0,0.08,0.0,0.0,0.33,9
2o2cdu,0.0,0.09,0.0,0.11,0.0,0.0,0.1,0.0,0.68,0.0,8
2o43h9,0.12,0.07,0.0,0.0,0.0,0.02,0.05,0.51,0.2,0.04,7
2onbu8,0.26,0.0,0.0,0.13,0.0,0.03,0.07,0.15,0.0,0.35,9
2otate,0.0,0.0,0.0,0.0,0.5,0.0,0.05,0.16,0.29,0.0,4
2p8dc1,0.28,0.11,0.0,0.48,0.0,0.11,0.0,0.0,0.0,0.0,3
2pbj0u,0.0,0.04,0.0,0.0,0.17,0.0,0.0,0.74,0.0,0.05,7
2ph8rw,0.0,0.0,0.0,0.0,0.4,0.26,0.2,0.0,0.0,0.13,4
2pn5ry,0.0,0.0,0.14,0.38,0.1,0.0,0.0,0.17,0.0,0.2,3
2prsjg,0.11,0.0,0.13,0.0,0.52,0.0,0.0,0.0,0.12,0.12,4
2pyz5t,0.01,0.19,0.01,0.01,0.01,0.36,0.01,0.01,0.4,0.01,8
2qix4w,0.35,0.14,0.0,0.04,0.12,0.0,0.0,0.0,0.34,0.0,0
2r4nuf,0.47,0.0,0.14,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0
2rdp3w,0.08,0.0,0.1,0.0,0.29,0.05,0.0,0.17,0.0,0.3,9
2rghov,0.52,0.0,0.33,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0
2rko14,0.13,0.12,0.02,0.0,0.0,0.0,0.22,0.33,0.18,0.0,7
2rlc85,0.0,0.0,0.21,0.0,0.0,0.29,0.0,0.28,0.2,0.0,5
2rm4k4,0.0,0.0,0.13,0.34,0.16,0.0,0.0,0.17,0.09,0.11,3
2rm6f3,0.0,0.0,0.13,0.34,0.16,0.0,0.0,0.17,0.09,0.11,3
2rmyzs,0.0,0.0,0.17,0.0,0.18,0.0,0.11,0.0,0.52,0.0,8
2rnb4i,0.48,0.01,0.01,0.38,0.1,0.01,0.01,0.01,0.01,0.01,0
2rnbpo,0.0,0.0,0.06,0.29,0.0,0.0,0.13,0.51,0.0,0.0,7
2rnyex,0.64,0.0,0.0,0.0,0.0,0.0,0.22,0.12,0.0,0.0,0
2ruk2p,0.04,0.0,0.16,0.0,0.0,0.0,0.22,0.0,0.44,0.13,8
2rvqzi,0.15,0.0,0.0,0.0,0.19,0.0,0.0,0.34,0.22,0.09,7
2s2z0c,0.0,0.0,0.34,0.3,0.31,0.05,0.0,0.0,0.0,0.0,2
2s3tn7,0.56,0.06,0.2,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0
2s7a3r,0.05,0.05,0.05,0.05,0.55,0.05,0.05,0.05,0.05,0.05,4
2s9c35,0.33,0.0,0.0,0.0,0.14,0.0,0.31,0.0,0.2,0.0,0
2sa6i4,0.09,0.0,0.0,0.08,0.44,0.0,0.0,0.0,0.38,0.0,4
2scmfr,0.0,0.0,0.0,0.19,0.27,0.0,0.2,0.0,0.0,0.33,9
2sdrdr,0.24,0.0,0.0,0.0,0.0,0.0,0.24,0.35,0.0,0.16,7
2slem9,0.0,0.31,0.0,0.0,0.02,0.0,0.23,0.43,0.0,0.0,7
2sls6e,0.15,0.0,0.31,0.0,0.0,0.25,0.0,0.0,0.27,0.0,2
2smp1b,0.0,0.0,0.18,0.34,0.0,0.18,0.0,0.2,0.0,0.08,3
2svwhw,0.14,0.0,0.0,0.12,0.23,0.09,0.1,0.1,0.05,0.16,4
2sxpqr,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.17,0.0,0
2t8hpr,0.2,0.0,0.05,0.0,0.0,0.0,0.06,0.57,0.0,0.11,7
2tagyb,0.18,0.0,0.08,0.28,0.0,0.0,0.1,0.26,0.0,0.09,3
2te8lk,0.0,0.0,0.0,0.46,0.11,0.27,0.0,0.0,0.0,0.15,3
2tecmu,0.01,0.01,0.01,0.01,0.01,0.91,0.01,0.01,0.01,0.01,5
2tfft1,0.0,0.0,0.0,0.1,0.23,0.16,0.1,0.31,0.0,0.09,7
2tg02z,0.1,0.0,0.05,0.1,0.32,0.0,0.0,0.0,0.0,0.42,9
2tghqe,0.0,0.0,0.48,0.0,0.04,0.27,0.0,0.09,0.0,0.11,2
2tlfy1,0.14,0.03,0.0,0.0,0.1,0.14,0.21,0.33,0.04,0.01,7
2tnwo7,0.0,0.18,0.07,0.09,0.08,0.0,0.04,0.54,0.0,0.0,7
2ttk5z,0.09,0.0,0.0,0.0,0.58,0.13,0.08,0.0,0.12,0.0,4
2tut8q,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.59,0.0,8
2tvoys,0.0,0.16,0.0,0.0,0.63,0.0,0.0,0.21,0.0,0.0,4
2twber,0.04,0.0,0.0,0.0,0.52,0.28,0.15,0.0,0.0,0.0,4
2twbxb,0.44,0.01,0.01,0.01,0.01,0.48,0.01,0.01,0.01,0.01,5
2twt78,0.07,0.0,0.0,0.16,0.0,0.0,0.03,0.45,0.18,0.11,7
2tz8fo,0.08,0.0,0.0,0.03,0.0,0.0,0.16,0.0,0.71,0.0,8
2u0wmw,0.0,0.0,0.04,0.44,0.0,0.15,0.03,0.33,0.0,0.0,3
2u1qw0,0.34,0.01,0.01,0.44,0.18,0.01,0.01,0.01,0.01,0.01,3
2u31eq,0.36,0.0,0.25,0.0,0.0,0.09,0.0,0.0,0.29,0.0,0
2u4mmy,0.23,0.0,0.11,0.0,0.05,0.15,0.0,0.15,0.22,0.1,0
2u8hm0,0.0,0.0,0.04,0.0,0.4,0.0,0.1,0.32,0.0,0.14,4
2ug2ya,0.42,0.0,0.0,0.1,0.13,0.0,0.07,0.0,0.24,0.03,0
2ugeqg,0.09,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.54,9
2ujx4z,0.34,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.07,0.24,0
2ulmuz,0.03,0.0,0.0,0.16,0.22,0.0,0.0,0.08,0.5,0.0,8
2um2bd,0.3,0.01,0.09,0.01,0.45,0.01,0.01,0.01,0.14,0.01,4
2un0vv,0.0,0.0,0.0,0.08,0.0,0.0,0.45,0.17,0.0,0.29,6
2ungy6,0.1,0.0,0.0,0.09,0.11,0.0,0.0,0.0,0.0,0.69,9
2uogjm,0.14,0.09,0.05,0.0,0.0,0.24,0.0,0.05,0.43,0.0,8
2uplx9,0.18,0.01,0.01,0.01,0.01,0.44,0.01,0.01,0.32,0.01,5
2ur26l,0.0,0.01,0.1,0.12,0.19,0.0,0.0,0.23,0.35,0.0,8
2usaq0,0.27,0.0,0.1,0.18,0.0,0.1,0.02,0.0,0.0,0.33,9
2uttw9,0.03,0.0,0.0,0.0,0.0,0.0,0.15,0.57,0.22,0.04,7
2uvgzt,0.0,0.0,0.45,0.07,0.0,0.0,0.09,0.0,0.37,0.0,2
2uygc1,0.0,0.0,0.0,0.11,0.4,0.0,0.0,0.19,0.18,0.12,4
2uzutq,0.15,0.0,0.27,0.0,0.0,0.0,0.0,0.18,0.0,0.39,9
2v1olj,0.54,0.05,0.0,0.0,0.19,0.0,0.0,0.22,0.0,0.0,0
2v30g2,0.33,0.0,0.0,0.16,0.0,0.22,0.0,0.0,0.26,0.03,0
2v8uua,0.14,0.0,0.0,0.0,0.83,0.0,0.0,0.0,0.0,0.0,4
2vag7i,0.32,0.0,0.0,0.0,0.23,0.18,0.0,0.0,0.25,0.0,0
2vczkg,0.0,0.04,0.0,0.0,0.0,0.13,0.0,0.58,0.23,0.0,7
2vdmww,0.1,0.05,0.0,0.02,0.22,0.0,0.05,0.28,0.0,0.29,9
2vdy7p,0.46,0.0,0.0,0.29,0.0,0.0,0.19,0.0,0.0,0.06,0
2vebjk,0.0,0.0,0.78,0.0,0.0,0.19,0.0,0.0,0.0,0.0,2
2vgfm7,0.09,0.45,0.01,0.2,0.01,0.01,0.01,0.22,0.01,0.01,1
2vgtlt,0.01,0.01,0.39,0.01,0.01,0.01,0.51,0.01,0.01,0.01,6
2vi8m5,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.41,0.12,8
2vncq9,0.0,0.0,0.13,0.0,0.09,0.0,0.0,0.41,0.0,0.36,7
2vnic2,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.89,0.0,0.0,7
2vowfy,0.24,0.1,0.0,0.0,0.15,0.0,0.0,0.36,0.0,0.14,7
2vqap1,0.01,0.01,0.21,0.27,0.01,0.01,0.01,0.01,0.49,0.01,8
2vr26u,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.16,0.0,0.62,9
2vsbjo,0.0,0.0,0.0,0.12,0.08,0.0,0.02,0.0,0.36,0.41,9
2vvtss,0.14,0.0,0.11,0.0,0.11,0.0,0.0,0.63,0.0,0.0,7
2vycht,0.12,0.25,0.06,0.08,0.0,0.06,0.04,0.18,0.21,0.0,1
2vzrjy,0.32,0.0,0.1,0.16,0.0,0.36,0.0,0.0,0.0,0.05,5
2vzv8h,0.0,0.0,0.0,0.15,0.52,0.0,0.0,0.07,0.0,0.25,4
2w172c,0.0,0.0,0.34,0.31,0.0,0.0,0.0,0.1,0.0,0.23,2
2w1nl7,0.37,0.05,0.0,0.13,0.0,0.0,0.0,0.0,0.44,0.0,8
2w5bmx,0.0,0.0,0.16,0.36,0.11,0.0,0.0,0.0,0.14,0.23,3
2wgbwb,0.0,0.0,0.0,0.0,0.0,0.0,0.54,0.43,0.0,0.0,6
2wgjwk,0.1,0.0,0.0,0.11,0.29,0.0,0.21,0.0,0.0,0.28,4
2wigz1,0.0,0.17,0.11,0.0,0.19,0.0,0.27,0.09,0.15,0.03,6
2wns12,0.0,0.0,0.21,0.0,0.0,0.0,0.76,0.0,0.0,0.0,6
2wszd2,0.0,0.0,0.0,0.0,0.61,0.0,0.0,0.0,0.36,0.0,4
2wt7nu,0.28,0.0,0.0,0.05,0.09,0.2,0.0,0.27,0.06,0.05,0
2wwnhi,0.38,0.13,0.11,0.0,0.0,0.02,0.04,0.32,0.0,0.0,0
2wxsxb,0.0,0.0,0.48,0.0,0.0,0.0,0.14,0.0,0.36,0.0,2
2wzcy9,0.12,0.0,0.0,0.33,0.37,0.0,0.0,0.17,0.0,0.0,4
2wzpgh,0.0,0.04,0.05,0.06,0.1,0.0,0.09,0.1,0.26,0.31,9
2x15s8,0.09,0.0,0.2,0.0,0.32,0.0,0.0,0.0,0.0,0.38,9
2x1upw,0.0,0.0,0.0,0.33,0.35,0.0,0.0,0.0,0.0,0.31,4
2x2q23,0.46,0.0,0.0,0.0,0.0,0.2,0.0,0.15,0.0,0.17,0
2x2xhz,0.52,0.07,0.1,0.21,0.0,0.0,0.09,0.0,0.0,0.0,0
2x5ih8,0.0,0.0,0.05,0.32,0.2,0.03,0.0,0.08,0.15,0.16,3
2x5mwh,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.28,0.0,0.44,9
2x6mpl,0.14,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.35,0.0,3
2x9qav,0.0,0.0,0.0,0.04,0.0,0.13,0.43,0.39,0.0,0.0,6
2xan3e,0.0,0.0,0.0,0.04,0.2,0.0,0.03,0.43,0.12,0.17,7
2xbxu2,0.0,0.0,0.19,0.45,0.0,0.0,0.1,0.0,0.23,0.0,3
2xd4vh,0.12,0.0,0.0,0.12,0.26,0.0,0.0,0.1,0.36,0.04,8
2xez6d,0.0,0.0,0.05,0.15,0.19,0.0,0.28,0.0,0.0,0.33,9
2xjk3k,0.27,0.0,0.0,0.17,0.0,0.46,0.09,0.0,0.0,0.0,5
2xjt5v,0.01,0.01,0.29,0.49,0.17,0.01,0.01,0.01,0.01,0.01,3
2xkb3w,0.29,0.0,0.0,0.28,0.18,0.24,0.0,0.0,0.0,0.0,0
2xm6fv,0.0,0.03,0.0,0.11,0.46,0.04,0.0,0.36,0.0,0.0,4
2xn5aa,0.06,0.08,0.0,0.09,0.0,0.06,0.19,0.0,0.35,0.17,8
2xqc8p,0.0,0.1,0.05,0.0,0.0,0.11,0.0,0.51,0.24,0.0,7
2xwnvg,0.0,0.0,0.0,0.78,0.19,0.0,0.0,0.0,0.0,0.0,3
2y22h9,0.0,0.0,0.0,0.72,0.11,0.0,0.0,0.0,0.0,0.14,3
2y5vxm,0.3,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.34,0.14,8
2ygf3s,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.19,0.31,0.29,8
2yi5bc,0.01,0.01,0.01,0.01,0.01,0.01,0.69,0.26,0.01,0.01,6
2yijh0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.82,9
2ymadn,0.15,0.0,0.06,0.36,0.35,0.0,0.0,0.07,0.0,0.0,3
2ytgbz,0.01,0.01,0.01,0.01,0.01,0.44,0.01,0.51,0.01,0.01,7
2yuej4,0.65,0.0,0.13,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0
2yyofj,0.15,0.05,0.05,0.29,0.0,0.0,0.0,0.34,0.0,0.12,7
2z0ouv,0.05,0.06,0.0,0.0,0.0,0.14,0.13,0.0,0.06,0.56,9
2z2s86,0.0,0.0,0.2,0.44,0.0,0.0,0.0,0.0,0.0,0.34,3
2z5zik,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.77,0.0,0.0,7
2z7bi9,0.13,0.0,0.0,0.0,0.0,0.07,0.08,0.25,0.46,0.0,8
2z8kfy,0.04,0.15,0.06,0.25,0.39,0.0,0.0,0.0,0.0,0.1,4
2z8t4t,0.02,0.0,0.12,0.0,0.29,0.0,0.02,0.13,0.27,0.14,4
2z8u5p,0.12,0.0,0.0,0.0,0.22,0.0,0.0,0.1,0.49,0.06,8
2z9loy,0.0,0.0,0.16,0.16,0.0,0.0,0.0,0.0,0.22,0.45,9
2zasb2,0.19,0.0,0.0,0.27,0.34,0.0,0.0,0.0,0.19,0.0,4
2zb2g9,0.0,0.0,0.0,0.0,0.18,0.15,0.0,0.1,0.57,0.0,8
2zd925,0.15,0.0,0.11,0.0,0.03,0.0,0.13,0.05,0.19,0.33,9
2ze338,0.28,0.0,0.0,0.34,0.22,0.09,0.0,0.0,0.0,0.06,3
2zhdne,0.0,0.24,0.0,0.1,0.0,0.0,0.14,0.0,0.27,0.23,8
2zie4f,0.07,0.08,0.1,0.0,0.0,0.0,0.11,0.11,0.32,0.21,8
2zjkc6,0.11,0.0,0.0,0.0,0.0,0.07,0.0,0.55,0.0,0.27,7
2zkvc3,0.05,0.0,0.13,0.0,0.8,0.0,0.0,0.0,0.0,0.0,4
2zncew,0.15,0.12,0.0,0.0,0.0,0.36,0.0,0.0,0.34,0.0,5
2znmhm,0.0,0.0,0.04,0.0,0.05,0.04,0.0,0.71,0.16,0.0,7
2zqzxk,0.01,0.01,0.33,0.49,0.13,0.01,0.01,0.01,0.01,0.01,3
2zsdtj,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.71,0.0,0.0,7
2zu7wy,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.89,0.01,8
300bzn,0.01,0.01,0.47,0.01,0.01,0.43,0.01,0.01,0.01,0.01,2
302jwa,0.15,0.0,0.0,0.51,0.0,0.24,0.0,0.0,0.0,0.07,3
302to4,0.15,0.0,0.39,0.0,0.0,0.0,0.0,0.0,0.14,0.3,2
305969,0.54,0.0,0.0,0.0,0.19,0.0,0.09,0.18,0.0,0.0,0
305bo2,0.0,0.03,0.0,0.18,0.0,0.0,0.0,0.58,0.2,0.0,7
308aww,0.11,0.0,0.0,0.37,0.0,0.0,0.49,0.0,0.0,0.0,6
308bxi,0.0,0.0,0.09,0.38,0.0,0.0,0.0,0.39,0.13,0.0,7
3098nj,0.01,0.01,0.01,0.01,0.01,0.01,0.61,0.01,0.34,0.01,6
30alfy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.49,9
30jmtk,0.15,0.06,0.02,0.02,0.13,0.0,0.0,0.59,0.04,0.0,7
30lnif,0.02,0.0,0.29,0.13,0.21,0.0,0.0,0.0,0.34,0.0,8
30nlbm,0.0,0.11,0.0,0.11,0.0,0.08,0.32,0.15,0.22,0.0,6
30th4k,0.01,0.01,0.92,0.01,0.01,0.01,0.01,0.01,0.01,0.01,2
30v0fx,0.0,0.0,0.11,0.0,0.42,0.15,0.04,0.24,0.0,0.04,4
30v1c0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.25,0.28,0.37,9
310mxc,0.83,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.09,0
314pt7,0.21,0.01,0.01,0.01,0.01,0.01,0.01,0.74,0.01,0.01,7
315dyf,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.47,0.13,0.0,7
31g66o,0.0,0.0,0.0,0.18,0.47,0.0,0.32,0.0,0.0,0.0,4
31hsbi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.71,0.0,8
31j1ni,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.1,0.0,0.37,6
31lwnx,0.0,0.0,0.0,0.0,0.19,0.07,0.0,0.23,0.0,0.51,9
31mvv3,0.0,0.0,0.26,0.49,0.05,0.0,0.0,0.0,0.19,0.0,3
31nkqk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.49,0.3,8
31nyhb,0.0,0.17,0.0,0.13,0.0,0.3,0.0,0.0,0.39,0.0,8
31o3pl,0.01,0.01,0.29,0.01,0.01,0.01,0.33,0.01,0.32,0.01,6
31p38y,0.13,0.0,0.0,0.06,0.14,0.0,0.0,0.38,0.28,0.0,7
31p54x,0.35,0.0,0.12,0.0,0.11,0.07,0.0,0.21,0.07,0.07,0
31s6cp,0.0,0.45,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
31t4f9,0.0,0.11,0.0,0.19,0.0,0.11,0.0,0.31,0.27,0.0,7
31tpo7,0.21,0.0,0.0,0.16,0.17,0.0,0.0,0.0,0.0,0.44,9
31vgh5,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.71,0.0,8
31xfxk,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.74,9
31xjv8,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.36,0.22,0.18,7
32264h,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.66,9
325ilf,0.0,0.0,0.21,0.0,0.0,0.24,0.0,0.51,0.0,0.0,7
327oy4,0.02,0.0,0.0,0.2,0.42,0.0,0.0,0.0,0.36,0.0,4
328ddb,0.0,0.19,0.0,0.03,0.08,0.1,0.12,0.48,0.0,0.0,7
32d3qr,0.02,0.51,0.02,0.02,0.02,0.02,0.33,0.02,0.02,0.02,1
32gq12,0.0,0.0,0.13,0.34,0.0,0.0,0.0,0.14,0.0,0.38,9
32ilnx,0.29,0.49,0.0,0.0,0.0,0.06,0.03,0.0,0.12,0.0,1
32iqyr,0.0,0.08,0.0,0.22,0.54,0.0,0.0,0.0,0.04,0.11,4
32j0ed,0.0,0.0,0.21,0.0,0.0,0.0,0.21,0.0,0.57,0.0,8
32j9ev,0.43,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.3,0
32mpj6,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.44,0.52,9
32r635,0.27,0.1,0.0,0.0,0.35,0.0,0.0,0.0,0.27,0.0,4
32rsaa,0.1,0.32,0.0,0.0,0.0,0.0,0.45,0.11,0.0,0.0,6
32xh4j,0.63,0.32,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0
32y1t6,0.01,0.01,0.45,0.33,0.01,0.01,0.01,0.01,0.17,0.01,2
32zmv2,0.0,0.0,0.11,0.0,0.47,0.0,0.0,0.0,0.0,0.4,4
3308qg,0.35,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.32,0
332gwz,0.54,0.0,0.0,0.22,0.0,0.22,0.0,0.0,0.0,0.0,0
336qap,0.03,0.03,0.03,0.57,0.03,0.03,0.03,0.03,0.03,0.23,3
338sbj,0.0,0.36,0.0,0.21,0.0,0.0,0.18,0.16,0.0,0.07,1
338ucl,0.08,0.06,0.0,0.14,0.0,0.0,0.0,0.0,0.26,0.46,9
33atv4,0.75,0.0,0.1,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0
33bk11,0.01,0.01,0.01,0.01,0.01,0.6,0.01,0.01,0.01,0.32,5
33bqn9,0.0,0.0,0.0,0.38,0.11,0.0,0.0,0.0,0.0,0.49,9
33d77h,0.17,0.0,0.0,0.16,0.09,0.0,0.0,0.13,0.34,0.1,8
33jg4q,0.0,0.0,0.05,0.0,0.41,0.0,0.0,0.12,0.0,0.4,4
33mmt6,0.0,0.27,0.07,0.3,0.29,0.0,0.0,0.0,0.0,0.06,3
33o9jn,0.0,0.0,0.07,0.11,0.4,0.0,0.09,0.33,0.0,0.0,4
33pifi,0.11,0.0,0.0,0.29,0.2,0.0,0.0,0.0,0.14,0.25,3
33qtl5,0.17,0.0,0.08,0.0,0.28,0.0,0.0,0.14,0.29,0.04,8
33sey6,0.0,0.0,0.21,0.0,0.0,0.0,0.08,0.32,0.0,0.36,9
33u0gd,0.0,0.0,0.0,0.0,0.0,0.68,0.0,0.0,0.29,0.0,5
33udwo,0.0,0.15,0.0,0.0,0.0,0.56,0.27,0.0,0.0,0.0,5
340sei,0.17,0.01,0.0,0.17,0.0,0.0,0.0,0.35,0.29,0.0,7
342mey,0.2,0.06,0.0,0.0,0.16,0.04,0.03,0.19,0.13,0.19,0
348wgq,0.08,0.0,0.0,0.6,0.0,0.0,0.0,0.3,0.0,0.0,3
34v818,0.01,0.27,0.38,0.32,0.01,0.01,0.01,0.01,0.01,0.01,2
34vdq4,0.0,0.0,0.0,0.17,0.12,0.0,0.0,0.33,0.37,0.0,8
34ydux,0.01,0.55,0.11,0.01,0.01,0.3,0.01,0.01,0.01,0.01,1
34yyuc,0.39,0.0,0.2,0.24,0.0,0.0,0.0,0.12,0.0,0.04,0
35125r,0.1,0.0,0.06,0.0,0.45,0.06,0.0,0.31,0.0,0.0,4
351zt3,0.19,0.0,0.49,0.0,0.0,0.0,0.15,0.0,0.0,0.14,2
353uxu,0.08,0.0,0.0,0.0,0.19,0.0,0.14,0.49,0.0,0.11,7
357nyh,0.29,0.0,0.27,0.0,0.18,0.0,0.17,0.07,0.0,0.0,0
357x9y,0.0,0.3,0.0,0.0,0.3,0.0,0.11,0.17,0.12,0.0,1
3587b8,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.88,9
358e9x,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0
35a830,0.0,0.0,0.0,0.0,0.54,0.0,0.11,0.05,0.07,0.22,4
35etl3,0.4,0.0,0.0,0.0,0.04,0.0,0.09,0.26,0.0,0.2,0
35fkpi,0.12,0.14,0.0,0.0,0.0,0.0,0.14,0.41,0.18,0.0,7
