,t0 cyst,t1 get,t2 help,t3 symptom,t4 control,t5 eat,t6 pelvic,t7 sex,t8 iud,t9 back,t10 surgery,t11 endometriosis,t12 amp,t13 flare,t14 nausea,t15 like,t16 nt,t17 period,t18 appointment,t19 doctor,dominant_topic
5ip1wp,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.36,0.0,0.21,0.0,0.29,15
5ivrby,0.0,0.0,0.11,0.0,0.11,0.0,0.0,0.0,0.27,0.11,0.12,0.0,0.0,0.03,0.0,0.12,0.0,0.12,0.0,0.0,8
5iy1aa,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.18,0.01,0.01,0.01,0.01,0.01,0.01,0.4,0.25,0.01,0.01,16
5j0al5,0.0,0.0,0.0,0.0,0.54,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,4
5j185n,0.01,0.2,0.01,0.01,0.01,0.01,0.13,0.01,0.01,0.01,0.25,0.01,0.01,0.15,0.01,0.01,0.01,0.01,0.16,0.01,10
5j6jyn,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.1,0.0,0.0,0.0,0.0,0.38,0.0,0.02,0.27,16
5j7bio,0.01,0.06,0.0,0.0,0.24,0.02,0.0,0.06,0.0,0.0,0.07,0.0,0.0,0.0,0.07,0.03,0.14,0.29,0.0,0.0,17
5jbpk8,0.0,0.0,0.0,0.64,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
5jcb1p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,10
5jd81v,0.0,0.03,0.0,0.15,0.0,0.03,0.0,0.12,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.12,0.25,0.29,0.0,0.0,17
5jdy1g,0.14,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,16
5jf3sd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.25,0.0,0.0,0.0,0.0,0.07,0.22,0.0,0.08,0.0,0.0,8
5jibcw,0.0,0.19,0.0,0.24,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.17,0.0,0.0,0.0,15
5jiwo5,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.52,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,7
5jjc93,0.0,0.0,0.16,0.0,0.08,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.16,0.19,0.0,0.0,0.0,5
5jmk55,0.0,0.06,0.0,0.0,0.0,0.04,0.03,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.08,0.5,0.0,0.08,0.19,16
5jndg3,0.01,0.01,0.01,0.01,0.01,0.01,0.23,0.01,0.17,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.5,19
5jpik3,0.08,0.13,0.0,0.13,0.0,0.0,0.0,0.14,0.0,0.3,0.0,0.0,0.1,0.0,0.0,0.11,0.0,0.0,0.0,0.0,9
5js7dk,0.0,0.06,0.0,0.0,0.06,0.02,0.0,0.03,0.36,0.24,0.0,0.0,0.0,0.0,0.0,0.09,0.06,0.0,0.0,0.07,8
5jsr67,0.0,0.12,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.08,17
5juxmp,0.0,0.07,0.13,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.15,0.37,0.0,0.0,0.01,0.0,0.11,0.0,0.0,0.0,11
5jxmki,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.33,0.0,0.0,0.26,16
5jyzuv,0.0,0.0,0.08,0.26,0.13,0.06,0.0,0.02,0.16,0.0,0.02,0.0,0.0,0.02,0.0,0.09,0.15,0.0,0.0,0.0,3
5k1gj3,0.0,0.0,0.0,0.11,0.09,0.0,0.01,0.0,0.0,0.0,0.16,0.14,0.05,0.0,0.0,0.34,0.0,0.09,0.0,0.0,15
5kceam,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.13,0.5,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.09,11
5kg5p8,0.0,0.0,0.0,0.06,0.0,0.11,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.1,0.22,0.0,0.0,15
5kn6p9,0.0,0.0,0.0,0.04,0.01,0.01,0.01,0.05,0.1,0.15,0.02,0.0,0.0,0.03,0.0,0.05,0.15,0.23,0.08,0.06,17
5kqh0a,0.0,0.0,0.2,0.31,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,3
5ksgnw,0.18,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.16,0.0,0.16,0.0,0.06,0.0,0.0,0.21,0.0,0.19,0.0,0.0,15
5kznbk,0.02,0.0,0.0,0.09,0.0,0.0,0.05,0.19,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.38,0.0,0.0,0.0,16
5l02ej,0.02,0.0,0.26,0.16,0.0,0.0,0.01,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,16
5l36qy,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.02,0.0,0.0,0.0,0.2,0.42,0.0,0.0,0.11,16
5l3lvl,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.35,0.35,0.02,0.02,0.02,0.02,0.02,0.02,12
5l3o8h,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.04,0.0,0.41,0.04,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.0,0.0,16
5l4dmt,0.13,0.0,0.0,0.0,0.06,0.01,0.02,0.0,0.07,0.39,0.0,0.0,0.0,0.0,0.01,0.17,0.0,0.03,0.0,0.11,9
5l4m2v,0.33,0.0,0.12,0.0,0.0,0.0,0.02,0.0,0.32,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0
5l5y1i,0.06,0.17,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.31,0.0,0.36,0.0,0.0,17
5l646b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.45,0.0,0.0,17
5l6qt1,0.0,0.0,0.11,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.44,0.0,0.0,0.0,16
5l6xts,0.03,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.48,0.0,0.08,0.0,0.08,0.0,0.0,0.0,0.23,0.0,0.0,0.0,8
5lk7cr,0.0,0.0,0.06,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.32,19
5lnzc9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.14,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.18,0.3,0.0,0.0,10
5loesn,0.09,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.54,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
5lyyd3,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.11,0.08,0.0,0.0,0.0,0.0,0.24,0.03,0.0,0.12,0
5m6hkg,0.0,0.12,0.23,0.21,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.06,0.0,0.05,16
5m6tfk,0.09,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.05,0.09,0.17,0.0,0.11,0.21,19
5mdv8y,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0
5me80t,0.05,0.0,0.0,0.0,0.0,0.08,0.08,0.11,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.29,0.0,0.0,0.0,15
5mkda7,0.0,0.0,0.0,0.12,0.08,0.0,0.08,0.05,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.08,0.0,0.13,9
5mmpgd,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.04,0.19,0.04,0.04,0.0,0.2,0.13,0.19,0.0,0.11,15
5msy6l,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.11,0.0,0.0,2
5mvrn7,0.51,0.0,0.16,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.08,0.0,0
5myqgr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.0,0.48,0.0,0.0,15
5n0fez,0.0,0.0,0.11,0.04,0.0,0.0,0.0,0.0,0.03,0.15,0.01,0.07,0.0,0.0,0.0,0.17,0.11,0.07,0.15,0.08,15
5n46vk,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.29,0.0,0.36,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
5n7f8d,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54,0.38,0.0,0.0,0.0,15
5nacii,0.03,0.0,0.0,0.13,0.0,0.01,0.0,0.07,0.0,0.27,0.04,0.05,0.0,0.0,0.0,0.23,0.0,0.16,0.0,0.0,9
5nczql,0.0,0.0,0.08,0.0,0.04,0.08,0.0,0.0,0.16,0.0,0.01,0.11,0.0,0.0,0.0,0.18,0.19,0.0,0.0,0.14,16
5nd1wa,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.06,0.0,0.1,0.0,0.0,0.07,0.02,0.13,0.15,0.0,0.05,0.32,19
5nfaqq,0.15,0.0,0.0,0.06,0.0,0.0,0.04,0.0,0.02,0.05,0.06,0.11,0.0,0.0,0.0,0.0,0.12,0.0,0.18,0.2,19
5nfl39,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.4,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5ngbwj,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.42,0.0,0.27,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
5nl329,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.31,17
5nmpfc,0.13,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.13,0.22,0.07,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.22,0.0,9
5nn81i,0.0,0.0,0.0,0.0,0.06,0.0,0.13,0.1,0.51,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,8
5no48b,0.3,0.0,0.13,0.0,0.12,0.0,0.03,0.0,0.0,0.08,0.0,0.13,0.0,0.0,0.02,0.0,0.09,0.0,0.09,0.0,0
5nsr3v,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.2,0.0,0.0,0.0,12
5nswqq,0.14,0.0,0.1,0.0,0.0,0.0,0.01,0.0,0.19,0.21,0.0,0.0,0.05,0.0,0.0,0.0,0.09,0.07,0.0,0.14,9
5nszk2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.5,0.0,0.0,0.04,0.0,0.07,0.18,0.0,0.0,0.0,0.0,9
5ntlkc,0.0,0.04,0.04,0.0,0.09,0.0,0.0,0.0,0.06,0.34,0.05,0.0,0.0,0.0,0.03,0.23,0.11,0.0,0.0,0.0,9
5nu8pa,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.07,8
5nx32u,0.0,0.0,0.12,0.05,0.25,0.0,0.0,0.03,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.13,0.32,0.0,0.0,17
5nxk2l,0.0,0.0,0.23,0.0,0.24,0.0,0.01,0.0,0.02,0.0,0.0,0.0,0.16,0.0,0.0,0.06,0.27,0.0,0.0,0.0,16
5nxr2f,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.63,0.0,0.0,0.0,0.0,15
5o3qg2,0.0,0.0,0.19,0.0,0.08,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.15,0.0,0.26,19
5o7gt3,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.31,0.09,0.0,0.0,0.0,0.41,0.0,0.0,0.0,0.0,15
5o8t5j,0.0,0.0,0.0,0.0,0.19,0.02,0.0,0.02,0.07,0.0,0.07,0.02,0.0,0.12,0.03,0.18,0.15,0.0,0.04,0.08,4
5o9sqa,0.03,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.16,0.28,0.06,0.0,0.0,0.0,0.0,0.1,0.11,0.0,0.0,0.11,9
5ocwgi,0.02,0.06,0.0,0.1,0.12,0.0,0.0,0.09,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.22,0.24,0.0,0.0,0.14,16
5of9qa,0.1,0.0,0.0,0.07,0.0,0.0,0.07,0.06,0.0,0.27,0.0,0.0,0.05,0.0,0.0,0.25,0.0,0.11,0.0,0.0,9
5ojev1,0.0,0.0,0.0,0.0,0.06,0.01,0.0,0.0,0.08,0.11,0.04,0.01,0.0,0.0,0.0,0.36,0.28,0.0,0.05,0.0,15
5oku9p,0.0,0.0,0.14,0.0,0.23,0.0,0.01,0.0,0.0,0.19,0.0,0.0,0.04,0.0,0.0,0.0,0.05,0.2,0.0,0.14,4
5oo3pd,0.03,0.0,0.21,0.0,0.0,0.0,0.04,0.0,0.0,0.22,0.16,0.0,0.0,0.0,0.17,0.16,0.0,0.0,0.0,0.0,9
5ooix1,0.0,0.0,0.27,0.0,0.13,0.05,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.06,0.03,0.34,0.0,0.08,0.0,0.0,15
5opgdi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54,0.43,0.0,0.0,0.0,15
5oq95e,0.41,0.01,0.01,0.47,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,3
5oq9jz,0.03,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.07,0.0,8
5oshm7,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.38,0.0,0.1,17
5otika,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.47,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
5otqlc,0.2,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.19,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.28,0.09,0.05,0.0,16
5otr1e,0.12,0.0,0.12,0.0,0.63,0.0,0.03,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
5ou873,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.68,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,10
5ouo1m,0.02,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.17,0.06,0.38,0.0,0.18,17
5owqw8,0.0,0.0,0.22,0.26,0.0,0.12,0.0,0.0,0.0,0.1,0.14,0.0,0.02,0.0,0.0,0.0,0.14,0.0,0.0,0.0,3
5oxxm9,0.04,0.0,0.1,0.14,0.07,0.0,0.0,0.0,0.06,0.16,0.05,0.0,0.0,0.0,0.0,0.09,0.11,0.13,0.02,0.03,9
5ozh7i,0.0,0.0,0.0,0.13,0.0,0.03,0.1,0.17,0.0,0.0,0.0,0.17,0.16,0.0,0.0,0.0,0.13,0.11,0.0,0.0,7
5ozzuq,0.11,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.05,0.6,19
5p3ip5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.36,0.0,0.0,0.07,15
5p7t95,0.24,0.0,0.0,0.0,0.06,0.0,0.02,0.0,0.05,0.04,0.08,0.12,0.0,0.01,0.0,0.0,0.08,0.1,0.0,0.19,0
5pd14i,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.76,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,10
5piong,0.16,0.15,0.0,0.34,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,3
5pl3a0,0.1,0.0,0.14,0.0,0.36,0.0,0.0,0.04,0.0,0.0,0.08,0.0,0.0,0.0,0.01,0.05,0.21,0.0,0.0,0.0,4
5plk38,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.34,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.18,11
5pqo5e,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.07,0.24,0.0,0.0,0.0,0.0,0.21,0.04,0.0,3
5pv9vk,0.06,0.0,0.14,0.09,0.11,0.0,0.0,0.03,0.05,0.0,0.0,0.0,0.0,0.03,0.06,0.0,0.3,0.08,0.06,0.0,16
5pw6ct,0.0,0.0,0.27,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.0,0.09,0.0,15
5pydi7,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.23,0.15,0.27,0.0,0.0,0.0,2
5pyf5l,0.15,0.0,0.0,0.13,0.0,0.0,0.13,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.05,0.0,9
5pyuq3,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.33,0.11,0.04,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.15,9
5pzco0,0.0,0.0,0.4,0.0,0.06,0.0,0.0,0.0,0.29,0.0,0.03,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,2
5pzqg0,0.33,0.0,0.32,0.02,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.11,0.0,0
5pzyrh,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.18,0.05,0.0,0.0,0.24,0.0,0.0,0.11,16
5q223e,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.51,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
5q2a84,0.14,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.25,0.14,0.0,0.0,0.14,15
5q4j9v,0.04,0.0,0.0,0.13,0.34,0.0,0.0,0.02,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.11,0.0,0.0,4
5q517p,0.03,0.0,0.0,0.12,0.0,0.07,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.04,0.37,0.0,0.16,0.03,0.0,15
5q575d,0.4,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.15,0.0,0.16,0.0,0
5q8osl,0.1,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.24,0.38,0.0,0.0,0.0,0.0,0.16,0.07,0.0,0.0,0.0,10
5q94pm,0.13,0.0,0.05,0.0,0.03,0.0,0.02,0.05,0.07,0.1,0.06,0.0,0.05,0.0,0.04,0.0,0.11,0.12,0.0,0.16,19
5qbta2,0.11,0.04,0.0,0.11,0.0,0.0,0.22,0.05,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.2,0.03,0.0,6
5qdqyb,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.05,0.0,0.35,0.06,0.1,0.06,0.16,15
5qei6v,0.52,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.22,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0
5qiifv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.3,0.19,0.0,0.31,19
5qq6ep,0.14,0.0,0.23,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.06,0.0,0.08,0.0,0.0,0.0,0.45,0.0,0.0,0.0,16
5qt9z1,0.0,0.0,0.17,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.0,0.26,16
5r3h4l,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.89,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,10
5rljod,0.04,0.0,0.0,0.14,0.0,0.0,0.02,0.08,0.02,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.32,19
5rpyd3,0.0,0.0,0.0,0.19,0.0,0.0,0.03,0.0,0.0,0.16,0.0,0.0,0.04,0.0,0.03,0.08,0.0,0.46,0.0,0.0,17
5rrcbf,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.5,0.11,18
5ru0lw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64,0.21,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,8
5rv1hk,0.2,0.0,0.19,0.09,0.15,0.0,0.0,0.0,0.0,0.0,0.11,0.03,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,16
5rvbui,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.55,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,9
5rw6ak,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.43,0.03,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,9
5rwcrq,0.0,0.0,0.06,0.0,0.0,0.0,0.02,0.0,0.0,0.18,0.14,0.0,0.0,0.0,0.0,0.27,0.0,0.07,0.06,0.19,15
5rxcdu,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
5rxjfr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.0,0.11,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,8
5rz8yw,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.16,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53,19
5rzads,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.17,0.16,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.21,16
5s16zr,0.0,0.0,0.0,0.07,0.0,0.0,0.08,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.43,0.0,0.0,17
5sao1h,0.0,0.0,0.32,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.36,0.0,0.0,0.0,16
5sdvgg,0.0,0.0,0.12,0.0,0.0,0.04,0.0,0.07,0.0,0.18,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.34,19
5sfhbp,0.0,0.0,0.0,0.24,0.19,0.05,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.0,0.0,0.09,0.04,0.0,7
5sggy4,0.0,0.0,0.0,0.3,0.0,0.03,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.16,0.27,0.13,0.0,0.04,3
5shp36,0.0,0.04,0.08,0.0,0.0,0.0,0.0,0.1,0.08,0.0,0.0,0.0,0.0,0.12,0.0,0.08,0.38,0.0,0.0,0.1,16
5sitpo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.14,0.08,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.44,19
5sj8du,0.09,0.0,0.12,0.0,0.0,0.0,0.0,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.11,0.1,0.0,0.0,7
5sn75y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.54,0.0,0.0,0.0,16
5snxxe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.11,0.0,0.0,0.0,0.0,0.0,0.1,0.28,0.1,0.01,0.09,8
5sp3w7,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.34,19
5spctc,0.0,0.0,0.0,0.44,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.1,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
5srlrk,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.02,0.0,0.25,0.15,0.0,0.0,0.06,0.0,0.0,0.33,0.0,0.0,0.05,16
5sx2c1,0.13,0.0,0.0,0.25,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.36,19
5sxs3u,0.07,0.07,0.0,0.25,0.0,0.01,0.0,0.04,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.38,0.08,0.0,0.05,16
5t0b5k,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,4
5t2q95,0.19,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.19,0.06,0.04,0.1,0.0,0.0,0.0,0.0,0.2,0.0,0.1,17
5t6qu9,0.15,0.15,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.12,0.0,0.39,0.0,0.0,17
