,t0 didn,t1 day,t2 surgery,t3 symptom,t4 nt,t5 control,t6 amp,t7 cyst,t8 period,t9 doctor,dominant_topic
a12nya,0.03,0.25,0.0,0.14,0.36,0.04,0.0,0.0,0.0,0.18,4
a13002,0.05,0.0,0.86,0.0,0.0,0.0,0.0,0.07,0.0,0.0,2
a13m3r,0.01,0.23,0.01,0.01,0.21,0.01,0.01,0.01,0.52,0.01,8
a14e54,0.03,0.14,0.21,0.0,0.46,0.05,0.0,0.0,0.11,0.0,4
a151p6,0.1,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.62,9
a15o8i,0.03,0.59,0.16,0.0,0.2,0.0,0.0,0.0,0.0,0.0,1
a15onz,0.1,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.62,9
a16r6t,0.04,0.38,0.0,0.27,0.0,0.0,0.0,0.29,0.0,0.0,1
a1766b,0.0,0.0,0.22,0.0,0.66,0.11,0.0,0.0,0.0,0.0,4
a1ahiw,0.0,0.0,0.0,0.0,0.39,0.18,0.0,0.12,0.14,0.16,4
a1cuhk,0.0,0.0,0.0,0.14,0.0,0.32,0.0,0.15,0.0,0.39,9
a1d2nr,0.03,0.0,0.44,0.0,0.1,0.0,0.0,0.08,0.0,0.34,2
a1dkqu,0.0,0.0,0.13,0.59,0.0,0.0,0.0,0.27,0.0,0.0,3
a1drbr,0.0,0.01,0.04,0.18,0.21,0.0,0.0,0.0,0.0,0.54,9
a1dyc0,0.01,0.01,0.9,0.01,0.01,0.01,0.01,0.01,0.01,0.01,2
a1g8aw,0.0,0.15,0.15,0.0,0.57,0.0,0.0,0.0,0.12,0.0,4
a1k7ia,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.11,0.29,0.46,9
a1kzfi,0.15,0.01,0.01,0.7,0.01,0.01,0.01,0.01,0.01,0.11,3
a1p79m,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.1,0.0,0.56,9
a21fwh,0.0,0.48,0.24,0.17,0.0,0.0,0.0,0.09,0.0,0.0,1
a253ha,0.0,0.0,0.0,0.3,0.22,0.0,0.0,0.0,0.0,0.46,9
a26b20,0.0,0.0,0.15,0.0,0.12,0.55,0.0,0.0,0.17,0.0,5
a27i53,0.0,0.43,0.0,0.0,0.0,0.36,0.0,0.0,0.21,0.0,1
a280hd,0.18,0.0,0.1,0.3,0.18,0.0,0.01,0.0,0.18,0.05,3
a2g54e,0.0,0.37,0.0,0.0,0.0,0.24,0.0,0.0,0.36,0.0,1
a2jlft,0.01,0.01,0.9,0.01,0.01,0.01,0.01,0.01,0.01,0.01,2
a2k0ji,0.05,0.25,0.0,0.0,0.55,0.11,0.0,0.03,0.0,0.0,4
a2mgaa,0.0,0.0,0.41,0.0,0.0,0.22,0.0,0.05,0.18,0.13,2
a2mlyu,0.0,0.0,0.0,0.18,0.36,0.0,0.01,0.0,0.23,0.22,4
a2u6xk,0.0,0.11,0.0,0.29,0.59,0.0,0.0,0.0,0.0,0.0,4
a2umbc,0.0,0.0,0.36,0.11,0.22,0.0,0.0,0.11,0.0,0.18,2
a2v0w9,0.01,0.01,0.01,0.01,0.01,0.6,0.01,0.29,0.01,0.01,5
a2x50k,0.01,0.01,0.87,0.01,0.01,0.01,0.01,0.01,0.01,0.01,2
a308zq,0.0,0.2,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.53,9
a31lh6,0.0,0.38,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.09,2
a37cvv,0.0,0.26,0.0,0.15,0.0,0.0,0.0,0.0,0.58,0.0,8
a37rt2,0.0,0.0,0.0,0.0,0.23,0.19,0.01,0.07,0.04,0.46,9
a39fgc,0.0,0.06,0.36,0.11,0.22,0.08,0.02,0.15,0.0,0.0,2
a39x5l,0.0,0.02,0.0,0.29,0.14,0.09,0.04,0.01,0.22,0.18,3
a3amim,0.03,0.26,0.3,0.26,0.13,0.0,0.02,0.0,0.0,0.0,2
a3bo6p,0.0,0.1,0.0,0.02,0.33,0.05,0.0,0.04,0.3,0.16,4
a3fnmi,0.33,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
a3i3qq,0.0,0.07,0.0,0.32,0.1,0.0,0.04,0.0,0.0,0.47,9
a3idgo,0.0,0.52,0.0,0.0,0.37,0.0,0.0,0.09,0.0,0.0,1
a3ijfo,0.0,0.16,0.0,0.64,0.0,0.0,0.03,0.14,0.0,0.0,3
a3jj58,0.0,0.17,0.1,0.0,0.66,0.0,0.06,0.0,0.0,0.0,4
a3k0yj,0.0,0.5,0.0,0.0,0.46,0.0,0.03,0.0,0.0,0.0,1
a3l3di,0.0,0.0,0.0,0.15,0.54,0.27,0.0,0.0,0.0,0.0,4
a3n3ln,0.01,0.01,0.01,0.87,0.01,0.01,0.01,0.01,0.01,0.01,3
a3nyr6,0.08,0.54,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
a3ot13,0.0,0.25,0.35,0.0,0.08,0.0,0.0,0.09,0.09,0.14,2
a3pfpj,0.0,0.0,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
a3rqf6,0.0,0.0,0.0,0.39,0.0,0.0,0.05,0.0,0.0,0.53,9
a3s6eu,0.03,0.31,0.18,0.0,0.0,0.17,0.04,0.0,0.0,0.27,1
a3t4au,0.0,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,1
a3t5r7,0.0,0.48,0.0,0.19,0.12,0.0,0.0,0.0,0.19,0.0,1
a3u0vp,0.0,0.47,0.07,0.0,0.0,0.13,0.0,0.0,0.0,0.32,1
a3vmhh,0.08,0.27,0.45,0.17,0.0,0.0,0.0,0.0,0.0,0.0,2
a3vqqq,0.01,0.28,0.0,0.0,0.06,0.0,0.0,0.0,0.56,0.08,8
a3w7ar,0.01,0.01,0.01,0.01,0.92,0.01,0.01,0.01,0.01,0.01,4
a3zzdm,0.08,0.19,0.0,0.0,0.15,0.0,0.0,0.07,0.51,0.0,8
a42bp6,0.0,0.19,0.34,0.22,0.08,0.02,0.0,0.0,0.0,0.15,2
a42ck4,0.0,0.0,0.0,0.0,0.34,0.65,0.0,0.0,0.0,0.0,5
a44j9c,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.54,9
a47gdw,0.0,0.0,0.31,0.0,0.19,0.15,0.0,0.0,0.33,0.0,8
a47zpc,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.21,8
a48mos,0.0,0.16,0.0,0.23,0.0,0.0,0.08,0.0,0.41,0.11,8
a4ayoq,0.0,0.35,0.3,0.33,0.0,0.0,0.0,0.0,0.0,0.0,1
a4eqn4,0.03,0.0,0.56,0.0,0.36,0.0,0.0,0.02,0.03,0.0,2
a4ndmo,0.0,0.0,0.34,0.0,0.41,0.06,0.0,0.18,0.0,0.0,4
a4oe20,0.06,0.38,0.45,0.05,0.0,0.04,0.02,0.0,0.0,0.0,2
a4omaz,0.07,0.0,0.73,0.0,0.0,0.18,0.0,0.0,0.0,0.0,2
a4qpyk,0.0,0.17,0.61,0.08,0.0,0.0,0.0,0.0,0.0,0.12,2
a4ryta,0.02,0.11,0.13,0.0,0.54,0.0,0.0,0.0,0.0,0.19,4
a4s0gl,0.0,0.11,0.0,0.44,0.0,0.2,0.0,0.0,0.23,0.0,3
a4udg0,0.04,0.27,0.09,0.28,0.15,0.05,0.04,0.03,0.06,0.0,3
a4ush6,0.0,0.47,0.22,0.0,0.0,0.12,0.0,0.0,0.16,0.0,1
a4xi27,0.0,0.56,0.05,0.0,0.37,0.0,0.0,0.02,0.0,0.0,1
a4z9mi,0.0,0.25,0.15,0.0,0.24,0.0,0.0,0.0,0.05,0.3,9
a50kp6,0.07,0.1,0.0,0.0,0.17,0.0,0.01,0.03,0.0,0.62,9
a51bp8,0.0,0.52,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,1
a52zh5,0.02,0.0,0.08,0.44,0.0,0.13,0.02,0.04,0.21,0.05,3
a53iqf,0.0,0.0,0.05,0.19,0.41,0.0,0.08,0.0,0.26,0.0,4
a53umo,0.11,0.26,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.0,3
a546n3,0.05,0.11,0.0,0.0,0.61,0.03,0.0,0.0,0.19,0.0,4
a57fy4,0.0,0.0,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
a590j6,0.0,0.44,0.0,0.0,0.32,0.0,0.22,0.0,0.0,0.0,1
a59hpm,0.05,0.0,0.84,0.0,0.0,0.0,0.0,0.08,0.0,0.0,2
a5a379,0.0,0.0,0.0,0.0,0.21,0.09,0.0,0.01,0.47,0.22,8
a5ailq,0.11,0.01,0.4,0.01,0.01,0.01,0.01,0.01,0.01,0.46,9
a5bb18,0.0,0.0,0.4,0.0,0.0,0.0,0.11,0.0,0.0,0.47,9
a5bust,0.07,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.48,0.27,8
a5drbq,0.0,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.43,0.0,3
a5ef8h,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.94,9
a5fcc6,0.0,0.0,0.14,0.19,0.41,0.11,0.0,0.13,0.0,0.0,4
a5fjm7,0.0,0.0,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
a5i5ci,0.21,0.01,0.01,0.6,0.01,0.09,0.06,0.01,0.01,0.01,3
a5janm,0.0,0.0,0.66,0.0,0.0,0.0,0.08,0.0,0.0,0.23,2
a5m939,0.0,0.0,0.53,0.0,0.0,0.43,0.0,0.0,0.0,0.0,2
a5mjot,0.02,0.39,0.0,0.0,0.08,0.0,0.0,0.0,0.5,0.0,8
a5mvn0,0.0,0.5,0.23,0.0,0.0,0.0,0.0,0.0,0.26,0.0,1
a5nm7c,0.02,0.3,0.0,0.24,0.0,0.0,0.0,0.0,0.34,0.09,8
a5nxgu,0.0,0.28,0.0,0.11,0.25,0.0,0.05,0.0,0.17,0.14,1
a5odt8,0.0,0.0,0.06,0.34,0.0,0.0,0.0,0.21,0.29,0.1,3
a5ottw,0.02,0.0,0.32,0.47,0.0,0.0,0.0,0.1,0.1,0.0,3
a5rsuk,0.0,0.33,0.44,0.0,0.0,0.21,0.0,0.0,0.0,0.0,2
a5x7m7,0.06,0.0,0.18,0.0,0.42,0.0,0.0,0.3,0.04,0.0,4
a5zzgn,0.01,0.0,0.13,0.28,0.18,0.16,0.0,0.02,0.23,0.0,3
a60ite,0.0,0.14,0.25,0.0,0.4,0.16,0.0,0.04,0.0,0.0,4
a61ms1,0.0,0.37,0.0,0.5,0.0,0.0,0.0,0.1,0.0,0.0,3
a627ux,0.09,0.0,0.49,0.21,0.0,0.0,0.0,0.0,0.0,0.2,2
a63ikt,0.01,0.14,0.0,0.0,0.28,0.0,0.05,0.25,0.0,0.27,4
a63wgm,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.26,0.46,0.0,8
a6557l,0.0,0.0,0.41,0.28,0.0,0.0,0.11,0.18,0.0,0.0,2
a65ckh,0.0,0.0,0.42,0.22,0.35,0.0,0.0,0.0,0.0,0.0,2
a65q3z,0.01,0.18,0.0,0.0,0.32,0.05,0.02,0.0,0.25,0.16,4
a66s8j,0.01,0.26,0.69,0.01,0.01,0.01,0.01,0.01,0.01,0.01,2
a68lxt,0.02,0.05,0.17,0.0,0.0,0.0,0.0,0.0,0.74,0.0,8
a68s68,0.0,0.0,0.11,0.13,0.24,0.2,0.0,0.01,0.29,0.0,8
a69g0l,0.0,0.29,0.0,0.31,0.0,0.0,0.0,0.0,0.39,0.0,8
a6dy2u,0.02,0.0,0.25,0.4,0.31,0.0,0.02,0.0,0.0,0.0,3
a6e3ct,0.0,0.55,0.4,0.0,0.04,0.0,0.0,0.0,0.0,0.0,1
a6h4gb,0.02,0.0,0.0,0.49,0.19,0.06,0.0,0.0,0.2,0.04,3
a6js59,0.0,0.0,0.5,0.0,0.0,0.0,0.35,0.0,0.12,0.0,2
a6mxc7,0.0,0.25,0.0,0.49,0.0,0.0,0.0,0.06,0.1,0.1,3
a6rl3w,0.04,0.0,0.0,0.45,0.1,0.33,0.07,0.0,0.0,0.0,3
a6tbgy,0.12,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.55,0.0,8
a6ub8i,0.0,0.13,0.25,0.17,0.0,0.1,0.0,0.0,0.0,0.34,9
a6uq45,0.05,0.55,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,1
a73e6f,0.0,0.26,0.0,0.08,0.0,0.0,0.0,0.0,0.65,0.0,8
a76eil,0.0,0.05,0.19,0.0,0.24,0.15,0.02,0.0,0.0,0.34,9
a780r4,0.0,0.19,0.0,0.22,0.12,0.06,0.0,0.0,0.31,0.09,8
a7apnh,0.0,0.3,0.07,0.15,0.19,0.16,0.0,0.13,0.0,0.0,1
a7bwl6,0.08,0.0,0.3,0.0,0.0,0.0,0.0,0.43,0.0,0.17,7
a7dke3,0.0,0.0,0.08,0.27,0.0,0.0,0.0,0.04,0.17,0.43,9
a7fjtv,0.01,0.01,0.01,0.01,0.72,0.2,0.01,0.01,0.01,0.01,4
a7grl2,0.02,0.48,0.0,0.0,0.0,0.1,0.0,0.17,0.0,0.23,1
a7gtoc,0.0,0.0,0.47,0.0,0.04,0.02,0.0,0.23,0.11,0.14,2
a7h7x8,0.0,0.0,0.56,0.0,0.0,0.41,0.0,0.0,0.0,0.0,2
a7hk3w,0.12,0.0,0.68,0.0,0.0,0.04,0.07,0.07,0.0,0.0,2
a7m9cj,0.06,0.65,0.15,0.0,0.0,0.1,0.03,0.0,0.0,0.0,1
a7mcsj,0.0,0.0,0.37,0.1,0.0,0.11,0.22,0.18,0.0,0.0,2
a7nc3z,0.0,0.0,0.0,0.2,0.2,0.26,0.0,0.33,0.0,0.0,7
a7ocd7,0.0,0.2,0.49,0.0,0.0,0.0,0.13,0.17,0.0,0.0,2
a7ohqt,0.01,0.43,0.53,0.01,0.01,0.01,0.01,0.01,0.01,0.01,2
a7p5kk,0.01,0.58,0.01,0.01,0.38,0.01,0.01,0.01,0.01,0.01,1
a7qmsx,0.0,0.41,0.0,0.0,0.5,0.06,0.0,0.0,0.0,0.0,4
a7rx5h,0.0,0.19,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.05,4
a7slfs,0.0,0.25,0.2,0.2,0.16,0.0,0.02,0.1,0.06,0.0,1
a7spgk,0.0,0.0,0.09,0.24,0.0,0.06,0.0,0.0,0.6,0.0,8
a7spkb,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.57,0.0,8
a7u2o5,0.0,0.0,0.53,0.0,0.0,0.0,0.25,0.2,0.0,0.0,2
a7u3no,0.0,0.0,0.57,0.0,0.41,0.0,0.0,0.0,0.0,0.0,2
a7yarr,0.0,0.33,0.0,0.17,0.0,0.0,0.0,0.0,0.49,0.0,8
a7ze82,0.0,0.0,0.0,0.0,0.0,0.43,0.0,0.0,0.43,0.13,5
a7zm5m,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0
a839wv,0.0,0.0,0.0,0.06,0.0,0.37,0.03,0.0,0.17,0.37,5
a85l1l,0.03,0.07,0.0,0.07,0.21,0.0,0.04,0.0,0.58,0.0,8
a85xad,0.0,0.0,0.14,0.0,0.24,0.31,0.0,0.07,0.0,0.23,5
a85yv4,0.0,0.67,0.0,0.0,0.0,0.11,0.0,0.02,0.19,0.0,1
a87f6k,0.0,0.72,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
a88nxi,0.0,0.33,0.0,0.0,0.0,0.34,0.0,0.07,0.0,0.26,5
a8b8w4,0.0,0.0,0.29,0.05,0.47,0.05,0.0,0.01,0.12,0.0,4
a8dife,0.0,0.32,0.0,0.09,0.0,0.28,0.0,0.0,0.2,0.1,1
a8djuz,0.0,0.21,0.39,0.0,0.0,0.0,0.0,0.0,0.38,0.0,2
a8eot8,0.1,0.0,0.0,0.34,0.0,0.17,0.0,0.0,0.26,0.11,3
a8heoe,0.02,0.14,0.0,0.37,0.08,0.0,0.0,0.05,0.06,0.29,3
a8k296,0.01,0.7,0.01,0.01,0.14,0.12,0.01,0.01,0.01,0.01,1
a8nfb4,0.01,0.01,0.28,0.01,0.01,0.67,0.01,0.01,0.01,0.01,5
a8s7fv,0.0,0.35,0.32,0.0,0.24,0.0,0.0,0.08,0.0,0.0,1
a8vchc,0.01,0.01,0.01,0.01,0.52,0.01,0.01,0.01,0.4,0.01,4
a8ww6h,0.01,0.49,0.01,0.01,0.45,0.01,0.01,0.01,0.01,0.01,1
a8x781,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,0.0,8
a8y81p,0.0,0.0,0.16,0.1,0.56,0.0,0.0,0.0,0.0,0.18,4
a91my6,0.0,0.27,0.0,0.0,0.15,0.0,0.0,0.0,0.57,0.0,8
a96ahj,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.57,0.17,8
a998h6,0.01,0.01,0.16,0.01,0.78,0.01,0.01,0.01,0.01,0.01,4
a9b88s,0.07,0.19,0.15,0.26,0.07,0.16,0.02,0.0,0.08,0.0,3
a9bw2r,0.0,0.78,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
a9ish4,0.0,0.5,0.0,0.26,0.0,0.0,0.11,0.0,0.12,0.0,1
a9ju08,0.03,0.44,0.0,0.0,0.45,0.0,0.0,0.0,0.06,0.0,4
a9klvw,0.0,0.0,0.34,0.0,0.16,0.21,0.0,0.0,0.0,0.27,2
a9kr7s,0.01,0.01,0.01,0.01,0.78,0.01,0.01,0.01,0.17,0.01,4
a9l6rd,0.0,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
a9mkeb,0.0,0.0,0.53,0.0,0.41,0.0,0.04,0.0,0.0,0.0,2
a9n4ek,0.0,0.38,0.11,0.16,0.0,0.0,0.01,0.13,0.0,0.21,1
a9pljz,0.01,0.01,0.27,0.01,0.01,0.22,0.23,0.01,0.22,0.01,2
a9q3ge,0.0,0.0,0.2,0.31,0.0,0.0,0.09,0.0,0.38,0.0,8
a9sz5u,0.02,0.05,0.0,0.0,0.1,0.0,0.0,0.0,0.57,0.25,8
a9tbxn,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.86,0.0,8
a9u66m,0.0,0.0,0.0,0.69,0.29,0.0,0.0,0.0,0.0,0.0,3
a9ud2d,0.0,0.0,0.06,0.0,0.92,0.02,0.0,0.0,0.0,0.0,4
a9xcf1,0.11,0.01,0.01,0.25,0.07,0.15,0.01,0.01,0.39,0.01,8
aa1lym,0.05,0.09,0.18,0.0,0.0,0.08,0.0,0.6,0.0,0.0,7
aa1n7w,0.05,0.09,0.18,0.0,0.0,0.08,0.0,0.6,0.0,0.0,7
aa2bsb,0.0,0.1,0.0,0.73,0.0,0.0,0.0,0.0,0.16,0.0,3
aa2oq3,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.22,0.56,9
aa3t0w,0.0,0.41,0.14,0.15,0.0,0.29,0.0,0.0,0.0,0.0,1
aa4kzv,0.0,0.0,0.33,0.02,0.15,0.14,0.02,0.08,0.1,0.15,2
aa4l5a,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.39,0.28,8
aab205,0.0,0.0,0.44,0.0,0.0,0.24,0.0,0.0,0.3,0.0,2
aabr6m,0.0,0.32,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.0,3
aac4sn,0.0,0.0,0.0,0.0,0.47,0.37,0.05,0.0,0.09,0.0,4
aacmub,0.0,0.0,0.24,0.34,0.0,0.0,0.0,0.0,0.4,0.0,8
aaevhw,0.01,0.01,0.01,0.01,0.29,0.67,0.01,0.01,0.01,0.01,5
aagvca,0.02,0.02,0.28,0.02,0.02,0.56,0.02,0.02,0.02,0.02,5
aajmps,0.01,0.01,0.2,0.01,0.75,0.01,0.01,0.01,0.01,0.01,4
aajnqi,0.0,0.0,0.11,0.0,0.75,0.0,0.0,0.0,0.12,0.0,4
aakx36,0.09,0.0,0.53,0.0,0.0,0.12,0.09,0.0,0.0,0.15,2
aapz80,0.02,0.08,0.13,0.35,0.0,0.0,0.0,0.0,0.42,0.0,8
aaqwc6,0.02,0.71,0.0,0.14,0.0,0.0,0.0,0.05,0.0,0.07,1
aar5eb,0.0,0.19,0.0,0.26,0.0,0.0,0.02,0.07,0.29,0.16,8
aatooy,0.0,0.7,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,1
aau26v,0.03,0.0,0.0,0.0,0.21,0.17,0.0,0.0,0.46,0.12,8
aav9nd,0.0,0.0,0.0,0.0,0.39,0.05,0.0,0.0,0.54,0.01,8
aaygbz,0.0,0.17,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
aaz47l,0.0,0.05,0.22,0.0,0.72,0.0,0.0,0.0,0.0,0.0,4
aaztuf,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94,0.0,8
ab16hb,0.06,0.04,0.0,0.0,0.0,0.1,0.06,0.08,0.39,0.26,8
ab29of,0.0,0.0,0.0,0.39,0.41,0.0,0.0,0.0,0.0,0.2,4
ab34zd,0.48,0.01,0.01,0.01,0.01,0.21,0.01,0.26,0.01,0.01,0
abm41j,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.94,0.01,8
abmmsx,0.03,0.33,0.24,0.0,0.0,0.38,0.0,0.0,0.0,0.0,5
abmnze,0.01,0.01,0.39,0.01,0.01,0.01,0.31,0.01,0.01,0.26,2
abmxbk,0.0,0.0,0.0,0.26,0.56,0.0,0.16,0.0,0.0,0.0,4
abn4uu,0.0,0.53,0.17,0.28,0.0,0.0,0.0,0.0,0.0,0.0,1
abns3s,0.01,0.01,0.63,0.01,0.01,0.01,0.01,0.01,0.01,0.3,2
abrjwv,0.0,0.0,0.0,0.25,0.25,0.0,0.14,0.08,0.08,0.19,3
absrbv,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.23,0.25,5
abumy3,0.0,0.0,0.29,0.68,0.0,0.0,0.0,0.0,0.0,0.0,3
abvquv,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.91,9
abw9lu,0.04,0.23,0.02,0.0,0.33,0.27,0.0,0.0,0.12,0.0,4
abxlux,0.01,0.01,0.15,0.22,0.01,0.01,0.58,0.01,0.01,0.01,6
aby7qd,0.0,0.08,0.0,0.2,0.13,0.05,0.0,0.05,0.31,0.19,8
ac07qm,0.0,0.29,0.0,0.0,0.55,0.0,0.0,0.0,0.15,0.0,4
ac0pcq,0.0,0.0,0.29,0.09,0.0,0.0,0.0,0.61,0.0,0.0,7
ac20ft,0.02,0.0,0.49,0.26,0.0,0.0,0.04,0.1,0.0,0.08,2
ac8qwm,0.18,0.0,0.0,0.0,0.55,0.0,0.04,0.0,0.0,0.21,4
ac8utj,0.03,0.14,0.4,0.0,0.0,0.0,0.02,0.15,0.05,0.2,2
ac9hqz,0.06,0.01,0.01,0.01,0.9,0.01,0.01,0.01,0.01,0.01,4
aca0rm,0.09,0.0,0.46,0.07,0.0,0.0,0.0,0.0,0.0,0.35,2
acaoqq,0.0,0.5,0.0,0.0,0.21,0.0,0.0,0.05,0.23,0.0,1
acc751,0.01,0.01,0.69,0.01,0.01,0.01,0.26,0.01,0.01,0.01,2
acf2eb,0.01,0.01,0.01,0.01,0.95,0.01,0.01,0.01,0.01,0.01,4
achllq,0.0,0.0,0.2,0.09,0.1,0.44,0.0,0.09,0.06,0.0,5
acj55c,0.0,0.0,0.0,0.0,0.0,0.17,0.08,0.0,0.66,0.09,8
ack3ie,0.0,0.0,0.26,0.0,0.31,0.22,0.0,0.0,0.0,0.2,4
ackm42,0.05,0.05,0.05,0.05,0.55,0.05,0.05,0.05,0.05,0.05,4
acovu6,0.01,0.01,0.49,0.47,0.01,0.01,0.01,0.01,0.01,0.01,2
acq2ql,0.01,0.95,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1
acsz7z,0.09,0.0,0.13,0.18,0.2,0.1,0.0,0.0,0.0,0.3,9
act92n,0.05,0.0,0.24,0.2,0.0,0.0,0.0,0.16,0.04,0.3,9
ad1g7z,0.0,0.12,0.0,0.0,0.3,0.0,0.0,0.0,0.57,0.0,8
ada83h,0.0,0.0,0.26,0.3,0.0,0.0,0.0,0.0,0.41,0.0,8
adaprf,0.0,0.44,0.22,0.0,0.0,0.15,0.17,0.0,0.0,0.0,1
adciu6,0.0,0.4,0.0,0.57,0.0,0.0,0.0,0.0,0.0,0.0,3
adcsiy,0.0,0.37,0.0,0.0,0.23,0.37,0.0,0.0,0.0,0.0,1
adegaq,0.01,0.01,0.01,0.89,0.01,0.01,0.01,0.01,0.01,0.01,3
adesm9,0.0,0.07,0.0,0.19,0.38,0.0,0.02,0.2,0.0,0.14,4
adew4k,0.05,0.7,0.0,0.0,0.12,0.0,0.03,0.09,0.0,0.0,1
adib47,0.0,0.0,0.13,0.54,0.0,0.0,0.0,0.0,0.0,0.29,3
adidds,0.01,0.01,0.89,0.01,0.01,0.01,0.01,0.01,0.01,0.01,2
adj2a4,0.0,0.0,0.12,0.0,0.0,0.0,0.14,0.0,0.53,0.21,8
adl8w8,0.01,0.01,0.01,0.24,0.71,0.01,0.01,0.01,0.01,0.01,4
adlk22,0.03,0.0,0.0,0.0,0.55,0.0,0.0,0.19,0.0,0.23,4
adn9gj,0.0,0.22,0.0,0.42,0.0,0.15,0.0,0.19,0.0,0.0,3
adoxst,0.03,0.29,0.0,0.05,0.28,0.05,0.0,0.08,0.2,0.0,1
adpg0s,0.08,0.1,0.09,0.16,0.4,0.17,0.0,0.0,0.0,0.0,4
adsjoc,0.0,0.1,0.07,0.1,0.16,0.13,0.05,0.0,0.38,0.0,8
adsrsh,0.0,0.58,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
ady503,0.08,0.0,0.37,0.11,0.19,0.03,0.0,0.05,0.0,0.16,2
adydk2,0.0,0.08,0.08,0.43,0.2,0.0,0.06,0.0,0.14,0.0,3
adyjwq,0.0,0.0,0.0,0.32,0.0,0.25,0.0,0.0,0.0,0.4,9
ae48tz,0.0,0.0,0.15,0.37,0.39,0.0,0.0,0.0,0.0,0.07,4
ae4gxh,0.0,0.0,0.14,0.0,0.0,0.0,0.05,0.0,0.17,0.62,9
ae4nny,0.04,0.0,0.15,0.0,0.72,0.07,0.0,0.0,0.0,0.0,4
ae5bze,0.0,0.24,0.03,0.13,0.0,0.15,0.0,0.11,0.0,0.33,9
aeb73f,0.01,0.01,0.39,0.01,0.01,0.2,0.01,0.11,0.01,0.27,2
aeboh5,0.03,0.47,0.0,0.17,0.22,0.06,0.0,0.05,0.0,0.0,1
aed1y1,0.09,0.22,0.09,0.16,0.29,0.03,0.0,0.06,0.0,0.07,4
aeev11,0.0,0.0,0.0,0.26,0.24,0.0,0.0,0.0,0.19,0.3,9
aef1wg,0.0,0.71,0.14,0.0,0.0,0.0,0.0,0.0,0.13,0.0,1
aej9ls,0.0,0.0,0.19,0.17,0.21,0.0,0.0,0.33,0.09,0.0,7
ael87g,0.33,0.22,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.0,4
aelkhz,0.0,0.0,0.0,0.31,0.61,0.07,0.0,0.0,0.0,0.0,4
aenc6r,0.09,0.01,0.34,0.01,0.36,0.01,0.15,0.01,0.01,0.01,4
aens42,0.0,0.0,0.22,0.0,0.73,0.03,0.0,0.0,0.0,0.0,4
aeoyip,0.0,0.0,0.0,0.0,0.27,0.08,0.0,0.13,0.0,0.52,9
aerbxh,0.01,0.01,0.53,0.01,0.43,0.01,0.01,0.01,0.01,0.01,2
